,DI,RTE,CO,PM,CS,LEG,YR,AM_DIR,AM_WAY_PHV,AM_K_FACTOR_AMT,AM_D_FACTOR_AMT,AM_KD_FACTOR,AM_HOUR,AM_DAY,AM_MONTH,PM_DIR,PM_WAY_PHV,PM_K_FACTOR_AMT,PM_D_FACTOR_AMT,PM_KD_FACTOR,PM_HOUR,PM_DAY,PM_MONTH
1021,3,174,NEV,6.83,873,B,18,N,574,8.89,65.15,5.79,8,THU,AUG,S,577,9.61,60.61,5.82,16,MON,DEC
1022,1,175,MEN,0,760,A,17,W,116,7.15,58,4.15,11,SAT,SEP,E,157,9.48,59.25,5.62,15,THU,JUN
1023,1,175,LAK,8.178,769,B,17,E,97,8.06,58.08,4.68,12,SAT,JUN,E,129,9.26,67.19,6.22,16,MON,DEC
1024,1,175,LAK,28.038,771,B,19,E,173,9.24,69.48,6.42,7,WED,APR,W,170,10.02,62.96,6.31,15,FRI,APR
1025,8,177,RIV,0,919,A,19,S,301,13.99,82.24,11.51,12,SUN,AUG,S,310,15.52,76.36,11.85,15,MON,MAY
1026,8,177,RIV,0.26,910,A,19,N,279,16.59,90.58,15.02,8,THU,JUL,N,284,20.03,76.34,15.29,15,FRI,MAY
1027,6,178,KER,1.705,900,A,18,W,2654,8.93,56.31,5.03,7,TUE,FEB,E,3028,9.55,60.09,5.74,17,THU,NOV
1028,6,178,KER,5.641,308,A,18,W,2729,9.52,71.2,6.78,8,TUE,NOV,E,2317,9.45,60.94,5.76,18,WED,NOV
1029,6,178,KER,7.687,178,A,18,W,1476,11.39,68.14,7.76,7,WED,NOV,E,1107,9.47,61.47,5.82,16,FRI,MAY
1030,6,178,KER,7.687,309,B,19,W,2127,11.05,67.5,7.46,7,THU,SEP,E,1618,9.1,62.3,5.67,16,FRI,MAY
1031,6,178,KER,9.614,312,A,19,W,984,9.18,74.49,6.84,7,TUE,APR,E,788,9.04,60.62,5.48,16,THU,MAY
1032,6,178,KER,9.614,311,B,19,W,1008,9.78,74.34,7.27,7,THU,OCT,E,758,8.65,63.22,5.47,17,MON,SEP
1033,6,178,KER,10.191,320,A,19,E,291,9.27,70.63,6.55,9,SAT,AUG,W,303,10.87,62.73,6.82,13,SUN,JUN
1034,6,178,KER,10.962,615,A,18,W,222,9.34,61.33,5.73,12,SUN,MAY,E,258,9.78,68.07,6.66,16,FRI,AUG
1035,6,178,KER,28.511,173,B,18,W,248,9.12,70.86,6.46,10,SUN,AUG,W,261,10.06,67.62,6.8,14,SUN,AUG
1036,6,178,KER,42.941,413,B,18,W,270,11.29,61.09,6.9,12,SUN,MAY,W,244,9.56,65.24,6.23,13,SUN,MAY
1037,9,178,KER,57.076,964,A,18,E,222,12.86,64.72,8.32,11,SUN,AUG,E,195,11.21,65.22,7.31,13,SUN,AUG
1038,9,178,KER,88.26,911,B,19,E,143,13.61,75.26,10.24,12,SUN,SEP,W,136,13.9,70.1,9.74,13,FRI,JUL
1039,9,178,KER,88.38,933,A,17,E,627,21.57,97.66,21.06,4,SAT,MAR,E,841,32.21,87.7,28.25,17,THU,MAR
1040,9,178,KER,93.237,920,A,17,W,289,7.82,59.1,4.62,12,SAT,DEC,W,361,9.62,59.97,5.77,16,THU,DEC
1041,9,178,KER,101.18,636,O,19,W,843,10.93,57.62,6.3,11,WED,JUN,E,922,10.16,67.79,6.89,14,TUE,JUN
1042,9,178,KER,102.616,180,B,19,E,1240,7.87,79.95,6.29,7,WED,APR,E,1158,9.58,61.3,5.87,14,FRI,APR
1043,8,178,SBD,14.778,512,B,19,E,231,11.11,87.5,9.72,5,THU,SEP,W,212,11.86,75.18,8.92,16,WED,FEB
1044,9,178,INY,42.92,936,B,19,W,28,23.7,68.29,16.18,12,SAT,MAR,E,33,20.23,94.29,19.08,16,WED,DEC
1045,9,178,INY,62.186,637,B,19,W,94,15.48,59.87,9.27,9,TUE,OCT,E,119,18.84,62.3,11.74,13,MON,OCT
1046,6,180,FRE,23.5,54,A,19,E,479,7.68,54.12,4.16,5,FRI,SEP,W,644,11.03,50.67,5.59,16,MON,SEP
1047,6,180,FRE,34.59,118,B,19,W,353,8.34,57.87,4.83,7,THU,SEP,E,415,8.67,65.46,5.67,15,MON,MAR
1048,6,180,FRE,40.11,667,A,19,W,377,8.6,52.95,4.55,7,TUE,SEP,E,453,9.29,58.91,5.47,16,FRI,APR
1049,6,180,FRE,52.59,49,B,19,E,851,9.12,55.4,5.05,7,TUE,FEB,W,821,8.47,57.57,4.88,17,WED,MAY
1050,6,180,FRE,56.52,678,B,19,E,2262,9.98,62.21,6.21,7,WED,NOV,W,2169,9.58,62.11,5.95,17,WED,MAR
1051,6,180,FRE,57.069,704,B,19,E,4881,8.63,52.27,4.51,7,THU,MAR,E,4789,8.35,53.05,4.43,16,TUE,MAR
1052,6,180,FRE,57.843,705,B,19,W,5548,8.55,52.21,4.46,7,TUE,FEB,E,5590,8.08,55.71,4.5,16,FRI,JAN
1053,6,180,FRE,58.664,841,A,19,W,4130,9.65,67.44,6.51,7,TUE,FEB,W,3294,9.29,55.88,5.19,16,WED,OCT
1054,6,180,FRE,62.893,706,B,19,W,5506,9.83,67.83,6.67,7,TUE,SEP,E,4609,9.28,60.15,5.58,17,TUE,APR
1055,6,180,FRE,66.023,707,A,19,W,2039,9.42,62.64,5.9,7,TUE,FEB,E,2011,9.24,62.98,5.82,17,WED,MAY
1056,6,180,FRE,71.61,976,B,19,W,1109,8.5,64.44,5.47,7,TUE,SEP,E,1043,8.94,57.59,5.15,17,TUE,SEP
1057,6,180,FRE,71.61,801,A,19,W,834,9.03,60.48,5.46,7,MON,SEP,E,845,9.74,56.79,5.53,17,WED,SEP
1058,6,180,FRE,77.49,977,B,19,W,695,8.77,59.55,5.22,7,THU,MAR,E,817,10.33,59.46,6.14,17,WED,SEP
1059,6,180,FRE,77.49,978,A,19,W,516,9.61,72.37,6.95,7,THU,MAR,E,440,9.66,61.37,5.93,16,FRI,SEP
1060,6,180,FRE,87.706,552,B,19,E,322,11.17,70,7.82,9,SAT,SEP,E,383,12.26,75.84,9.3,17,THU,SEP
1061,6,180,FRE,87.706,553,A,19,E,280,9.52,65.57,6.24,11,SAT,JUN,W,323,10.08,71.46,7.2,16,SUN,JUN
1062,6,180,FRE,94.78,979,A,19,E,214,16.32,75.09,12.26,10,SAT,JUN,W,252,17.81,81.03,14.43,16,SAT,SEP
1063,9,182,MNO,0,950,A,19,S,97,13.46,62.58,8.42,11,SUN,APR,N,93,15.97,50.54,8.07,16,WED,JUL
1064,9,182,MNO,5.22,514,A,19,S,44,19.38,54.32,10.53,7,MON,SEP,N,38,13.88,65.52,9.09,15,THU,AUG
1065,9,182,MNO,12.651,979,B,19,N,39,17.18,58.21,10,10,SUN,JUL,N,40,16.67,61.54,10.26,14,THU,AUG
1066,6,184,KER,0,123,A,18,S,376,10.41,88.06,9.17,6,TUE,JAN,N,322,10.92,71.88,7.85,14,TUE,JUL
1067,6,184,KER,2.035,124,B,18,N,793,8.24,54.46,4.49,12,SUN,OCT,N,927,9.89,53,5.24,17,FRI,OCT
1068,6,184,KER,9.6,125,B,18,N,817,9.73,60.16,5.85,7,THU,OCT,N,774,9.9,56.05,5.55,17,THU,OCT
1069,11,186,IMP,2.07,943,B,19,S,636,9.87,75.62,7.46,8,WED,MAR,S,500,9.6,61.13,5.87,16,FRI,FEB
1070,11,188,SD,1.85,950,B,19,N,544,8.15,89.03,7.25,6,FRI,FEB,S,592,10.69,73.82,7.89,16,FRI,OCT
1071,6,190,TUL,0,28,A,17,E,206,8.75,56.28,4.93,6,TUE,JAN,W,234,10.52,53.18,5.6,16,TUE,MAR
1072,6,190,TUL,9.474,13,A,17,W,349,9.14,63,5.76,6,WED,OCT,E,380,10.21,61.39,6.27,16,WED,OCT
1073,6,190,TUL,9.474,3,B,17,E,248,9.29,61.24,5.69,6,WED,OCT,E,232,9.65,55.11,5.32,15,FRI,JUL
1074,6,190,TUL,15.212,14,B,17,W,544,7.62,67.41,5.13,6,WED,OCT,E,615,9.15,63.47,5.8,16,TUE,APR
1075,6,190,TUL,16.452,126,B,17,E,947,8.53,51.11,4.36,7,WED,APR,W,1067,7.06,69.65,4.91,16,MON,OCT
1076,6,190,TUL,16.967,16,B,17,E,891,8.85,54.83,4.85,7,MON,OCT,W,904,9.25,53.18,4.92,15,FRI,OCT
1077,6,190,TUL,16.967,17,A,17,E,533,8.65,53.73,4.65,7,TUE,OCT,E,671,8.51,68.75,5.85,17,FRI,APR
1078,6,190,TUL,22.55,628,A,17,W,406,8.78,74.91,6.57,7,WED,APR,E,431,10.62,65.7,6.98,13,SUN,APR
1079,9,190,INY,24.55,515,B,19,E,34,16.39,69.39,11.37,11,SAT,DEC,W,39,22.41,58.21,13.04,13,FRI,APR
1080,9,190,INY,24.55,918,A,19,E,64,18.71,52.46,9.82,10,FRI,AUG,W,74,11.66,97.37,11.35,17,THU,MAY
1081,9,190,INY,99.77,901,A,19,E,112,15.98,60.54,9.67,11,MON,DEC,E,153,21.76,60.71,13.21,13,THU,NOV
1082,9,190,INY,99.77,900,B,19,E,121,15.49,58.17,9.01,11,MON,DEC,E,173,21.45,60.07,12.88,14,SAT,FEB
1083,9,190,INY,140.692,926,B,19,W,145,14.5,74.36,10.78,12,MON,DEC,E,153,13.16,86.44,11.38,17,FRI,DEC
1084,3,191,BUT,0,881,A,19,N,513,12,88.75,10.65,6,TUE,APR,S,498,13.73,75.34,10.34,17,WED,MAY
1085,5,192,SB,0.019,102,A,18,E,1215,10.95,93.82,10.28,8,THU,SEP,E,1238,11.08,94.5,10.47,16,FRI,SEP
1086,3,193,PLA,3,894,B,18,W,715,10.17,64.82,6.59,7,THU,SEP,E,727,11.22,59.74,6.7,17,WED,SEP
1087,3,193,PLA,3,896,A,18,W,404,8.5,60.39,5.13,7,MON,SEP,E,511,10.74,60.47,6.49,17,FRI,SEP
1088,5,198,MON,0.111,152,A,18,E,214,11.28,81.37,9.18,6,SAT,OCT,W,171,11.75,62.41,7.33,13,TUE,OCT
1089,5,198,MON,13.995,154,B,18,W,64,12.22,59.26,7.24,11,SAT,JUL,E,67,12.1,62.62,7.58,16,SAT,JUL
1090,6,198,FRE,21.19,128,B,17,E,70,6.89,98.59,6.8,3,SAT,SEP,W,96,13.59,68.57,9.32,15,FRI,SEP
1091,6,198,FRE,22.66,43,A,17,W,92,8.33,57.86,4.82,7,THU,JUN,E,113,7.7,76.87,5.92,22,THU,JUN
1092,6,198,FRE,26.782,403,A,17,E,196,7.49,63.23,4.73,12,THU,MAR,E,310,10.77,69.51,7.49,16,TUE,MAR
1093,6,198,KIN,3.011,130,B,17,W,262,7.45,70.05,5.22,7,MON,OCT,E,334,9.56,69.58,6.65,16,THU,OCT
1094,6,198,KIN,3.011,131,A,19,W,1063,8.84,83.11,7.35,7,WED,MAR,E,1217,10.99,76.54,8.41,15,THU,MAR
1095,6,198,KIN,8.897,36,B,17,W,1398,8.49,83.02,7.05,6,WED,APR,E,1523,10.42,73.75,7.68,16,THU,APR
1096,6,198,KIN,8.897,441,A,19,W,1415,7.56,78.66,5.95,6,THU,AUG,E,1657,9.75,71.48,6.97,16,THU,AUG
1097,6,198,KIN,10.561,629,B,19,W,1484,8.61,62.86,5.41,7,THU,NOV,E,1642,9.24,64.8,5.99,16,THU,SEP
1098,6,198,KIN,15.745,232,B,19,W,1670,7.14,55.21,3.94,7,TUE,DEC,E,2173,9.51,53.93,5.13,16,FRI,MAR
1099,6,198,KIN,16.91,198,B,19,W,1666,7.45,53.86,4.01,7,THU,AUG,E,2023,9.43,51.7,4.87,16,FRI,MAR
1100,6,198,KIN,20.975,427,A,19,W,1663,9.09,56.99,5.18,7,WED,AUG,E,1640,9.39,54.38,5.11,18,THU,NOV
1101,6,198,KIN,20.98,39,B,17,W,1349,8.82,57.28,5.05,7,TUE,OCT,E,1377,9.34,55.21,5.16,16,THU,APR
1102,6,198,TUL,3.711,199,A,19,E,2954,9.34,51.48,4.81,7,THU,NOV,E,3202,9.4,55.43,5.21,17,FRI,NOV
1103,6,198,TUL,3.711,29,B,19,W,1694,9.55,55.78,5.33,7,THU,AUG,E,1692,9.07,58.65,5.32,16,WED,SEP
1104,6,198,TUL,4.796,610,A,19,W,3275,9.17,54.62,5.01,7,WED,OCT,E,3530,9.19,58.78,5.4,16,TUE,DEC
1105,6,198,TUL,7.76,668,B,19,W,3626,9.44,54.51,5.15,7,WED,SEP,E,3747,9.47,56.19,5.32,16,FRI,OCT
1106,6,198,TUL,8.753,133,B,19,W,3603,9.17,53.33,4.89,7,WED,APR,E,3765,9.47,53.97,5.11,17,TUE,MAY
1107,6,198,TUL,18.761,134,B,18,W,1171,9.13,55.24,5.04,7,WED,JAN,E,1134,8.78,55.64,4.88,16,FRI,MAR
1108,6,198,TUL,19.762,18,A,17,E,523,10.66,64.25,6.85,10,SAT,JUL,E,458,11.04,54.33,6,13,SUN,JUL
1109,6,198,TUL,27.96,630,A,19,E,478,13.51,70.61,9.54,11,SAT,JUL,W,459,12.16,75.37,9.16,18,SUN,JUL
1110,6,198,TUL,27.96,408,B,17,E,458,12.99,69.71,9.06,11,SAT,JUL,W,426,11.06,76.21,8.43,18,SUN,JUL
1111,6,198,TUL,42.35,135,A,17,E,338,17.63,81.06,14.29,10,SAT,JUL,W,286,14.84,81.48,12.09,17,SUN,JUL
1112,1,199,DN,4.404,731,A,19,N,421,14.77,54.11,7.99,12,SUN,AUG,N,428,15.14,53.7,8.13,16,SUN,JUL
1113,1,200,HUM,0,791,A,19,E,116,8.29,53.7,4.45,12,SAT,OCT,W,153,10.44,56.25,5.87,17,FRI,JUN
1114,6,201,FRE,0,136,A,17,W,575,7.63,55.5,4.23,11,SAT,MAY,W,612,8.38,53.78,4.5,15,THU,MAY
1115,6,201,TUL,1.4,654,A,17,W,351,9.25,56.89,5.26,6,TUE,MAR,E,434,11.18,58.18,6.5,16,THU,NOV
1116,6,201,TUL,13.97,27,B,17,W,92,10.65,77.31,8.24,5,SAT,JUN,E,91,11.28,72.22,8.15,15,WED,JUN
1117,6,201,TUL,13.98,26,A,17,E,274,8.71,63.43,5.52,5,MON,SEP,E,318,10.16,63.1,6.41,17,WED,DEC
1118,6,201,TUL,23.957,137,B,17,W,88,8.87,74.58,6.61,6,TUE,APR,E,92,11.35,60.93,6.91,16,TUE,OCT
1119,9,202,KER,2.16,922,A,17,W,567,7.67,73.35,5.62,5,WED,JUN,E,621,11.57,53.21,6.16,15,FRI,SEP
1120,9,202,KER,5.5,968,A,17,W,527,7.57,72.49,5.49,5,THU,JUN,W,622,8.85,73.18,6.47,17,WED,MAR
1121,9,202,KER,8.87,606,B,19,W,698,7.76,60.07,4.66,12,MON,APR,W,842,9.17,61.37,5.63,16,THU,OCT
1122,9,202,KER,12.008,932,B,17,E,789,7.88,75.21,5.93,6,FRI,MAR,W,888,10.21,65.39,6.67,16,THU,MAR
1123,9,203,MNO,4.47,959,B,19,W,627,15.32,85.08,13.03,11,SAT,JUN,W,670,16.31,85.35,13.92,16,FRI,JAN
1124,9,203,MNO,4.782,107,A,19,E,750,9.68,70.42,6.82,11,MON,MAY,E,854,12.79,60.7,7.76,15,THU,JAN
1125,9,203,MNO,5.75,103,B,19,E,887,10.05,60.55,6.08,11,SUN,JUL,W,918,11.93,52.76,6.3,16,THU,AUG
1126,9,203,MNO,6.866,108,B,19,E,692,11.48,73.77,8.47,9,SUN,FEB,E,605,10.34,71.6,7.41,13,SUN,JAN
1127,9,203,MNO,8.56,921,B,19,E,846,11.15,78.92,8.8,9,SUN,MAR,W,756,14.01,56.13,7.86,15,FRI,JUL
1128,6,204,KER,2.069,139,A,18,N,1360,6.71,63.7,4.28,7,TUE,SEP,S,1431,9,50.02,4.5,16,FRI,DEC
1129,6,204,KER,6.258,204,B,18,S,2304,9.31,58.39,5.44,7,THU,SEP,N,2190,8.99,57.48,5.17,17,TUE,SEP
1130,6,204,KER,6.752,141,B,18,S,2074,10.2,67.19,6.85,7,THU,SEP,S,1641,9.4,57.68,5.42,15,TUE,SEP
1131,10,205,SJ,0,76,A,19,E,4850,7.35,50.24,3.69,12,SAT,MAR,E,5134,5.87,66.65,3.91,17,THU,APR
1132,7,210,LA,30.45,760,A,19,E,9330,6.82,53.52,3.65,10,SAT,MAR,E,9011,6.52,54.13,3.53,16,SAT,NOV
1133,7,210,LA,46.207,128,O,19,W,7196,6.32,59.63,3.77,7,TUE,APR,W,6632,6.6,52.66,3.47,14,SAT,JUN
1134,7,210,LA,51.849,495,B,19,W,6266,5.93,62.58,3.71,7,WED,JUN,E,6217,6.45,57.07,3.68,16,MON,MAR
1135,8,210,SBD,0,200,A,17,W,7078,6.38,62.1,3.96,7,FRI,FEB,E,6755,6.48,58.36,3.78,15,WED,DEC
1136,8,210,SBD,1.497,201,A,19,W,6772,6.28,59.18,3.72,7,FRI,DEC,E,6515,6.54,54.7,3.58,13,SAT,MAY
1137,8,210,SBD,11.498,204,A,19,W,6954,6.22,61.66,3.84,6,WED,SEP,E,7501,7.04,58.82,4.14,19,FRI,JAN
1138,8,210,SBD,11.498,202,B,19,E,6580,6.48,54.42,3.52,12,FRI,APR,E,6993,7.02,53.31,3.74,15,FRI,DEC
1139,8,210,SBD,23.136,306,B,19,W,4652,6.61,54.43,3.6,7,THU,FEB,E,5925,7.93,57.79,4.58,15,THU,FEB
1140,8,210,SBD,23.588,210,B,19,W,6629,6.75,60.74,4.1,7,THU,SEP,W,5944,6.82,53.9,3.67,15,FRI,FEB
1141,8,210,SBD,31.7,757,A,17,E,3793,7.17,53.81,3.86,7,FRI,APR,E,3547,7.18,50.27,3.61,17,TUE,OCT
1142,1,211,HUM,77.05,148,A,19,S,393,13.41,51.31,6.88,12,SAT,NOV,N,435,14.32,53.18,7.62,13,SAT,NOV
1143,8,215,RIV,9.507,902,A,19,S,4629,6.18,62.21,3.84,7,WED,MAY,N,4622,6.72,57.13,3.84,16,MON,AUG
1144,8,215,RIV,15.515,603,B,18,S,5044,6.89,60.27,4.15,7,WED,SEP,N,4960,7.12,57.29,4.08,17,THU,JUL
1145,8,215,RIV,26.308,827,A,19,N,4529,6.85,63.53,4.35,6,TUE,NOV,S,4079,6.9,56.8,3.92,16,TUE,MAR
1146,8,215,RIV,30.933,214,A,19,N,5142,6.13,59.23,3.63,5,TUE,APR,S,5080,6.18,58.09,3.59,18,MON,JAN
1147,8,215,RIV,38.339,803,A,18,N,8315,6.2,56.39,3.5,12,SAT,AUG,N,9015,6.2,61.14,3.79,17,THU,MAR
1148,8,215,RIV,42.163,230,A,19,N,8493,5.94,56.33,3.34,8,MON,DEC,N,8205,6.45,50.06,3.23,15,SAT,MAY
1149,8,215,RIV,43.9,232,B,19,N,9927,6.82,75.39,5.14,7,MON,MAR,N,9499,6.48,75.99,4.92,17,TUE,MAY
1150,8,215,SBD,4.052,868,B,19,S,7765,6.78,57.19,3.88,7,THU,NOV,S,7301,6.85,53.24,3.65,16,THU,APR
1151,8,215,SBD,4.052,828,A,19,N,7511,7.08,50.46,3.57,7,THU,JAN,N,9034,7.57,56.78,4.3,16,FRI,MAR
1152,8,215,SBD,14.104,606,A,18,S,3168,6.84,65.6,4.48,7,THU,OCT,N,3128,7.61,58.22,4.43,16,WED,FEB
1153,6,216,TUL,0.488,142,A,17,W,697,9.21,54.88,5.05,7,TUE,APR,E,828,9.95,60.31,6,17,TUE,OCT
1154,6,216,TUL,2.46,171,A,19,W,336,12.34,64.49,7.96,12,SUN,DEC,W,225,9.78,54.48,5.33,16,THU,OCT
1155,6,216,TUL,11.732,831,B,17,W,229,9.33,61.73,5.76,7,THU,OCT,E,221,9.66,57.55,5.56,16,THU,OCT
1156,6,216,TUL,14.006,144,A,17,W,265,10.02,57.48,5.76,7,TUE,JAN,E,280,11.52,52.83,6.09,16,THU,APR
1157,6,216,TUL,14.006,143,B,17,W,301,9.51,59.72,5.68,7,THU,APR,E,301,9.76,58.22,5.68,16,THU,APR
1158,6,216,TUL,19.245,145,B,17,E,64,8.2,63.37,5.19,7,THU,JUL,E,80,10.63,61.07,6.49,17,WED,APR
1159,5,217,SB,0.464,126,A,18,W,1020,10.06,82.52,8.3,8,MON,FEB,E,1053,12.39,69.19,8.57,17,TUE,FEB
1160,5,218,MON,0,269,A,19,E,1060,12.03,54.05,6.5,12,THU,NOV,W,1179,12.1,59.73,7.23,17,FRI,NOV
1161,3,220,SAC,3.114,922,B,17,E,97,22.37,59.15,13.23,12,SAT,JUL,W,60,14.6,56.08,8.19,15,FRI,JUL
1162,1,222,MEN,0.96,733,A,18,W,366,7.75,62.78,4.87,7,THU,NOV,W,432,10.95,52.49,5.75,16,WED,FEB
1163,6,223,KER,1.85,161,A,18,W,108,9.19,80.6,7.41,5,WED,JUN,E,122,11.73,71.35,8.37,16,FRI,DEC
1164,6,223,KER,10.509,401,B,18,W,371,10.73,82.26,8.83,5,MON,JUN,E,365,11.97,72.57,8.69,16,WED,DEC
1165,6,223,KER,10.536,223,A,18,E,371,9.39,53.69,5.04,7,FRI,SEP,E,448,10.61,57.36,6.08,16,MON,SEP
1166,6,223,KER,10.94,146,A,18,E,396,10.14,55.46,5.62,7,WED,SEP,E,390,10,55.4,5.54,16,TUE,SEP
1167,6,223,KER,16.014,225,A,18,W,396,6.13,71.61,4.39,5,TUE,SEP,E,470,9.08,57.39,5.21,16,MON,SEP
1168,6,223,KER,16.014,224,B,18,E,391,8.37,62.36,5.22,12,MON,JUN,W,383,9.74,52.54,5.12,16,FRI,SEP
1169,6,223,KER,20.911,147,B,18,E,411,7.41,54.08,4.01,11,TUE,MAR,E,518,9.61,52.54,5.05,17,FRI,SEP
1170,5,227,SLO,7.12,148,A,19,N,1228,10.94,76.99,8.42,7,TUE,FEB,S,1344,11.46,80.43,9.22,16,FRI,JAN
1171,4,237,SCL,6.866,495,B,19,W,5252,7.42,59.87,4.44,7,WED,APR,E,4962,6.83,61.49,4.2,14,THU,OCT
1172,4,237,SCL,9.335,216,B,19,E,4875,4.54,88.83,4.04,5,TUE,JUL,W,6730,8.41,66.23,5.57,17,WED,JUL
1173,4,238,ALA,0,146,A,18,S,2078,11.4,70.39,8.03,8,WED,JUL,S,1525,7.53,78.25,5.89,15,WED,APR
1174,12,241,ORA,14.601,934,A,17,N,731,13.23,71.67,9.48,7,MON,MAY,S,644,11.79,70.85,8.35,17,TUE,NOV
1175,12,241,ORA,20.077,921,A,17,S,2616,61.41,60.94,37.42,8,THU,OCT,S,2274,39.71,81.92,32.53,16,WED,OCT
1176,12,241,ORA,27.378,922,B,17,S,3398,12.94,60.68,7.85,7,MON,SEP,S,3313,11.28,67.88,7.66,17,WED,MAY
1177,6,245,TUL,7.066,88,A,17,N,276,7.71,59.36,4.58,7,FRI,APR,N,338,9.99,56.15,5.61,15,FRI,OCT
1178,6,245,TUL,7.066,406,B,17,N,252,9.2,52.94,4.87,12,SAT,OCT,N,276,9.53,55.98,5.33,16,THU,APR
1179,6,245,TUL,11.999,407,B,17,S,75,10.72,66.96,7.18,11,SUN,JUL,S,64,9.38,65.31,6.12,17,SAT,OCT
1180,6,245,TUL,11.999,89,A,17,N,49,10.71,74.24,7.95,12,SAT,OCT,N,55,12.5,71.43,8.93,18,SAT,JUL
1181,5,246,SB,9.55,203,B,17,W,508,7.31,59,4.31,12,SAT,MAY,W,687,9.68,60.21,5.83,16,FRI,MAY
1182,5,246,SB,26.066,209,A,17,E,1045,7.29,57.54,4.2,8,FRI,MAY,W,1213,6.78,71.86,4.87,16,THU,AUG
1183,8,247,SBD,45.112,990,A,19,S,148,9.2,59.2,5.45,8,MON,MAR,N,186,13.14,52.1,6.84,15,MON,APR
1184,8,247,SBD,78.096,247,B,19,S,1666,10.59,65.75,6.96,12,TUE,MAY,S,2086,11.85,73.55,8.72,15,WED,MAY
1185,1,253,MEN,17.18,762,B,17,E,178,9.09,63.12,5.74,11,SAT,SEP,W,216,9.84,70.82,6.97,17,SUN,SEP
1186,1,254,HUM,16.84,129,B,19,S,81,24.4,52.94,12.92,11,FRI,JUL,S,86,25.2,54.43,13.72,14,SUN,AUG
1187,1,255,HUM,2,515,O,19,S,502,8.87,74.04,6.57,7,WED,JAN,S,582,11.35,67.05,7.61,16,MON,OCT
1188,1,255,HUM,8.75,805,A,19,S,823,8.32,61.6,5.12,8,TUE,OCT,S,995,10.85,57.09,6.2,17,MON,OCT
1189,2,265,SIS,20.328,185,B,17,S,90,10.09,52.02,5.25,12,THU,SEP,N,101,10.73,54.89,5.89,14,FRI,AUG
1190,9,266,MNO,0,977,A,19,N,33,18.9,60,11.34,12,TUE,JUL,N,37,16.5,77.08,12.71,15,WED,AUG
1191,9,266,MNO,4.3,985,A,19,N,18,13.33,81.82,10.91,9,SAT,DEC,N,19,19.39,59.38,11.52,13,FRI,AUG
1192,3,267,NEV,1.419,928,B,19,E,874,7.99,76.4,6.1,8,SAT,JAN,W,1039,11.31,64.14,7.25,16,TUE,JUL
1193,3,267,NEV,1.419,929,A,19,W,1001,8.95,71.3,6.38,12,SUN,FEB,W,1042,11.29,58.84,6.64,16,FRI,JAN
1194,3,267,PLA,3.76,930,B,19,W,857,10.68,62.74,6.7,12,SAT,AUG,E,974,11.05,68.93,7.61,15,SUN,JAN
1195,3,267,PLA,6.23,931,B,18,W,759,12.65,56.52,7.15,10,SAT,JUL,W,803,10.62,71.19,7.56,16,SAT,JAN
1196,3,267,PLA,9.898,935,B,19,W,656,10.65,60.85,6.48,10,FRI,DEC,W,677,10.02,66.77,6.69,15,FRI,AUG
1197,6,269,KIN,0,930,A,17,S,207,12.18,83.81,10.21,5,FRI,SEP,S,113,9.47,58.85,5.57,17,MON,SEP
1198,6,269,FRE,12.747,306,B,17,N,390,11.38,75.44,8.58,5,WED,JUN,S,339,10.96,68.07,7.46,16,TUE,SEP
1199,6,269,FRE,24.764,940,B,17,S,217,11.86,70,8.3,5,THU,JUN,N,216,11.66,70.82,8.26,15,THU,JUN
1200,9,270,MNO,0,978,A,19,E,68,32.07,73.12,23.45,10,WED,JUL,W,63,34.14,63.64,21.72,13,SUN,JUN
1201,1,271,MEN,6.28,198,B,17,S,38,13.95,53.52,7.47,11,MON,JUL,S,38,13.56,55.07,7.47,13,WED,APR
1202,1,271,MEN,7.29,196,B,18,N,80,21.31,52.29,11.14,12,FRI,JUL,N,76,19.64,53.9,10.59,14,SUN,JUL
1203,2,273,SHA,3.812,155,A,18,S,385,7.83,57.64,4.51,11,FRI,NOV,S,460,8.45,63.8,5.39,14,TUE,FEB
1204,2,273,SHA,17.385,204,B,19,S,851,9.32,56.21,5.24,7,TUE,NOV,N,954,9.43,62.31,5.88,17,MON,MAY
1205,2,273,SHA,18.92,315,B,18,N,632,8.71,55.1,4.8,11,THU,FEB,N,697,9.31,56.85,5.29,15,THU,FEB
1206,2,273,SHA,20.033,157,B,18,S,470,10.49,66.76,7,8,THU,NOV,N,481,10.58,67.75,7.17,17,WED,FEB
1207,4,280,SM,5.6,904,B,18,S,7473,10.44,60.14,6.28,7,WED,AUG,N,7227,10.65,56.97,6.07,16,TUE,OCT
1208,4,280,SF,0,112,A,17,N,6420,7.49,60.81,4.55,7,THU,OCT,S,6544,8.68,53.51,4.64,15,FRI,OCT
1209,11,282,SD,0,894,A,19,W,2028,8.94,72.17,6.45,7,MON,DEC,E,2057,9.33,70.16,6.54,14,TUE,JUL
1210,1,283,HUM,0.13,283,O,19,N,99,9.72,52.38,5.09,12,WED,SEP,N,123,10.24,61.81,6.33,15,FRI,NOV
1211,2,284,PLU,0,186,A,19,S,82,23.29,51.25,11.94,12,SUN,AUG,S,87,20.82,60.84,12.66,14,SUN,AUG
1212,1,299,HUM,0,192,A,19,W,660,9.62,51.56,4.96,8,TUE,APR,W,747,10.35,54.25,5.62,16,THU,OCT
