,DI,RTE,CO,PM,CS,LEG,YR,AM_DIR,AM_WAY_PHV,AM_K_FACTOR_AMT,AM_D_FACTOR_AMT,AM_KD_FACTOR,AM_HOUR,AM_DAY,AM_MONTH,PM_DIR,PM_WAY_PHV,PM_K_FACTOR_AMT,PM_D_FACTOR_AMT,PM_KD_FACTOR,PM_HOUR,PM_DAY,PM_MONTH
827,1,101,HUM,74.95,149,B,19,N,1500,7.44,68.15,5.07,7,TUE,MAY,S,1582,9.11,58.66,5.34,17,WED,SEP
828,1,101,HUM,79.06,987,B,19,N,1692,8.49,51.4,4.36,12,WED,DEC,N,2195,8.77,64.52,5.66,17,MON,MAR
829,1,101,HUM,82.4,107,O,19,S,2012,9.6,56.77,5.45,7,TUE,MAR,N,2301,10.82,57.63,6.23,16,TUE,MAY
830,1,101,HUM,85.03,803,B,19,S,1761,9.07,51.13,4.64,8,TUE,SEP,N,2264,9.95,59.91,5.96,17,TUE,NOV
831,1,101,HUM,87.48,106,A,19,S,2275,8.57,60.28,5.16,8,THU,MAR,N,2509,10.04,56.75,5.7,17,TUE,MAR
832,1,101,HUM,97.02,104,A,19,N,619,9.29,60.81,5.65,10,SUN,SEP,N,676,11.17,55.23,6.17,15,FRI,AUG
833,1,101,HUM,107.67,804,A,19,N,366,12.25,62.14,7.61,11,SAT,JUL,S,388,13.08,61.69,8.07,15,SUN,JUL
834,1,101,HUM,125.73,133,O,19,S,508,12.81,98.07,12.56,2,SAT,OCT,S,571,14.39,98.11,14.12,0,FRI,OCT
835,1,101,DN,0.51,134,O,18,N,252,12.24,54.55,6.68,11,WED,JUN,N,320,14.6,58.08,8.48,14,MON,JUN
836,1,101,DN,23.77,806,A,19,S,308,11.98,59.57,7.14,11,MON,SEP,N,320,12.33,60.15,7.42,16,THU,AUG
837,1,101,DN,28.41,930,B,19,N,588,10.12,53.46,5.41,12,SUN,JUL,N,620,10.72,53.22,5.7,15,FRI,AUG
838,1,101,DN,45.89,807,B,19,N,488,9.17,60.55,5.55,10,SAT,JUL,N,543,11.9,51.91,6.18,13,SAT,JUL
839,3,104,SAC,3.87,704,A,17,E,182,8.17,66.42,5.43,7,THU,OCT,E,222,10.77,61.5,6.62,15,FRI,OCT
840,3,104,SAC,12.183,708,A,17,E,130,8.89,79.27,7.05,5,FRI,JUL,W,174,12.53,75.33,9.44,14,FRI,OCT
841,10,104,AMA,8.201,269,B,18,E,274,8.53,62.13,5.3,7,TUE,SEP,E,294,11.16,50.95,5.69,15,THU,SEP
842,10,108,STA,36.151,72,B,17,W,834,7.7,62.85,4.84,7,WED,OCT,E,897,9.2,56.59,5.2,17,TUE,OCT
843,9,108,MNO,15.149,951,B,19,W,98,17.24,80.99,13.96,6,TUE,JUN,E,93,16.38,80.87,13.25,14,TUE,AUG
844,7,110,LA,29.5,360,B,19,S,3686,7.57,60.59,4.59,7,WED,APR,N,3460,7.89,54.62,4.31,17,WED,MAY
845,11,111,IMP,1.183,701,A,19,S,1227,6.6,58.76,3.88,10,SAT,MAR,S,1499,7.96,59.58,4.74,15,FRI,MAR
846,11,111,IMP,9.503,870,A,19,N,1220,8.42,63.28,5.33,7,TUE,SEP,S,1182,8.14,63.45,5.16,16,FRI,OCT
847,11,111,IMP,9.503,869,B,19,N,1178,7.69,63.92,4.92,7,TUE,SEP,S,1216,8.37,60.59,5.07,16,FRI,NOV
848,11,111,IMP,12.874,672,A,19,N,5057,33.86,94.61,32.04,5,THU,SEP,N,8856,61.7,90.94,56.11,19,WED,SEP
849,11,111,IMP,17.385,673,A,19,S,651,6.59,64.71,4.27,12,SAT,NOV,S,842,8.51,64.87,5.52,16,THU,NOV
850,11,111,IMP,65.394,710,B,19,N,118,11.37,57.56,6.54,12,MON,FEB,N,196,14.92,72.86,10.87,15,SUN,FEB
851,8,111,RIV,18.511,723,A,17,S,410,8.34,70.33,5.86,5,TUE,NOV,N,385,9.86,55.8,5.5,15,THU,JAN
852,8,111,RIV,63.378,894,B,19,N,1152,10.75,71.51,7.68,12,SUN,JUL,N,1579,13.27,79.35,10.53,18,SAT,NOV
853,4,113,SOL,0,347,A,19,N,327,13.15,69.87,9.19,6,MON,MAR,S,372,16.77,62.31,10.45,17,FRI,MAR
854,4,113,SOL,19.96,349,B,19,S,637,8.11,60.44,4.9,12,SAT,MAR,S,854,10.52,62.47,6.57,17,FRI,MAR
855,4,113,SOL,21.24,350,B,19,N,850,7.89,64.54,5.09,8,WED,SEP,S,831,8.97,55.51,4.98,15,FRI,DEC
856,3,113,YOL,1.082,715,B,19,S,2639,9.22,65.39,6.03,8,TUE,OCT,N,3245,9.51,77.93,7.41,16,THU,JUL
857,3,113,YOL,4.105,716,A,19,S,1899,10.55,67.53,7.13,7,TUE,JAN,N,2131,11.96,66.84,8,16,THU,JUN
858,3,113,YOL,10.218,717,B,17,S,1034,8.59,58.32,5.01,8,TUE,OCT,N,1358,10.46,62.9,6.58,17,FRI,SEP
859,3,113,YOL,22.076,722,O,17,S,513,9.85,77.14,7.6,5,MON,AUG,N,653,13.35,72.48,9.67,15,FRI,AUG
860,3,113,SUT,0,722,O,17,S,513,9.85,77.14,7.6,5,MON,AUG,N,653,13.35,72.48,9.67,15,FRI,AUG
861,3,113,SUT,14.285,724,A,17,S,316,9.45,88.76,8.39,5,THU,MAY,N,363,12.77,75.47,9.63,16,FRI,MAY
862,3,113,SUT,16.461,725,B,19,S,374,10.55,87.18,9.2,5,MON,APR,N,341,9.81,85.46,8.38,17,WED,JUL
863,11,115,IMP,10.901,880,B,19,N,374,9.21,60.23,5.55,7,TUE,NOV,S,372,10.41,52.99,5.52,16,FRI,MAR
864,11,115,IMP,21.17,976,B,19,S,117,8.42,57.35,4.83,12,FRI,NOV,S,158,10.07,64.75,6.52,15,FRI,OCT
865,11,115,IMP,34.964,882,A,19,S,258,10.14,64.02,6.49,7,THU,NOV,N,312,11.82,66.38,7.85,15,THU,NOV
866,4,116,SON,0,14,A,17,E,206,15.63,51.76,8.09,12,SUN,SEP,W,227,17.51,50.9,8.91,13,SUN,SEP
867,7,118,VEN,27.811,782,O,17,E,6078,8.22,56.4,4.63,7,WED,SEP,E,6266,8.31,57.49,4.78,17,THU,MAY
868,7,118,LA,1.19,444,O,19,E,6751,8.85,57.44,5.08,7,TUE,APR,W,6274,8.86,53.3,4.72,17,TUE,FEB
869,7,118,LA,5.195,480,A,19,W,9107,8.47,51.87,4.4,7,THU,OCT,E,8158,7.28,54.06,3.94,15,TUE,NOV
870,7,118,LA,9.1,767,A,19,W,11211,7.87,55.16,4.34,7,WED,MAY,W,12229,8.15,58.1,4.74,16,FRI,OCT
871,7,118,LA,10.8,422,O,19,W,11423,7.75,56.47,4.37,7,THU,MAR,W,12600,9.05,53.3,4.82,22,THU,MAY
872,6,119,KER,0,93,A,18,W,420,10.28,85.37,8.78,5,WED,JUL,E,361,11.06,68.24,7.55,15,FRI,OCT
873,6,119,KER,3.17,189,A,18,W,637,8.71,65.87,5.73,7,MON,APR,E,785,9.81,72.08,7.07,15,FRI,OCT
874,6,119,KER,18.173,64,B,19,W,819,10.37,69.88,7.25,6,MON,MAR,E,856,11.56,65.54,7.58,16,TUE,DEC
875,6,119,KER,19.773,7,A,18,W,491,8.91,81.56,7.27,5,WED,JUL,E,514,9,84.54,7.61,15,WED,OCT
876,6,119,KER,19.773,6,B,18,W,392,8.06,81.5,6.57,5,MON,JUL,E,451,10.25,73.69,7.55,15,WED,OCT
877,6,119,KER,31.283,94,B,18,W,537,6.15,68.94,4.24,5,FRI,JUL,W,632,9.18,54.3,4.99,17,FRI,OCT
878,10,120,SJ,0.493,120,A,19,W,3668,6.13,59.4,3.64,7,THU,AUG,E,3682,6.39,57.17,3.65,14,WED,APR
879,10,120,SJ,6.872,322,B,19,E,2716,6.31,55.97,3.53,11,SAT,OCT,E,2708,6.46,54.51,3.52,13,FRI,OCT
880,10,120,TUO,5.982,420,A,18,E,790,8.85,71.04,6.29,12,SAT,FEB,W,891,11.72,60.53,7.09,14,SUN,JUN
881,9,120,MNO,12.056,948,B,19,W,314,26.92,79.9,21.51,8,SAT,JUL,E,266,24.52,74.3,18.22,18,THU,AUG
882,9,120,MNO,51.86,311,A,19,E,27,24.56,64.29,15.79,12,FRI,OCT,E,26,25.15,60.47,15.2,15,SAT,OCT
883,9,120,MNO,51.86,100,B,19,W,31,15.24,75.61,11.52,12,SUN,JUL,W,31,19.33,59.62,11.52,16,THU,AUG
884,4,121,SON,7.438,16,B,17,S,1264,8.41,69.11,5.81,6,MON,JUN,N,1043,9.1,52.7,4.79,14,FRI,SEP
885,11,125,SD,2.447,130,B,19,S,943,11.4,72.32,8.24,7,TUE,AUG,N,836,10.5,69.61,7.31,16,WED,MAR
886,11,125,SD,3.061,131,B,19,S,1256,12.29,61.51,7.56,7,WED,NOV,N,961,10.22,56.63,5.78,15,TUE,SEP
887,11,125,SD,9.898,746,B,19,S,4930,8.3,50.74,4.21,7,TUE,JAN,S,5642,8.35,57.68,4.82,16,FRI,MAY
888,11,125,SD,12.967,991,A,19,N,6742,7.17,52.15,3.74,7,FRI,MAY,S,6535,7.11,50.99,3.63,15,MON,MAY
889,11,125,SD,18.422,745,A,19,N,4815,8.71,66.3,5.78,7,TUE,OCT,S,4394,9.66,54.56,5.27,17,TUE,SEP
890,11,125,SD,22.172,749,B,19,N,3051,7.59,58.7,4.46,7,MON,MAY,S,3548,8.86,58.49,5.18,17,FRI,MAY
891,11,125,SD,22.301,748,B,19,S,1803,9.42,58.83,5.54,7,THU,SEP,S,1835,8.38,67.32,5.64,17,FRI,MAY
892,7,126,VEN,13.53,159,O,17,W,1704,7.69,63.56,4.88,7,WED,NOV,E,1976,9.24,61.29,5.66,17,THU,FEB
893,7,126,VEN,30.8,907,O,19,W,1348,8.18,65,5.32,11,THU,JUL,E,1547,11.67,52.28,6.1,16,FRI,NOV
894,7,126,LA,3.564,462,A,17,W,1473,9.09,60.74,5.52,12,SAT,JUL,E,1555,9.7,60.09,5.83,16,FRI,APR
895,9,127,INY,14.749,923,B,19,N,87,13.91,57.24,7.96,12,SAT,FEB,N,108,16.47,60,9.88,13,FRI,MAR
896,9,127,INY,14.749,935,A,19,N,99,18.33,55.62,10.2,12,WED,OCT,S,99,14.73,69.23,10.2,18,THU,OCT
897,9,127,INY,16.43,965,B,19,N,48,14.54,64,9.3,11,THU,MAY,S,55,13.37,79.71,10.66,18,SAT,DEC
898,9,127,INY,16.43,956,A,19,N,34,14.44,62.96,9.09,12,FRI,MAY,N,37,15.24,64.91,9.89,13,SAT,MAY
899,9,127,INY,41.99,647,B,19,S,34,13.26,73.91,9.8,11,THU,NOV,S,33,11.53,82.5,9.51,16,SAT,NOV
900,9,127,INY,42.149,517,B,19,N,134,10.56,77.46,8.18,10,FRI,SEP,S,141,11.71,73.44,8.6,15,WED,APR
901,9,127,INY,42.149,925,A,19,S,63,11.86,58.88,6.98,12,THU,AUG,N,73,9.87,82.02,8.09,17,MON,DEC
902,9,127,INY,49.42,998,B,19,S,61,10.76,64.89,6.98,12,FRI,JUN,N,67,12.59,60.91,7.67,16,WED,SEP
903,1,128,MEN,23.71,120,O,19,E,332,11.33,75.11,8.51,10,SUN,JUL,E,301,11.27,68.41,7.71,13,SUN,SEP
904,1,128,MEN,29.82,166,O,17,E,228,15.38,72.84,11.2,11,SUN,JUN,E,281,19.17,72.05,13.81,14,SUN,SEP
905,4,128,SON,4.971,97,A,17,E,185,8.86,63.36,5.61,10,SUN,SEP,W,237,10.26,70.12,7.19,15,MON,MAR
906,3,128,YOL,4.637,731,A,17,W,203,13.47,66.56,8.97,11,SAT,MAY,E,241,15.46,68.86,10.64,16,SAT,MAY
907,3,128,YOL,4.637,730,B,17,W,196,15.24,70,10.67,11,SAT,AUG,E,266,19.92,72.68,14.48,15,FRI,AUG
908,3,128,YOL,8.545,735,B,19,W,590,8.55,67.74,5.79,12,THU,JUL,W,1249,16.11,76.11,12.26,16,SAT,AUG
909,12,133,ORA,10.206,920,A,18,S,9291,15.07,88.13,13.28,7,WED,FEB,N,4443,10.41,61.03,6.35,17,THU,APR
910,12,133,ORA,13.644,942,B,18,S,4987,11.93,80.83,9.65,7,TUE,JAN,N,4221,11.05,73.88,8.16,17,THU,MAY
911,7,134,LA,12.09,540,B,19,W,9137,7.31,54.19,3.96,7,THU,SEP,E,8975,7.29,53.4,3.89,17,TUE,JUL
912,5,135,SB,0,213,A,17,S,259,7.44,76.63,5.7,7,WED,OCT,S,260,10.75,53.28,5.73,16,MON,JUL
913,5,135,SB,9.095,215,B,17,S,203,13.62,84.58,11.52,6,FRI,OCT,N,158,12.43,72.15,8.97,16,THU,JAN
914,5,135,SB,11.722,222,B,17,N,632,28.62,61.84,17.7,7,WED,JUL,N,1311,45.28,81.08,36.71,16,TUE,JUL
915,5,135,SB,9.095,217,A,17,S,462,7.43,69.16,5.14,12,SAT,OCT,S,718,13.75,58.09,7.99,16,TUE,JAN
916,5,135,SB,10.93,221,B,19,N,1213,11.29,56.31,6.36,7,MON,OCT,S,1285,12.22,55.08,6.73,17,WED,JUL
917,5,135,SB,17.806,225,B,17,N,1532,7.84,87.44,6.86,6,THU,OCT,S,1274,9.47,60.21,5.7,17,THU,JUL
918,9,136,INY,0,638,A,19,E,63,14.24,67.74,9.65,10,MON,AUG,W,84,16.23,79.25,12.86,16,WED,JUL
919,9,136,INY,17.73,938,B,19,E,55,15.34,67.9,10.42,9,THU,JUL,W,67,17.24,73.63,12.69,16,WED,SEP
920,6,137,KIN,0,95,A,19,W,233,10.79,78.19,8.43,7,TUE,MAR,E,243,11.73,75,8.79,16,WED,MAR
921,6,137,TUL,7.2,22,A,17,W,90,6.85,70.31,4.82,6,TUE,AUG,E,148,11.08,71.5,7.92,16,WED,MAY
922,6,137,TUL,7.2,19,B,17,W,207,9.09,66.13,6.01,6,THU,MAR,E,267,11.06,70.08,7.75,15,THU,MAR
923,6,137,TUL,14.26,25,B,17,E,229,7.32,62.4,4.57,7,MON,AUG,E,276,10.44,52.77,5.51,14,FRI,MAY
924,6,137,TUL,14.98,30,B,17,E,420,6.68,67.09,4.48,8,WED,AUG,W,491,10.16,51.58,5.24,15,TUE,FEB
925,6,137,TUL,15.78,97,B,17,E,272,9.43,54.4,5.13,7,THU,AUG,W,335,11.99,52.67,6.32,15,FRI,FEB
926,6,137,TUL,15.78,151,A,17,E,479,8.47,55.96,4.74,12,FRI,MAY,E,525,9.8,52.98,5.19,16,FRI,FEB
927,6,137,TUL,17.511,23,A,19,W,594,7.74,62.33,4.82,8,TUE,FEB,W,682,9.99,55.45,5.54,15,WED,DEC
928,6,137,TUL,20.461,32,A,17,W,574,8.58,60.17,5.16,11,SUN,MAR,W,574,8.94,57.75,5.16,13,SUN,NOV
929,6,137,TUL,27.396,98,B,17,W,588,8.43,59.76,5.03,12,SUN,NOV,E,591,8.89,56.94,5.06,14,SUN,NOV
930,7,138,LA,1.887,169,O,17,W,254,10.2,55.58,5.67,11,SUN,MAR,E,387,13.08,66.04,8.63,17,SUN,AUG
931,7,138,LA,43.418,170,A,17,W,1345,7.37,52.42,3.86,12,MON,JUL,E,1562,8.48,52.91,4.49,15,FRI,APR
932,7,138,LA,69.3,224,A,17,W,868,8.63,70.63,6.09,7,MON,OCT,W,1083,15.09,50.4,7.6,16,SUN,OCT
933,8,138,SBD,6.662,963,B,19,E,1121,7.25,63.33,4.59,12,MON,JUL,E,1300,9.06,58.82,5.33,15,FRI,OCT
934,8,138,SBD,15.203,964,B,19,E,1145,7.07,69.14,4.89,6,MON,JUN,E,1231,9.38,56.03,5.26,15,SAT,FEB
935,2,139,LAS,0,142,A,19,S,360,9.9,58.73,5.82,12,THU,AUG,S,349,10.21,55.22,5.64,16,WED,MAY
936,2,139,LAS,2.34,143,B,19,N,55,9.1,63.95,5.82,8,TUE,NOV,N,103,11.96,91.15,10.9,21,SUN,NOV
937,2,139,MOD,0.231,144,B,17,N,92,19.97,71.32,14.24,12,FRI,AUG,N,72,18.11,61.54,11.15,14,FRI,AUG
938,2,139,MOD,0.231,228,A,17,N,95,14.44,60.51,8.74,11,FRI,AUG,N,85,12.14,64.39,7.82,14,MON,AUG
939,2,139,MOD,23.2,233,O,17,N,106,12.22,65.43,7.99,9,SUN,AUG,S,93,11.24,62.42,7.01,14,WED,SEP
940,2,139,MOD,50.684,230,O,17,N,149,10.37,61.07,6.33,11,SAT,AUG,N,155,11.6,56.78,6.58,14,WED,AUG
941,2,139,SIS,0,230,O,17,N,149,10.37,61.07,6.33,11,SAT,AUG,N,155,11.6,56.78,6.58,14,WED,AUG
942,2,139,SIS,5.042,100,B,17,N,365,15.51,75.1,11.65,12,WED,AUG,N,381,16.02,75.9,12.16,14,SUN,AUG
943,2,139,SIS,5.043,145,B,17,N,365,14.93,75.1,11.21,12,WED,AUG,N,381,15.42,75.9,11.7,14,SUN,AUG
944,6,145,FRE,13.212,160,A,19,S,589,12.35,89.38,11.04,4,MON,JUL,N,514,13.36,72.09,9.63,13,FRI,JUL
945,6,145,FRE,13.212,402,B,19,S,438,12.22,75,9.16,6,THU,APR,N,342,9.96,71.85,7.15,16,MON,APR
946,6,145,FRE,35.149,47,A,19,S,407,6.83,69.81,4.77,5,THU,JUL,N,528,10.42,59.39,6.19,16,THU,JAN
947,6,145,MAD,6.06,245,A,19,S,568,11.76,79.44,9.35,6,WED,JAN,N,530,12.52,69.65,8.72,16,FRI,DEC
948,6,145,MAD,9.68,100,A,19,S,726,7.9,59.12,4.67,7,FRI,APR,S,785,10.01,50.45,5.05,15,WED,APR
949,6,145,MAD,11.02,101,A,19,S,470,7.31,55.49,4.06,7,THU,OCT,N,529,8.49,53.82,4.57,17,THU,OCT
950,6,145,MAD,11.02,417,B,19,S,574,8.25,64.71,5.34,7,THU,OCT,N,833,9.89,78.36,7.75,20,WED,APR
951,6,145,MAD,25.459,53,B,19,N,268,7.81,57.02,4.45,11,SUN,JUL,S,308,8.49,60.27,5.12,17,SUN,JUL
952,7,150,VEN,11.27,259,A,17,W,217,8.4,92.74,7.79,7,TUE,NOV,E,197,9.65,73.23,7.07,17,MON,MAY
953,7,150,VEN,22.481,261,B,17,W,207,11.62,55.2,6.41,12,WED,FEB,E,225,11.09,62.85,6.97,15,WED,FEB
954,7,150,VEN,34.1,176,A,17,E,874,8.29,62.79,5.21,7,SUN,FEB,W,761,7.86,57.65,4.53,17,THU,FEB
955,2,151,SHA,0,381,A,18,E,40,21.43,70.18,15.04,12,SAT,FEB,E,53,25.94,76.81,19.93,13,SAT,FEB
956,2,151,SHA,6.79,297,B,18,E,769,9.18,65.61,6.02,7,TUE,NOV,W,681,9.61,55.5,5.34,16,TUE,FEB
957,4,152,SCL,26.309,907,A,19,E,2123,9.22,51.96,4.79,11,SAT,DEC,E,2313,7.29,71.59,5.22,19,FRI,APR
958,10,152,MER,23.915,22,B,17,W,1057,7.9,61.2,4.83,9,SAT,AUG,E,1065,8.9,54.76,4.87,17,FRI,SEP
959,6,152,MAD,1.07,502,B,19,W,1070,7.42,82.75,6.14,6,WED,OCT,W,888,8.16,62.45,5.09,15,SUN,NOV
960,6,152,MAD,12.355,103,O,19,W,769,7.96,63.29,5.04,9,SAT,AUG,W,721,8.45,55.89,4.72,13,SAT,NOV
961,3,153,ED,0,153,A,18,E,150,10.51,70.42,7.4,7,TUE,NOV,W,123,9.82,61.81,6.07,17,TUE,NOV
962,5,154,SB,24.4,514,A,19,W,875,11,57.3,6.3,11,SAT,JUL,E,907,11.08,58.93,6.53,15,MON,SEP
963,6,155,KER,0,104,A,18,E,179,9.81,85.24,8.36,5,THU,JUN,E,189,13.55,65.17,8.83,14,TUE,JUN
964,6,155,KER,0,45,A,18,W,226,7.03,64.02,4.5,12,WED,JUN,W,319,10.29,61.7,6.35,15,THU,JUN
965,6,155,KER,0.47,405,A,18,E,429,7.24,56.75,4.11,12,THU,JUN,E,531,8.66,58.74,5.09,15,WED,MAR
966,6,155,KER,1.46,555,B,19,E,467,12.15,82.95,10.08,6,FRI,FEB,W,379,12.3,66.49,8.18,15,FRI,SEP
967,6,155,KER,6.55,412,B,18,E,193,15.33,73.66,11.29,5,TUE,JUN,E,150,14.63,60,8.78,15,WED,SEP
968,6,155,KER,11.016,565,B,18,W,112,25.05,88.19,22.09,6,FRI,SEP,E,107,24.66,85.6,21.1,15,WED,SEP
969,6,155,KER,11.016,566,A,18,E,17,13.14,73.91,9.71,11,SUN,JUN,W,17,12,80.95,9.71,15,SUN,JUN
970,6,155,KER,60.637,157,B,18,W,101,9.59,59.76,5.73,10,SUN,MAR,E,100,9.93,57.14,5.67,14,MON,SEP
971,6,155,KER,70.976,107,B,18,E,475,11.67,71.86,8.39,9,MON,SEP,E,328,8.56,67.63,5.79,15,MON,SEP
972,9,158,MNO,0,946,A,19,S,210,18.81,54.26,10.2,11,SUN,AUG,S,232,14.82,76.07,11.27,17,SAT,FEB
973,9,158,MNO,3.86,503,B,19,N,154,15.04,60.16,9.05,10,SUN,OCT,S,180,13.57,77.92,10.58,15,SAT,MAR
974,9,158,MNO,7.18,509,A,17,N,86,15.86,75.44,11.96,10,SUN,AUG,S,77,18.78,57.04,10.71,13,SAT,AUG
975,9,158,MNO,15.835,947,B,19,N,87,28.51,64.93,18.51,9,SAT,OCT,N,75,25.96,61.48,15.96,15,SUN,OCT
976,3,160,SAC,11.46,818,A,17,N,363,13.59,54.92,7.46,12,SAT,JUL,N,456,14.95,62.72,9.38,16,FRI,JUL
977,3,160,SAC,21.1,820,B,17,S,131,12.58,55.51,6.98,12,SUN,JUL,N,161,15.67,54.76,8.58,16,FRI,JUL
978,3,160,SAC,26.25,312,B,17,N,332,20.06,66.53,13.35,10,SUN,JUL,S,359,24.29,59.44,14.43,13,SUN,JUL
979,3,160,SAC,46.581,830,B,17,S,2459,8.71,69.37,6.04,7,MON,NOV,N,3390,12.39,67.24,8.33,16,TUE,NOV
980,2,161,SIS,0.037,151,A,17,W,50,10.87,75.76,8.24,10,SAT,NOV,W,41,9.56,70.69,6.75,13,SAT,FEB
981,2,161,SIS,19.361,152,B,17,W,63,10.49,57.27,6.01,10,FRI,AUG,E,67,12.11,52.76,6.39,16,THU,AUG
982,1,162,MEN,0.1,113,O,18,W,68,9.37,64.76,6.07,12,MON,OCT,E,68,11.24,53.97,6.07,15,FRI,OCT
983,1,162,MEN,1.91,715,A,18,W,61,8.36,69.32,5.79,10,FRI,AUG,W,64,10.83,56.14,6.08,16,WED,AUG
984,3,162,GLE,66.632,850,B,19,E,208,8.54,70.51,6.02,12,WED,NOV,E,246,10.01,71.1,7.12,16,WED,AUG
985,3,162,GLE,67.107,851,A,19,E,180,7.71,71.71,5.53,6,TUE,MAY,E,197,7.65,79.12,6.05,17,SUN,NOV
986,3,162,GLE,76.27,852,B,19,W,125,10.6,50.4,5.34,7,THU,MAY,W,142,10.48,57.96,6.07,16,WED,MAY
987,3,162,GLE,76.28,853,A,19,W,122,7.96,58.1,4.62,10,SAT,MAY,W,154,11.48,50.83,5.84,15,FRI,MAY
988,3,162,BUT,9.726,856,B,19,W,90,8.44,77.59,6.55,6,TUE,JUL,E,134,13.82,70.53,9.75,17,FRI,SEP
989,3,162,BUT,9.726,857,A,19,W,265,15.53,51.76,8.04,9,FRI,NOV,W,342,15.65,66.28,10.37,18,FRI,NOV
990,3,162,BUT,17.142,764,B,19,W,1450,8.53,53.35,4.55,12,FRI,DEC,W,1486,9.15,51.01,4.67,15,MON,DEC
991,3,162,BUT,22.899,768,B,19,W,345,9.36,57.69,5.4,12,SUN,JUN,W,324,8.4,60.34,5.07,14,MON,SEP
992,3,162,BUT,22.899,769,A,19,E,293,10.07,55.49,5.59,10,SAT,NOV,E,323,9.65,63.83,6.16,17,FRI,MAY
993,11,163,SD,0.89,885,B,19,S,2771,8.63,55.32,4.77,8,MON,JAN,N,2951,8.25,61.65,5.08,17,MON,JUL
994,11,163,SD,2.49,933,A,19,N,3971,7.67,53.26,4.08,7,WED,JAN,S,3794,7.21,54.12,3.9,17,MON,APR
995,11,163,SD,4.371,957,A,19,N,9134,9.07,56.65,5.14,7,TUE,APR,S,7249,7.74,52.67,4.08,15,FRI,FEB
996,11,163,SD,10.837,685,B,19,S,8157,8.76,59.86,5.24,8,WED,APR,S,8562,9.56,57.54,5.5,16,WED,SEP
997,11,163,SD,11.662,921,B,19,S,7876,8.81,63.52,5.6,7,THU,JAN,S,7709,9.74,56.24,5.48,16,FRI,JUN
998,5,166,SB,0,130,A,19,W,717,8.21,82.89,6.81,4,THU,APR,E,618,8.47,69.28,5.87,14,WED,OCT
999,6,166,KER,0.01,109,A,18,E,413,23.16,50.24,11.63,11,THU,JAN,E,457,23.24,55.39,12.87,14,WED,JAN
1000,6,166,KER,22.765,613,B,18,W,507,18.4,91.35,16.8,6,FRI,APR,E,347,14.05,81.84,11.5,14,MON,JUL
1001,6,166,KER,24.62,187,B,18,W,549,24.3,84.85,20.62,5,FRI,JUL,E,360,16.6,81.45,13.52,16,THU,APR
1002,9,167,MNO,0,949,A,17,E,26,22.53,63.42,14.29,11,SAT,AUG,W,24,19.23,68.57,13.19,13,TUE,AUG
1003,9,167,MNO,21.331,602,B,19,W,15,19,78.95,15,9,THU,JUL,E,13,18,72.22,13,15,MON,OCT
1004,6,168,FRE,0.993,693,B,19,E,5325,9.73,52.42,5.1,7,TUE,FEB,E,5796,9.98,55.61,5.55,17,TUE,OCT
1005,6,168,FRE,2.017,567,B,19,W,5727,9.6,53.36,5.12,7,MON,DEC,E,6054,9.66,56.05,5.41,17,TUE,SEP
1006,6,168,FRE,3.035,568,B,19,W,5890,9.91,54.85,5.43,7,TUE,DEC,E,5933,9.87,55.48,5.47,17,THU,MAR
1007,6,168,FRE,4.258,696,B,19,W,4884,9.91,55.7,5.52,7,THU,APR,E,5131,10.1,57.41,5.8,16,TUE,OCT
1008,6,168,FRE,4.258,697,A,19,W,5028,10.84,65.48,7.1,7,TUE,JAN,E,4505,10.1,62.99,6.36,16,WED,OCT
1009,6,168,FRE,6.866,569,B,19,W,4136,9.51,71.57,6.8,7,TUE,DEC,W,4935,15.33,52.94,8.12,18,TUE,JUN
1010,6,168,FRE,9.15,570,A,17,W,1244,9.58,80.78,7.74,7,THU,NOV,E,1073,9.6,69.54,6.67,16,MON,OCT
1011,6,168,FRE,14.75,196,A,19,W,497,9.55,71.31,6.81,7,TUE,SEP,E,516,10.74,65.82,7.07,16,FRI,SEP
1012,6,168,FRE,31.238,169,B,19,E,690,11.57,63.95,7.4,10,SAT,JUL,W,736,10.06,78.38,7.89,17,SUN,JAN
1013,6,168,FRE,49.66,113,B,19,E,307,25.21,85.04,21.44,11,SAT,JAN,W,376,27.24,96.41,26.26,16,SUN,FEB
1014,9,168,INY,3.278,975,A,19,E,106,22.03,67.95,14.97,9,MON,SEP,E,98,22.6,61.25,13.84,14,SAT,OCT
1015,9,168,INY,14.74,915,B,19,E,115,13.85,58.97,8.17,10,SUN,OCT,E,120,14.21,60,8.52,13,SUN,OCT
1016,9,168,INY,16.34,976,A,19,E,409,9.14,63.31,5.79,10,MON,MAY,E,406,9.75,58.93,5.75,14,FRI,JUL
1017,9,168,INY,18.31,941,B,19,E,452,10.08,58.02,5.85,11,WED,MAY,E,448,10.27,56.42,5.8,14,THU,APR
1018,9,168,INY,18.32,942,A,19,E,80,15.34,98.77,15.15,5,SUN,SEP,E,65,15.72,78.31,12.31,19,MON,NOV
1019,9,168,MNO,1.45,943,B,19,E,27,17.59,71.05,12.5,11,SAT,SEP,W,29,19.44,69.05,13.43,15,MON,JUL
1020,3,174,PLA,0.73,867,A,18,N,378,9.17,58.88,5.4,12,SAT,SEP,N,429,10.43,58.77,6.13,16,FRI,JUN
