year,DISTRICT,ROUTE,COUNTY,PM,DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT
2020,4,24,CC,6.512,"LAFAYETTE, OAK HILL ROAD/ FIRST ST ",11500,157000,155000,12100,166000,163000
2020,4,24,CC,7.656,"LAFAYETTE, PLEASANT HILL ROAD",12100,166000,163000,12900,178000,174000
2020,5,25,SBT,7.3,BITTER WATER/KING CITY ROAD,80,390,320,70,360,330
2020,5,25,SBT,21.47,JCT. RTE. 146 W,90,710,510,120,810,660
2020,5,25,SBT,39.533,"PAICINES, PANOCHE ROAD",170,1200,1000,230,2050,1650
2020,5,25,SBT,49.014,VALLEY VIEW ROAD,230,2050,1650,800,5900,5200
2020,5,25,SBT,52.194,BRIGGS RD E,1400,15500,15400,1450,20200,17200
2020,5,25,SBT,54.048,JCT. RTE. 156,4550,37500,29500,4300,30500,28000
2020,5,25,SBT,55.134,HUDNER LANE,2350,26500,25000,2350,26500,25000
2020,4,25,SCL,2.528,"GILROY, JCT RTE 101",2200,27000,25500,2200,27000,25500
2020,10,26,SJ,1.897,CARDINAL AVE,1300,16500,10200,1450,14000,12600
2020,10,26,SJ,4.217,ALPINE RD,1050,10000,8100,970,9300,8100
2020,10,26,SJ,10,DUNCAN ROAD,970,7700,6800,1000,8900,7600
2020,10,26,SJ,10.7,MILL ST (LINDEN),1000,8900,7300,1000,8900,7400
2020,10,26,SJ,11.08,"LINDEN, FLOOD ROAD/FRONT ST",590,6200,5500,670,6000,5400
2020,10,26,SJ,6.85,JACKTONE ROAD,670,7700,6500,780,7700,6950
2020,10,26,SJ,15.06,ESCALON/BELLOTA ROAD,660,6600,5500,780,5900,5500
2020,10,26,CAL,4.379,JENNY LIND ROAD,440,4450,2500,710,6600,6250
2020,10,26,CAL,7.62,SILVER RAPIDS RD,760,10000,7400,760,9000,8500
2020,10,26,CAL,8.53,LA CONTENTA COUNTRY CLUB ENTRANCE,850,12000,11800,1200,12100,11900
2020,10,26,CAL,9.859,HOGAN DAM ROAD,1150,13000,11500,1100,12600,10800
2020,10,26,CAL,10.435,"VALLEY SPRINGS, JCT. RTE. 12",1650,12000,11400,200,2200,1700
2020,10,26,CAL,14.28,PALOMA RD LT,200,2100,1700,210,2600,1900
2020,10,26,CAL,18.069,"MOKELUMNE HILL, JCT. RTE. 49",200,1850,1700,310,2550,2350
2020,10,26,CAL,26.797,RIDGE ROAD,130,1400,1100,130,1000,740
2020,10,26,CAL,32.65,"GLENCO, ASSOCIATED OFFICE ROAD",160,1000,750,90,840,730
2020,10,26,CAL,33.564,RAILROAD FLAT ROAD,90,820,780,200,1700,1550
2020,10,26,CAL,34.77,WINTON ROAD,210,1600,1400,200,2150,1800
2020,10,26,CAL,34.885,MAIN ST,200,1600,1350,230,1800,1650
2020,7,27,LA,11.06,"LOS ANGELES, MULHOLLAND DR",1400,15100,13300,2300,26500,23500
2020,7,27,LA,12.276,"LOS ANGELES, VENTURA BLVD",2600,33000,29000,4800,61000,54000
2020,7,27,LA,12.43,"LOS ANGELES, JCT. RTE. 101",4800,61000,54000,3700,53000,47000
2020,7,27,LA,14.05,"LOS ANGELES, VANOWEN ST",2700,38000,33500,2950,40000,35000
2020,7,27,LA,14.55,"LOS ANGELES, SHERMAN WAY",3050,41000,36000,3000,38500,34000
2020,7,27,LA,15.83,"LOS ANGELES, ROSCOE BLVD",2600,33000,29000,3850,47000,41500
2020,7,27,LA,4.31,OLD TOPANGA CANYON ROAD,1800,17500,15400,1700,17400,15300
2020,7,27,LA,18.629,"LOS ANGELES, DEVONSHIRE ST",3500,41500,36500,3500,41000,36000
2020,3,28,PLA,0.512,GROVE ST,1450,16800,12300,1300,16500,11900
2020,3,28,PLA,0.83,TAHOE STATE PARK,1300,16700,11800,1100,15900,11600
2020,3,28,PLA,1.845,LAKE FOREST DR,1150,15500,11000,1150,14200,10200
2020,3,28,PLA,11,CAL-NEVA DR,1500,20400,14400,1500,16300,12600
2020,3,28,PLA,4.25,LARDIN WAY,1100,11800,8000,1100,12000,7800
2020,3,28,PLA,5.81,CARNELIAN BAY ROAD,1050,11800,7300,1150,11800,7500
2020,3,28,PLA,7.19,GRANITE ROAD,1300,12700,8400,1300,12800,8700
2020,3,28,PLA,8.32,NATIONAL AVE,1250,12300,8900,1300,15300,10800
2020,3,28,PLA,9.34,"KINGS BEACH, JCT. RTE. 267 NORTH",1350,15800,11000,1450,17000,12400
2020,3,28,PLA,9.88,COON ST,1450,17000,13500,1650,19200,14100
2020,4,29,SOL,1.01,"VALLEJO, LEMON ST",1200,8500,7500,2000,15800,14100
2020,4,29,SOL,2.066,"VALLEJO, MAINE ST",2000,15800,14100,1600,14800,14100
2020,4,29,SOL,2.82,"VALLEJO, TENNESSEE ST",1600,14800,14100,1500,18300,17500
2020,4,29,SOL,4.732,LEWIS BROWN DR/JCT. RTE. 37,3000,26500,26500,3000,40500,40000
2020,4,29,SOL,5.058,RTE 29/WB 37 ON/OFF RAMPS,4000,53000,51400,4000,53000,51400
2020,4,29,SOL,5.85,"VALLEJO, MINI DR",3000,40500,40000,3000,40500,40000
2020,4,29,NAP,0.69,AMERICAN CANYON ROAD,3000,40500,40000,2700,33000,32500
2020,4,29,NAP,2.767,GREEN ISLAND ROAD,2700,33000,32500,2700,33000,32500
2020,4,29,NAP,3.61,KELLY ROAD SOUTH,2700,33000,32500,3200,38000,36500
2020,4,29,NAP,4.706,JCT. RTE. 12 EAST,3200,38000,36500,5300,57000,54000
2020,4,29,NAP,6.196,JCT. RTE. 221 NORTH,5300,57000,54000,3400,44000,40000
2020,4,29,NAP,8.657,JCT. RTE. 121 SOUTH,3400,44000,40000,3900,45500,43000
2020,4,29,NAP,9.1,IMOLA AVE,3900,45500,43000,3900,45500,43000
2020,4,29,NAP,10.389,"NAPA, JCT. RTE. 121 NORTH",3900,45500,43000,4700,52000,49000
2020,4,29,NAP,11.548,FIRST ST,4700,52000,49000,5300,59000,56000
2020,4,29,NAP,12.039,"NAPA, LINCOLN AVE ",5300,59000,56000,4700,52000,49000
2020,4,29,NAP,13.058,JCT. TRANCAS/REDWOOD ROADS,4700,52000,49000,3200,34500,33000
2020,4,29,NAP,15.581,OAK KNOLL AVE,3200,34500,33000,3200,34500,33000
2020,4,29,NAP,19.031,CA DR ,3200,34500,33000,2800,30000,28500
2020,4,29,NAP,22.52,OAKVILLE GRADE ROAD,2800,30000,28500,2100,22900,21400
2020,4,29,NAP,24.595,"RUTHERFORD, JCT. RTE. 128 EAST",2100,22900,21400,2100,21400,19900
2020,4,29,NAP,26.57,ZINFANDEL LANE,2100,21400,19900,1900,19900,18400
2020,4,29,NAP,28.75,"ST. HELENA, ADAMS ST",1900,19900,18400,1800,18400,16900
2020,4,29,NAP,29.25,"ST. HELENA, PRATT AVE",1800,18400,16900,1500,16100,15300
2020,4,29,NAP,30.66,LODI LANE,1500,16100,15300,1400,14600,13800
2020,4,29,NAP,33.47,LARKMEAD LANE,1400,14600,13800,1200,13000,12200
2020,4,29,NAP,36.893,"CALISTOGA, JCT. RTE. 128 NORTHW",1200,13000,12200,1100,11500,10700
2020,4,29,NAP,37.902,"CALISTOGA, SILVERADO TRAIL",1100,11500,10700,1000,9900,9100
2020,4,29,NAP,39.5,TUBBS LANE,1000,9900,9100,800,7700,6900
2020,1,29,LAK,4.15,RANCHERIA ROAD,870,9700,9100,870,10300,9900
2020,1,29,LAK,4.54,DRY CREEK CUTOFF,870,10300,9900,820,12000,10800
2020,1,29,LAK,5.811,"MIDDLETOWN, JCT. RTE. 175",770,10500,8100,910,13100,12800
2020,1,29,LAK,6.36,"MIDDLETOWN, BUTTS CANYON ROAD",910,13100,12800,910,13100,12900
2020,1,29,LAK,11.124,HIDDEN VALLEY/SPRUCE ROAD,900,12500,11100,900,12000,10900
2020,1,29,LAK,11.93,SPRUCE GROVE ROAD,900,12000,10900,900,12000,10900
2020,1,29,LAK,20.31,JCT. RTE. 53 NORTH,940,12500,11700,800,11500,9700
2020,1,29,LAK,21.65,SEIGLER CANYON ROAD,1150,12600,11600,1050,11600,10600
2020,1,29,LAK,22.19,POINT LAKEVIEW DR,1050,11600,10600,860,10300,9100
2020,1,29,LAK,27.89,JCT. RTE. 281,860,10300,9100,900,10300,9300
2020,1,29,LAK,31.05,JCT. RTE. 175,900,10300,9300,1000,10300,9850
2020,1,29,LAK,31.33,JCT. RTE. 175,1000,10300,9900,1000,10300,9900
2020,1,29,LAK,32.35,BOTTLE ROCK ROAD,1000,10300,9800,1200,12000,10800
2020,1,29,LAK,34.58,"MAIN ST, (TO KELSEYVILLE)",1200,12700,11700,1200,12100,11700
2020,1,29,LAK,34.747,"KELSEYVILLE, LIVE OAK DR",1200,12100,11700,1200,12500,12000
2020,1,29,LAK,35.32,"KELSEYVILLE, BELL HILL ROAD",1200,12500,11800,1200,12000,11400
2020,1,29,LAK,36.289,RENFRO DR,1200,12000,11500,1300,14100,13500
2020,1,29,LAK,37.669,ARGONAUT ROAD,1300,14400,13200,1300,14100,13100
2020,1,29,LAK,38.592,HIGHLAND SPRINGS ROAD,1300,14100,13500,1400,15000,13900
2020,1,29,LAK,40.14,JCT. RTE. 175,1500,15100,14500,1300,13700,13000
2020,1,29,LAK,41.423,"LAKEPORT, LAKEPORT BLVD ",1300,13700,13000,1350,15700,13500
2020,1,29,LAK,42.677,11TH ST ,1350,15700,13500,1300,13300,12600
2020,1,29,LAK,45.145,PARK WAY ,1300,12600,11600,980,11000,10400
2020,1,29,LAK,47.849,LUCERNE ,980,11000,10400,700,7600,7000
2020,3,32,GLE,1.3,"ORLAND, COUNTY ROAD M",870,10400,8900,820,9200,8100
2020,3,32,GLE,3,COUNTY ROAD P,890,9400,8600,980,9900,9200
2020,3,32,GLE,9.626,JCT. RTE. 45 SOUTH,980,10200,9300,1250,13300,12300
2020,3,32,BUT,4.18,MERIDIAN ROAD,1350,14200,13000,1350,14200,13000
2020,3,32,BUT,5.022,MUIR AVE,1350,14200,13000,1350,14200,13000
2020,3,32,BUT,6.238,EAST/NORTH LINDO AVE,1400,14500,13300,1550,16800,16500
2020,3,32,BUT,6.457,W LINDO AVE,1550,16800,16500,1750,17200,16400
2020,3,32,BUT,7.11,W EIGHTH AVE,1700,18100,17000,1800,19000,18000
2020,3,32,BUT,7.79,W SACRAMENTO AVE,2050,21900,20800,1800,20500,19900
2020,3,32,BUT,8.367,"CHICO, W FIRST ST",1800,20500,19900,2150,24500,23600
2020,3,32,BUT,8.655,"CHICO, W FIFTH ST",2150,24500,23600,2100,22300,20900
2020,3,32,BUT,8.869,"CHICO, ON NINTH ST AT WALNUT ST",1450,14100,12600,1000,10500,9400
2020,3,32,BUT,9.006,"CHICO, ON NINTH ST AT ORANGE ST",1000,10500,9400,1050,10900,9800
2020,3,32,BUT,9.133,"CHICO, ON NINTH ST AT IVY ST",1050,10900,9800,1150,11000,10700
2020,3,32,BUT,9.461,"CHICO, ON NINTH ST AT BROADWAY",1150,11000,10700,1300,12200,12100
2020,3,32,BUT,9.571,"CHICO, ON 9TH ST AT MAIN ST",1300,12200,12100,1650,17200,16700
2020,3,32,BUT,9.41,"CHICO, ON NINTH ST AT PINE ST",1550,16600,16100,2050,21600,21400
2020,3,32,BUT,9.46,"CHICO, ON NINTH ST AT CYPRESS ST",2050,21600,21400,1650,17200,16700
2020,3,32,BUT,10.187,"CHICO, JCT. RTE. 99",1650,17200,16700,1750,19300,18600
2020,3,32,BUT,10.28,"CHICO, ON NINTH ST AT FIR ST",1750,19300,18600,840,8800,8600
2020,3,32,BUT,10.735,"CHICO, APPROXIMATELY HALF MILE EAST OF FIR ST",840,8800,8600,2100,20000,19200
2020,3,32,BUT,9.038,"CHICO, ON EIGHTH ST AT ORANGE ST",1150,13200,13000,1350,14800,14400
2020,3,32,BUT,9.171,"CHICO, ON EIGHTH ST AT IVY ST",1350,14800,14400,1300,14300,14000
2020,3,32,BUT,9.4,"CHICO, ON EIGHTH ST AT PINE ST",1400,18300,16700,1650,20500,18500
2020,3,32,BUT,9.46,"CHICO, ON EIGHTH ST AT CYPRESS ST",1750,20500,18500,1700,17500,17100
2020,3,32,BUT,9.504,"CHICO, ON EIGHTH ST AT BROADWAY",1300,14300,14000,1400,16200,14900
2020,3,32,BUT,10.187,"CHICO, ON EIGHTH ST AT JCT RTE 99",1700,17500,17100,1200,11800,10600
2020,3,32,BUT,10.28,"CHICO, ON EIGHTH ST AT FIR ST",1200,11800,10600,670,5700,5600
2020,3,32,BUT,11.01,"CHICO, FOREST AVE",2100,20000,19200,1400,14400,13400
2020,3,32,BUT,11.27,"CHICO, EL MONTE AVE",1400,14400,13400,1150,12700,11600
2020,3,32,BUT,11.704,BRUCE ROAD,1200,13500,12200,1250,11800,9700
2020,3,32,BUT,15.211,"CHICO, HUMBOLT ROAD",710,7000,5800,430,4450,3900
2020,3,32,BUT,23.866,"FOREST RANCH, NOPEL AVE",380,3000,2800,340,2500,2100
2020,3,32,BUT,36.926,"LOMO, HUMBOLT ROAD",200,1500,1050,200,1500,1050
2020,7,33,VEN,1.565,"VENTURA, STANLEY AVE ",3250,43000,37000,2400,32000,27500
2020,7,33,VEN,2.648,SHELL ROAD ,2400,32000,27500,2250,29000,25000
2020,7,33,VEN,4.487,CANADA LARGA ROAD ,2250,29000,25000,2100,27500,23800
2020,7,33,VEN,5.635,CASITAS VISTA ROAD ,2100,27500,23800,2000,25500,22100
2020,7,33,VEN,8.001,CREEK ROAD,1800,23500,20300,1800,23300,20100
2020,7,33,VEN,9.04,SANTA ANA BLVD,1800,23300,20100,1650,23500,20300
2020,7,33,VEN,10.65,WOODLAND ROAD,1650,23500,20300,1700,23500,20300
2020,7,33,VEN,11.199,W JCT ST 150,1650,21600,18600,1050,11300,9700
2020,7,33,VEN,11.961,EL ROBLAR DR,1150,7100,6100,480,2550,2200
2020,7,33,VEN,12.8,FAIRVIEW ROAD/LA LUNA AVE,350,2200,1900,230,1700,1450
2020,7,33,VEN,13.35,LOS PADRES NATIONAL FOREST BNDRY,220,1350,1150,220,1350,1150
2020,7,33,VEN,15.441,MATILIJA HOT SPRINGS ROAD,220,1100,950,130,660,570
2020,7,33,VEN,17.631,WHEELER HOT SPRINGS,130,660,570,120,640,550
2020,7,33,VEN,25.791,ROSE VALLEY ROAD,100,550,470,80,430,370
2020,7,33,VEN,30.219,SESPE GORGE MAINTENANCE STATION,80,390,340,80,390,340
2020,7,33,VEN,48.5,LOCKWOOD VALLEY ROAD,60,310,270,60,310,270
2020,5,33,SLO,2.802,JCT. RTE. 166 W,130,1200,1100,500,4600,4200
2020,6,33,KER,11.555,"MARICOPA, JCT. RTE. 166 EAST",560,4800,3900,400,4300,3900
2020,6,33,KER,12.91,COUNTY ROAD P263,400,4200,3900,520,6100,5000
2020,6,33,KER,17.889,"TAFT, JCT. RTE. 119 EAST",580,6100,5600,240,2300,2150
2020,6,33,KER,18.33,"TAFT, FIRST ST",510,5800,5000,840,9100,8300
2020,6,33,KER,18.79,"TAFT, SIXTH ST",750,8400,7900,1100,11800,10800
2020,6,33,KER,19.129,LINCOLN/10TH STS,1100,12700,10700,590,6700,5800
2020,6,33,KER,23.41,MIDWAY ROAD,250,3150,2450,400,3300,2900
2020,6,33,KER,33.454,JCT. RTE. 58 W,380,3250,2750,380,3200,2800
2020,6,33,KER,34.285,JCT. RTE. 58 EAST,380,3200,2800,180,1650,1400
2020,6,33,KER,41.08,LOKERN ROAD (COUNTY ROAD P208),300,2600,2300,460,4000,3450
2020,6,33,KER,44.085,LOST HILLS ROAD (COUNTY ROAD P213),460,4000,3450,570,4750,4050
2020,6,33,KER,60.168,JCT. RTE. 46,280,2300,2000,400,2550,2200
2020,6,33,KER,72.72,DEVILS DEN ROAD (BARKER ROAD),210,1750,1500,220,1750,1500
2020,6,33,KIN,7.8,"REEF CITY, JCT. RTE. 41",350,2300,1700,500,3400,2850
2020,6,33,KIN,16.4,"SOUTH END, AVENAL",650,7000,4600,650,7000,4600
2020,6,33,KIN,16.44,"AVENAL, 7TH AVE",650,7000,4600,430,4750,3050
2020,6,33,KIN,17.14,JCT. RTE. 269,350,3700,2450,440,4650,3100
2020,6,33,FRE,8.02,ALPINE/LOST HILLS ROADS,300,3050,2100,270,2650,1850
2020,6,33,FRE,14.75,MERCED AVE,930,9200,8800,1100,11600,10700
2020,6,33,FRE,15.37,"COALINGA, FIFTH ST",1250,12800,11800,400,4100,3900
2020,6,33,FRE,15.707,"COALINGA, JCT. RTE. 198 W",420,6100,4050,850,12900,8600
2020,6,33,FRE,16.78,"COALINGA, PHELPS AVE",820,9400,8200,550,7700,5400
2020,6,33,FRE,18.588,GALE AVE,490,5400,4500,460,5000,4250
2020,6,33,FRE,24.316,JCT. RTE. 198 EAST,420,4400,4150,240,2500,2350
2020,6,33,FRE,27.019,DERRICK AVE,270,3000,2500,250,2650,2300
2020,6,33,FRE,29,"JCT. RTE. 145 NORTHEAST, SOUTH JCT. RTE. 5",250,2650,2300,230,2650,2100
2020,6,33,FRE,39.853,NORTH JCT. RTE. 5,230,2650,2100,250,2350,1750
2020,6,33,FRE,53.4,ADAMS AVE,320,2150,1650,260,2350,1650
2020,6,33,FRE,59.43,CA AVE,270,2400,1800,320,2750,1800
2020,6,33,FRE,61.45,"MENDOTA, BELMONT AVE",320,2750,1800,750,5500,4500
2020,6,33,FRE,62.247,"MENDOTA, JCT. RTE. 180 EAST",550,6200,5100,1400,14600,12400
2020,6,33,FRE,62.506,BASS AVE,1400,14600,12400,790,8000,6900
2020,6,33,FRE,69.92,"FIREBAUGH, 15TH ST",1400,14200,12200,1300,12800,11400
2020,6,33,FRE,70.193,"FIREBAUGH, 12TH ST",1550,13300,11700,1450,12300,11200
2020,6,33,FRE,70.557,"FIREBAUGH, 8TH ST",1200,10700,9100,1150,10000,8600
2020,6,33,FRE,72.837,DOUGLAS AVE,350,3650,3000,340,3600,2950
2020,6,33,FRE,79.905,BRANNON AVE,290,3300,2500,240,2650,2150
2020,10,33,MER,1.17,"DOS PALOS, BLOSSOM ST (MILEPOST EQUATION)",730,9450,7600,810,7600,6100
2020,10,33,MER,1.888,CARMELLIA AVE,620,6600,6000,520,6600,5850
2020,10,33,MER,13.238,W JCT. RTE 152,680,7800,6800,1100,13300,11300
2020,10,33,MER,15.6,VERA CRUZ DR,1200,12400,11800,910,12700,10400
2020,10,33,MER,16.258,"CENTINELLA, HENRY MILLER ROAD",1050,13300,10400,1200,12700,10100
2020,10,33,MER,16.643,JCT. RTE. 5,1200,14200,12900,1350,15300,14200
2020,10,33,MER,17.27,MC CABE ROAD,470,5800,5700,450,5600,5500
2020,10,33,MER,27.111,NORTH JCT. RTE. 140 EAST,710,9400,7600,800,9900,8850
2020,10,33,STA,0.68,"NEWMAN, MERCED ST",780,9600,9000,720,9200,8400
2020,10,33,STA,0.95,"NEWMAN, DRISKELL ROAD/KERN ST",710,9200,9100,750,7300,7250
2020,10,33,STA,2.06,STUHR ROAD,780,8900,8400,430,4500,4400
2020,10,33,STA,4.82,J.T. CROW RD RT,470,5800,5500,510,5800,5500
2020,10,33,STA,6.838,"CROWS LANDING, CROWS LANDING/FINK ROADS",560,6200,6000,330,4900,4600
2020,10,33,STA,7.04,"CROWS LANDING, 4TH ST",390,4250,3750,430,4550,3950
2020,10,33,STA,12.571,"PATTERSON, SPERRY ROAD",610,6700,4900,570,6600,5500
2020,10,33,STA,13.1,SALADO AVE/EL CIRCULO,810,8800,6900,850,9600,6700
2020,10,33,STA,13.18,LAS PALMAS AVE,90,6200,6100,510,6500,6400
2020,10,33,STA,13.26,DEL PUERTO AVE/EL CIRCULO,540,6000,4500,650,7200,5400
2020,10,33,STA,14.185,"PATTERSON, NORTH OLIVE AVE",650,7200,5400,600,6400,5800
2020,10,33,STA,14.52,WARD AVE,600,6400,5800,560,5600,5500
2020,10,33,STA,16.43,BALDWIN RD-LT,450,4850,4800,420,4500,3900
2020,10,33,STA,19.55,"WLEY, GRAYSON/HOWARD ROADS",400,4200,3800,310,3200,3100
2020,10,33,STA,19.92,"WLEY, E ST",270,3200,3000,220,2750,2500
2020,10,33,SJ,0.818,"VERNALIS, JCT. RTE. 132",240,3600,2900,290,3650,3600
2020,10,33,SJ,3.51,"NEW JERUSALEM, DURHAM FERRY ROAD",270,3450,3400,980,5400,4800
2020,10,33,SJ,4.826,JCT. RTE. 5,980,5400,4800,1050,10600,8500
2020,7,34,VEN,6.27,"OXNARD, RICE AVE",1050,10600,8500,1250,12100,9700
2020,7,34,VEN,8.43,"PLEASANT VALLEY ROAD, W JUNCTION",1250,12100,9700,1200,10000,8000
2020,7,34,VEN,8.911,WOOD ROAD,1200,10000,8000,1200,9600,7700
2020,7,34,VEN,10.433,"LAS POSAS ROAD, W JUNCTION",1200,9600,7700,960,7200,5800
2020,7,34,VEN,12.463,RIGHT ONTO PLEASANT VALLEY ROAD,960,7200,5800,2000,15700,12600
2020,7,34,VEN,12.78,"CAMARILLO, PLEASANT VALLEY ROAD, LEFT ONTO LEWIS ROAD",2000,15700,12600,1350,10700,8600
2020,7,34,VEN,13.541,"CAMARILLO, VENTURA BLVD",1350,10700,8600,2250,18800,15100
2020,7,34,VEN,13.603,"CAMARILLO, JCT. RTE. 101",2250,18800,15100,2150,18800,15100
2020,7,34,VEN,13.657,"CAMARILLO, DAILY DR",2150,18800,15100,2100,19500,15700
2020,7,34,VEN,15.87,"CAMARILLO, LAS POSAS ROAD, EAST JUNCTION",1150,11600,9300,730,9200,7400
2020,5,35,SCR,0.23,SANTA CLARA/ SANTA CRUZ COUNTY LINE,300,1100,1000,400,1400,1200
2020,5,35,SCR,2.87,BEAR CREEK ROAD,230,890,790,80,420,325
2020,5,35,SCR,7.68,SANTA CRUZ/ SANTA CLARA COUNTY LINE,100,500,400,200,500,400
2020,4,35,SCL,7.7,BLACK ROAD,200,400,400,300,1100,900
2020,4,35,SCL,14.1,JCT. RTE. 9,400,1600,1200,400,1600,1200
2020,4,35,SM,0,SAN MATEO/SANTA CLARA COUNTY LINE,400,1600,1200,400,1600,1200
2020,4,35,SM,3.213,ALPINE ROAD,400,1500,1100,400,1500,1100
2020,4,35,SM,10.518,"WOODSIDE, JCT. RTE. 84",700,2500,2200,300,1500,1300
2020,4,35,SM,16.22,KINGS MOUNTAIN ROAD,300,1600,1500,300,1500,1300
2020,4,35,SM,21.72,JCT. RTE. 92,400,2600,2400,500,3400,3300
2020,4,35,SM,23.037,JCT. RTE. 280,500,3400,3300,2000,17000,16000
2020,4,35,SM,24.349,"SAN BRUNO, SAN BRUNO AVE",2000,17000,16000,2100,17900,17000
2020,4,35,SM,24.852,"SAN BRUNO, SNEATH AVE",2500,19600,18700,2400,19800,18800
2020,4,35,SM,26.234,"PACIFICA, SHARP PARK ROAD",2900,22600,21600,2600,21600,20700
2020,4,35,SM,26.86,"PACIFICA, MANOR DR",2400,19000,18200,2900,24500,22600
2020,4,35,SM,28.687,"DALY CITY, JCT. RTE. 1",4100,33000,31500,3200,26500,24500
2020,4,35,SM,29.7,"DALY CITY, WMOOR AVE",4000,38500,35500,3350,28500,26500
2020,4,35,SM,30.27,"DALY CITY, WRIDGE AVE",3100,31000,28000,3450,30000,28000
2020,4,35,SM,30.834,JOHN DALY BLVD,3200,32000,29000,3500,31000,30000
2020,4,35,SF,0.8,"SAN FRANCISCO, JOHN MUIR DR",3200,30000,27000,3400,32000,29000
2020,4,35,SF,1.83,"SAN FRANCISCO, SLOAT BLVD",3000,27500,24800,3000,27500,24800
2020,4,35,SF,2.122,"SAN FRANCISCO, SUNSET BLVD",2900,27500,24700,3150,29000,26000
2020,1,36,HUM,0.298,EAST LIMITS ALTON,510,5300,4700,510,5600,4900
2020,1,36,HUM,2.811,"HYDESVILLE, ROHNERVILLE ROAD",720,5800,4600,530,5800,5300
2020,1,36,HUM,3.27,EAST LIMITS HYDESVILLE,700,5700,5200,700,5500,5200
2020,1,36,HUM,7.54,"CARLOTTA, EAST",320,3300,2600,290,2600,2300
2020,1,36,HUM,23.709,W LIMITS BRIDGEVILLE,190,2700,2300,180,2500,2000
2020,1,36,HUM,23.916,"BRIDGEVILLE, ALDERPOINT ROAD",180,2500,2000,100,2200,1900
2020,1,36,HUM,43.955,EAST LIMITS COBB,140,2000,1700,150,2000,1700
2020,2,36,TRI,3.324,LOWER MAD RIV RD 501 RT,160,1700,1150,90,850,580
2020,2,36,TRI,18.09,FOREST GLEN MAINTENANCE STATION,80,760,520,80,760,520
2020,2,36,TRI,27.23,JCT. RTE. 3 NORTH,110,1300,880,70,670,460
2020,2,36,SHA,8.87,PLATINA ROAD,120,1050,720,70,590,500
2020,2,36,TEH,23.2,BOWMAN ROAD,70,680,580,70,620,530
2020,2,36,TEH,28.216,CANNON ROAD,70,620,530,70,630,540
2020,2,36,TEH,33.739,OAK KNOLL DR,170,1700,1450,170,1700,1450
2020,2,36,TEH,39.3,MC COY ROAD,270,3650,3150,350,4050,3700
2020,2,36,TEH,39.72,BAKER ROAD,350,4050,3700,350,4500,3900
2020,2,36,TEH,39.734,NORTH MAIN ST,390,4450,3900,390,8900,7700
2020,2,36,TEH,40.315,"RED BLUFF, ADOBE ROAD",380,14300,12300,250,10800,9300
2020,2,36,TEH,40.87,"RED BLUFF, CRITTENDEN ST",250,10600,9100,470,9100,7900
2020,2,36,TEH,41.15,"RED BLUFF, WALNUT ST",470,9100,7900,630,12500,11000
2020,2,36,TEH,41.29,"RED BLUFF, OAK ST",630,12100,10500,950,20800,18000
2020,2,36,TEH,41.4,"RED BLUFF, SACRAMENTO RIVER BRIDGE",950,20800,18000,950,20800,18000
2020,2,36,TEH,41.67,"RED BLUFF, GILMORE ROAD",950,20800,18000,1200,24300,18300
2020,2,36,TEH,41.847,"RED BLUFF, JCT. RTE. 5",1200,24300,18300,960,23500,18800
2020,2,36,TEH,42.79,"RED BLUFF, CHESTNUT AVE",960,23500,18800,870,20500,17100
2020,2,36,TEH,43.28,HOY ROAD,870,20500,17100,580,14600,11900
2020,2,36,TEH,44.004,JCT. RTE. 99 SOUTH,580,14600,11900,90,2650,1800
2020,2,36,TEH,55.26,MANTON ROAD,180,2850,1800,140,2400,1500
2020,2,36,TEH,58.18,PAYNES CREEK,140,2400,1500,150,1900,1300
2020,2,36,TEH,83.142,"MINERAL, JCT. RTE. 172 SOUTHEAST",150,1600,1100,160,1300,980
2020,2,36,TEH,87.681,JCT. RTE. 89 NORTH,160,1400,980,150,1350,980
2020,2,36,TEH,91.253,"MORGAN SPRINGS, JCT. RTE. 172 SOUTHW",150,1350,980,140,1400,1050
2020,2,36,TEH,99.935,JCT. RTE. 32 SOUTHW,140,1400,1050,320,2750,2000
2020,2,36,PLU,6.287,JCT. RTE. 89,320,2750,2000,570,5200,3000
2020,2,36,PLU,8.08,FARRAR DR,650,5600,3550,650,5600,3550
2020,2,36,PLU,8.84,FEATHER RIVER BRIDGE,760,5900,4850,760,5900,4850
2020,2,36,PLU,9.18,"CHESTER, MELISSA AVE",480,4950,3650,480,4950,3650
2020,2,36,PLU,13.93,BIG SPRINGS ROAD,480,4950,3650,210,2350,1900
2020,2,36,LAS,0.76,JCT. RTE. 147 SOUTH,210,2350,1900,190,2200,1950
2020,2,36,LAS,3.1,"WWOOD, DELLWOOD ST",190,2200,1950,260,2950,2400
2020,2,36,LAS,3.706,"WWOOD, COUNTY ROAD A 21",260,2950,2400,260,3200,2450
2020,2,36,LAS,19.196,JCT. RTE. 44 NORTHW,250,2950,2250,500,4950,3900
2020,2,36,LAS,22.06,EAGLE LAKE ROAD,500,4950,3900,520,5500,4200
2020,2,36,LAS,24.46,"SUSANVILLE, COTTAGE ST",630,6600,5100,630,6600,5100
