year,DISTRICT,ROUTE,COUNTY,PM,DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT
2020,4,82,SM,16.844,"MILLBRAE, CENTER ST",2200,21200,20900,2200,20800,20400
2020,4,82,SM,17.99,"SAN BRUNO, TAYLOR/SAN MATEO AVE",2900,28500,28000,2900,28500,28000
2020,4,82,SM,18.6,"SAN BRUNO, SAN BRUNO AVE",4000,40000,39000,4100,41000,40000
2020,4,82,SM,18.963,"SAN BRUNO, JCT. RTE. 380",4100,41000,40000,3900,38000,37500
2020,4,82,SM,20.662,"SOUTH SAN FRANCISCO, CHESTNUT AVE/WBOROUGH BLVD",3900,39000,38000,3200,30000,29500
2020,4,82,SM,21.91,"SOUTH SAN FRANCISCO, HICKEY BLVD",3200,28500,27500,2200,18000,17600
2020,4,82,SM,22.434,"COLMA, MISSION ROAD",1700,13600,13300,2700,25000,24800
2020,4,82,SM,23.78,"DALY CITY, SAN PEDRO AVE",2400,21900,21500,2500,23200,22700
2020,4,82,SM,24.846,"DALY CITY, HILLSIDE BLVD",1600,15200,14800,1600,15200,14800
2020,4,82,SM,24.929,"DALY CITY, MISSION ST",1600,15200,14800,1000,8500,8300
2020,8,83,SBD,1.888,PINE AVE,2850,39000,33800,2150,29500,25700
2020,8,83,SBD,10.47,"ONTARIO, 4TH ST",2800,33500,31000,2800,33500,31000
2020,8,83,SBD,11.113,"UPLAND, JCT. RTE. 10",3200,37500,35000,2700,31000,30500
2020,8,83,SBD,3.92,MERRILL AVE,2250,26500,24700,2350,27500,25700
2020,8,83,SBD,5.42,SCHAEFER AVE,2350,27500,25700,2350,27500,25700
2020,8,83,SBD,6.413,RIVERSIDE DR,2350,27500,25700,2800,33500,31000
2020,8,83,SBD,7.179,"ONTARIO, JCT. RTE. 60",3800,45000,41700,2900,34500,32100
2020,8,83,SBD,7.413,"ONTARIO, PHILADELPHIA AVE",2700,32000,30000,2700,32000,30000
2020,8,83,SBD,8.879,"ONTARIO, MISSION BLVD",2400,28000,26200,2400,28000,26200
2020,8,83,SBD,9.458,"ONTARIO, HOLT BLVD",2450,29000,27200,2550,30000,28000
2020,8,83,SBD,9.96,"ONTARIO, G ST",2650,31000,29000,2800,33500,31000
2020,4,84,SM,0.788,SAN GREGORIO HIGHWAY (STAGE ROAD),700,1900,1600,700,1900,1600
2020,4,84,SM,14.95,"WOODSIDE, JCT. RTE. 35",800,3700,3100,800,5200,4700
2020,4,84,SM,18.34,"WOODSIDE, PORTOLA ROAD",900,5300,4800,900,5300,4800
2020,4,84,SM,20,"WOODSIDE, KINGS MOUNTAIN ROAD",800,4700,4300,1000,6300,5800
2020,4,84,SM,20.66,"WOODSIDE, CANADA ROAD",1000,7700,7200,1800,14000,13400
2020,4,84,SM,20.92,"WOODSIDE, WHISKEY HILL ROAD",1700,13400,12800,1900,15400,14900
2020,4,84,SM,21.537,"WOODSIDE, JCT. RTE. 280",1900,15400,14900,2500,31000,30500
2020,4,84,SM,22.682,"REDWOOD CITY, ALAMEDA DE LAS PULGAS",2500,31000,30500,3200,28500,28000
2020,4,84,SM,23.497,"REDWOOD CITY, VALOTA ROAD",3200,28500,28000,3300,31000,30000
2020,4,84,SM,8.328,PESCADERO ROAD,700,2400,2000,700,2400,2000
2020,4,84,SM,8.849,LA HONDA,700,2500,2100,700,2500,2100
2020,4,84,SM,24.704,"REDWOOD CITY, JCT. RTE. 82",3300,31000,30000,4600,41000,40000
2020,4,84,SM,25.058,"REDWOOD CITY, MIDDLEFIELD ROAD",4600,41000,40000,4500,40000,39000
2020,4,84,SM,25.81,"MENLO PARK, JCT. RTE. 101",6300,57000,56000,4100,40500,39000
2020,4,84,SM,27.659,JCT. RTE. 114,4100,40500,39000,6300,64000,62000
2020,4,84,SM,28.194,JCT. RTE. 109,6300,64000,62000,6400,64000,63000
2020,4,84,ALA,3.18,DUMBARTON BRIDGE TOLL PLAZA,6400,64000,63000,6400,64000,63000
2020,4,84,ALA,3.747,THORNTON AVE/ PASEO PADRE PARKWAY,6400,64000,63000,4800,52000,51000
2020,4,84,ALA,4.884,NEWARK BLVD,4800,52000,51000,5700,71000,69000
2020,4,84,ALA,6.01,SOUTH JCT. RTE. 880,5700,71000,69000,4550,57000,55000
2020,4,84,ALA,6.923,NORTH JCT. RTE. 880,3800,70000,70000,3200,28500,28000
2020,4,84,ALA,10.83,"FREMONT, JCT. RTE. 238",2400,21400,20900,1700,14800,14400
2020,4,84,ALA,13,PALOMARES ROAD,1700,14800,13300,1500,13300,12700
2020,4,84,ALA,17.287,"SUNOL, PLEASANTON/ SUNOL ROADS",1500,13300,12700,1000,7400,7000
2020,4,84,ALA,17.987,JCT. RTE. 680,1000,7400,7000,3800,35500,33500
2020,4,84,ALA,25.314,CONCANNON BLVD,3200,29500,28000,3100,28500,27000
2020,4,84,ALA,26.215,STANLEY BLVD,3100,28500,27000,4200,39000,37000
2020,4,84,ALA,27.254,JACK LONDON BLVD,4200,39000,37000,4300,40000,38000
2020,4,84,ALA,27.747,AIRWAY BLVD - L,4300,40000,38000,4300,40000,38000
2020,4,84,SOL,0.91,AIRPORT ROAD,500,3200,2800,400,1300,1100
2020,4,84,SOL,2.485,CACHE SLOUGH FERRY,200,700,600,200,400,300
2020,4,84,SOL,7.246,JCT. RTE. 220 EAST,200,400,300,200,400,400
2020,4,84,SOL,12.08,MINER SLOUGH BRIDGE/ RYER ROAD,200,400,400,200,400,300
2020,3,84,YOL,4.57,COURTLAND ROAD,50,600,440,130,1450,1150
2020,3,84,YOL,9.53,CLARKSBURG ROAD,140,1500,1450,170,1500,1350
2020,3,84,YOL,11.77,BABEL SLOUGH ROAD,270,1700,1250,140,1550,1400
2020,4,85,SCL,0.181,"SAN JOSE, BERNAL ROAD",3800,43000,42000,5300,68000,66000
2020,4,85,SCL,0.79,"SAN JOSE, GREAT OAKS BLVD",5300,68000,66000,6100,85000,83000
2020,4,85,SCL,1.973,"SAN JOSE, COTTLE ROAD ",6100,85000,83000,8000,99000,98000
2020,4,85,SCL,3.93,"SAN JOSE, BLOSSOM HILL ROAD",8000,99000,98000,10000,129000,125000
2020,4,85,SCL,5.22,JCT. RTE. 87,10000,129000,125000,9200,119000,113000
2020,4,85,SCL,6.136,ALMADEN EXPRESSWAY,9200,119000,113000,8300,106000,102000
2020,4,85,SCL,8.109,"SAN JOSE, CAMDEN AVE",8300,106000,102000,8900,114000,112000
2020,4,85,SCL,9.277,"SAN JOSE, UNION AVE",8900,114000,112000,9200,117000,115000
2020,4,85,SCL,10.231,"SAN JOSE, BASCOM AVE",9200,117000,115000,4900,62000,61000
2020,4,85,SCL,10.498,JCT. RTE. 17,8400,107000,104000,7200,104000,87000
2020,4,85,SCL,10.997,"LOS GATOS, WINCHESTER BLVD.",7200,104000,87000,8100,113000,100000
2020,4,85,SCL,13.684,"SARATOGA, SARATOGA AVE",8100,113000,100000,7000,94000,90000
2020,4,85,SCL,15.867,"CUPERTINO, SARATOGA-SUNNYVALE ROAD",7000,94000,90000,7300,97000,93000
2020,4,85,SCL,17.699,"CUPERTINO, STEVENS CREEK BLVD",7300,97000,93000,7300,95000,87000
2020,4,85,SCL,18.448,"SUNNYVALE, JCT. RTE. 280",7300,95000,87000,7400,97000,94000
2020,4,85,SCL,18.861,"CUPERTINO, HOMESTEAD ROAD",7400,97000,94000,7800,102000,99000
2020,4,85,SCL,19.856,"SUNNYVALE, FREMONT AVE ",7800,102000,99000,7600,99000,96000
2020,4,85,SCL,21.749,"MOUNTAIN VIEW, JCT. RTE. 82",7600,99000,96000,7100,99000,96000
2020,4,85,SCL,22.163,JCT. RTE. 237,7100,99000,96000,5600,79000,77000
2020,4,85,SCL,22.629,"MOUNTAIN VIEW, EVELYN AVE",5600,79000,77000,5500,71000,69000
2020,4,85,SCL,23.435,"MOUNTAIN VIEW, MOFFETT BLVD ",5500,71000,69000,5000,65000,65000
2020,4,85,SCL,23.867,"MOUNTAIN VIEW, JCT. RTE. 101",5000,65000,65000,5000,65000,65000
2020,11,86,IMP,2.077,DOGWOOD ROAD,540,5600,5100,460,4550,4200
2020,11,86,IMP,3.05,W HEBER TURN,460,4550,4200,350,3500,3300
2020,11,86,IMP,4.53,MC CABE ROAD,350,3500,3300,630,8200,8100
2020,11,86,IMP,6.006,JCT. RTE. 8,2100,24600,22400,3000,33500,32000
2020,11,86,IMP,6.534,"EL CENTRO, ROSS AVE",3000,33500,32000,2900,31000,30000
2020,11,86,IMP,7.24,"EL CENTRO, STATE ST",2900,31000,30000,2650,30000,29000
2020,11,86,IMP,7.308,MAIN ST,2650,30000,29000,1700,20600,19000
2020,11,86,IMP,8.028,"EL CENTRO, EIGHTH ST",1700,20600,19000,1600,18400,17000
2020,11,86,IMP,8.525,ADAMS/IMPERIAL AVES,1600,18400,17000,2600,31500,28500
2020,11,86,IMP,15.32,KEYSTONE ROAD,1250,13800,12500,1150,14100,12500
2020,11,86,IMP,19.19,LEGION ROAD (NORTH ROAD TO PIONEER HOSPITAL),1200,14300,12700,1950,21700,19600
2020,11,86,IMP,20.08,"BRAWLEY, WERN AVE",1950,21700,19600,1700,19100,16900
2020,11,86,IMP,20.25,"BRAWLEY, K ST",1700,19100,16900,1100,12900,12200
2020,11,86,IMP,20.627,SOUTH JCT. RTE. 78,1100,12900,12300,1550,17900,17200
2020,11,86,IMP,20.99,"BRAWLEY, RIO VISTA AVE",1550,17900,17200,1800,20900,20000
2020,11,86,IMP,21.25,LAS FLORES DR,1800,20900,20000,1700,20700,19600
2020,11,86,IMP,7.43,"EL CENTRO, EUCLID/HOGAR AVES",2600,31500,28500,2350,28000,26000
2020,11,86,IMP,7.49,"EL CENTRO, WOODWARD AVE",2350,28000,26000,2450,29000,26500
2020,11,86,IMP,7.643,SCOTT AVE,2450,29000,26500,2450,30500,27500
2020,11,86,IMP,7.93,PICO AVE,2450,30500,27500,2450,29000,26500
2020,11,86,IMP,8.18,EL DORADO AVE,2450,29000,26500,2000,23700,22100
2020,11,86,IMP,22.882,KALIN ROAD,1700,20700,19600,770,9500,8800
2020,11,86,IMP,24.057,JCT RTE 78,760,9400,8700,1450,17200,16400
2020,11,86,IMP,27.211,"WMORLAND, B ST",1450,17200,16400,1450,16400,15300
2020,11,86,IMP,27.51,"WMORLAND, CENTER ST",1450,16400,15300,1900,24600,23400
2020,11,86,IMP,27.76,"WMORLAND, W CITY LIMITS/ H ST",1900,24600,23400,1150,13400,12700
2020,11,86,IMP,28.006,MARTIN ROAD,1150,13400,12700,1150,14600,12800
2020,11,86,IMP,29.005,LACK ROAD,1150,14600,12800,1250,19000,17300
2020,11,86,IMP,33.757,BANNISTER ROAD,1250,19000,17300,1150,14900,13200
2020,11,86,IMP,43.559,NORTH JCT. RTE. 78,1100,14600,12400,1100,13300,11900
2020,11,86,IMP,53.9,AIR PARK DR,1100,13600,12100,2250,20000,18400
2020,11,86,IMP,56.12,"SALTON CITY, SOUTH MARINA DR",2250,20000,18400,2250,20600,18900
2020,11,86,IMP,63.63,SALTON SEA BEACH ROAD (BRAWLEY ROAD),2250,20600,18900,1600,18900,14900
2020,11,86,IMP,66.143,DESERT SHORES DR,1500,17100,14800,1500,18500,15300
2020,8,86,RIV,3.484,81ST AVE,1500,18500,15300,1500,18500,15300
2020,8,86,RIV,11.031,JCT RTE 195,1500,18500,15300,1400,17900,15300
2020,8,86,RIV,12.477,JCT RTE 111,1400,17900,15300,1600,20500,17500
2020,8,86,RIV,16.744,AIRPORT BLVD,1950,24700,21100,2450,31000,26500
2020,8,86,RIV,22.157,DILLON RD,2450,31000,26500,2800,35500,30200
2020,4,87,SCL,1.34,CAPITOL EXPRESSWAY,7900,103000,97000,8700,115000,108000
2020,4,87,SCL,2.826,CURTNER AVE,8700,115000,108000,8400,111000,107000
2020,4,87,SCL,3.563,ALMADEN EXPRESSWAY,8400,111000,107000,9500,131000,127000
2020,4,87,SCL,4.35,"SAN JOSE, LELONG ST",9500,131000,127000,10800,149000,143000
2020,4,87,SCL,5.156,"SAN JOSE, JCT. RTE. 280",10800,149000,143000,6500,88000,85000
2020,4,87,SCL,5.555,"SAN JOSE, PARK AVE ",6500,88000,85000,7400,100000,97000
2020,4,87,SCL,6.1,"SAN JOSE, JULIAN ST ",7400,100000,97000,7900,108000,104000
2020,4,87,SCL,6.69,W. TAYLOR,7900,108000,104000,5900,81000,76000
2020,4,87,SCL,8.755,AIRPORT PARKWAY,600,8100,7600,5500,77000,76000
2020,10,88,SJ,0.4,WILCOX ROAD,1650,19900,18300,1800,20000,19200
2020,10,88,SJ,1.77,WHITE LANE,1400,17500,15600,1300,16600,14800
2020,10,88,SJ,2.22,FAIRCHILD LANE,1300,16600,14800,1150,14300,12800
2020,10,88,SJ,4.94,"WATERLOO, FERGUSON/ COMSTOCK ROADS",890,11200,10000,680,8700,7700
2020,10,88,SJ,6.518,EIGHT MILE ROAD,700,8800,7900,1150,10400,9600
2020,10,88,SJ,9.61,HARNEY LANE,910,10300,8550,980,11200,9750
2020,10,88,SJ,12.24,"LOCKEFORD, JCT RTE 12 W",980,11600,10800,1600,15500,15300
2020,10,88,SJ,13.6,JACKTONE ROAD,1500,18000,14600,1850,20400,15600
2020,10,88,SJ,14.08,ELLIOTT/TULLY ROADS,1850,20100,15600,1700,17400,13500
2020,10,88,SJ,16.27,DISCH ROAD,1550,15600,12100,1050,13600,10900
2020,10,88,SJ,18.08,MACKVILLE ROAD,1100,15100,12600,1050,16000,11700
2020,10,88,SJ,19.174,"CLEMENTS, JCT. RTE. 12 EAST",1500,15900,13500,1600,15000,13600
2020,10,88,SJ,22.093,LIBERTY ROAD,1000,10700,9750,1000,9400,8700
2020,10,88,AMA,5.527,JCT. RTE. 124 NORTH,920,9300,7700,830,7800,6200
2020,10,88,AMA,7.389,W JCT. RTE. 104,880,9100,7350,1150,12600,10600
2020,10,88,AMA,12.68,EAST JCT. RTE. 104,1350,14600,12900,1150,9000,8300
2020,10,88,AMA,14.25,JCT. RTE. 49,1200,9300,8800,920,8900,8400
2020,10,88,AMA,14.561,MIDDLE FORK JACKSON CREEK BRIDGE,910,9600,8050,910,9600,8050
2020,10,88,AMA,14.9,"JACKSON, COURT ST",950,8700,8500,950,10000,8900
2020,10,88,AMA,22.69,"PINE GROVE, RIDGE ROAD",1450,14300,12000,1900,21700,12000
2020,10,88,AMA,23.36,VOLCANO ROAD,1900,21700,12000,1400,14500,12000
2020,10,88,AMA,26.791,"JCT RTE 26, RED CORRAL RD",1100,11100,9350,1000,9800,8450
2020,10,88,AMA,32.053,TIGER CREEK ROAD,940,7500,6300,700,6700,5500
2020,10,88,AMA,32.98,MEADOW DR,750,6900,4800,690,5800,4350
2020,10,88,AMA,34.54,INSPIRATION DR,470,4350,2100,440,4650,3500
2020,10,88,AMA,38.305,DEW DROP ROAD,850,3650,2600,450,3700,2800
2020,10,88,AMA,58.67,MORMAN EMIGRANT TRAIL,340,2550,1850,370,3000,1700
2020,10,88,AMA,71.36,KIRKWOOD MEADOWS DR,360,3250,1550,370,3600,1450
2020,10,88,ALP,1.25,CAPLES LAKE,390,3750,1950,380,3700,2450
2020,10,88,ALP,5.23,CARSON PASS SUMMIT (ELEV. 8573 FEET),390,3750,2500,380,3700,2450
2020,10,88,ALP,13.4,"PICKETTS, W JCT. RTE. 89",340,3000,2200,390,3800,2950
2020,10,88,ALP,19.223,"WOODFORDS, EAST JCT. RTE. 89",450,3800,3450,350,2850,2200
2020,10,89,ALP,9.957,"BULLION, JCT. RTE. 4 W",150,820,590,120,1000,890
2020,10,89,ALP,14.67,LARAMIE ST,110,1000,950,150,1450,910
2020,10,89,ALP,14.9,"MARKLEEVILLE, WEBSTER ST",160,1300,720,320,2700,1700
2020,10,89,ALP,21.376,"PICKETTS, JCT. RTE. 88",380,3200,3050,390,3600,3200
2020,3,89,ED,4.58,BRIDGE ROAD (ROUND LAKE),330,2850,2050,330,2850,2050
2020,3,89,ED,8.56,JCT. RTE. 50,220,2950,2550,950,11600,8700
2020,3,89,ED,9.1,"SOUTH LAKE TAHOE, 10TH ST",920,11600,8500,770,9300,6400
2020,3,89,ED,9.71,"SOUTH LAKE TAHOE, W WAY",470,6600,3850,380,5400,3000
2020,3,89,ED,11.686,FALLEN LEAF LAKE ROAD,330,4850,2600,340,4800,2600
2020,3,89,ED,13.24,SPRING TRACT ROAD,340,4800,2600,340,4800,2600
2020,3,89,ED,19.54,BLISS MEMORIAL STATE PARK ROAD,250,2550,1600,310,2950,1950
2020,3,89,ED,22.77,RUBICON GLEN DR,310,2950,1950,280,2900,1800
2020,3,89,PLA,0.85,MC KINNEY CREEK ROAD,620,5000,3500,310,5200,3700
2020,3,89,PLA,5.812,WARD CREEK BRIDGE,480,4000,3800,480,4000,3800
2020,3,89,PLA,6.46,FIR AVE,480,4000,3800,480,4000,3900
2020,3,89,PLA,8.569,"TAHOE CITY, JCT. RTE. 28 EAST",1100,14700,10300,1000,13700,10200
2020,3,89,PLA,8.9,TAHOE CITY STATE HIGHWAY MAINTENANCE STATION,1400,13000,9700,1400,13000,9700
2020,3,89,PLA,13.058,TRUCKEE RIVER BRIDGE,1500,13700,9700,1500,12200,9300
2020,3,89,PLA,13.72,SQUAW VALLEY ROAD,1500,12200,9300,1600,15100,10700
2020,3,89,PLA,21.52,W RIVER ST,1600,15100,10700,1350,12500,9800
2020,3,89,NEV,0.621,JCT RTE 80 W ON/OFF RAMPS TO WB 80,1900,19900,13900,480,6800,4800
2020,3,89,NEV,1.15,PROSSER DAM ROAD,480,6800,4800,690,6100,3950
2020,3,89,NEV,5.04,HOBART MILLS ROAD,400,2850,2050,400,2850,2050
2020,3,89,SIE,15.055,"SIERRAVILLE, JCT. RTE. 49 NORTH",280,3500,2250,220,2150,1450
2020,3,89,SIE,19.958,JCT. RTE. 49 W,240,1850,1050,170,1300,830
2020,3,89,SIE,23.08,CALPINE ROAD,170,1300,810,70,870,590
2020,2,89,PLU,7.08,GOLD LAKE ROAD,350,3000,2150,410,5200,3650
2020,2,89,PLU,8.72,"BLAIRSDEN, JCT. RTE. 70",290,2700,2000,300,2250,1800
2020,2,89,PLU,14.84,ARLINGTON ROAD,300,2250,1800,190,2200,1800
2020,2,89,PLU,16.56,STAMPFI LN (ENGLE MINE),190,2200,1800,220,2450,2000
2020,2,89,PLU,20.22,"GREENVILLE, GRAND ST",300,2750,2500,290,2850,2600
2020,2,89,PLU,20.47,"GREENVILLE, BECKWOURTH ROAD",290,2850,2600,220,2400,1800
2020,2,89,PLU,29.589,JCT. RTE. 147 NORTH,170,1650,1500,100,980,900
2020,2,89,PLU,36.655,ALMANOR,100,980,900,290,2500,1650
2020,2,89,SHA,21.719,"FOUR CORNERS, JCT. RTE. 299",290,2500,1700,440,3750,1900
2020,2,89,SHA,30,LAKE BRITTON ROAD,200,1950,1300,200,1950,1300
2020,2,89,SHA,38.777,COUNTY ROAD A 19/McARTHUR ROAD,260,2200,1300,250,2000,1250
2020,2,89,SIS,14.34,MILITARY PASS ROAD,180,2600,1650,190,2750,1750
2020,2,89,SIS,24.75,BROADWAY/SOUTHERN AVE,380,4050,2550,430,4100,2600
2020,7,90,LA,1.201,"LOS ANGELES, MINDANAO WAY",2500,35500,29500,4250,60000,50000
2020,7,90,LA,1.746,"LOS ANGELES, CULVER BLVD",4250,60000,50000,5600,78000,65000
2020,7,90,LA,1.722,"LOS ANGELES, CENTINELA AVE",5600,78000,65000,6700,95000,79000
2020,7,90,LA,2.65,"CULVER CITY, JCT. RTE. 405",6700,95000,79000,2700,38500,32000
2020,12,90,ORA,1.76,"LA HABRA, EUCLID ST",3400,46500,45100,3550,48000,46700
2020,12,90,ORA,2.497,"LA HABRA, HARBOR BLVD",3550,48000,48200,3500,47000,47100
2020,12,90,ORA,4.391,"BREA, BREA BLVD",3500,47000,47100,4900,66000,65800
2020,12,90,ORA,5.191,"BREA, STATE COLLEGE BLVD",4900,66000,63800,6000,71000,67700
2020,12,90,ORA,5.453,"BREA, JCT. RTE. 57",6000,71000,69800,4300,51000,48300
2020,12,90,ORA,6.576,W OF JCT. RTE. 142,3850,45000,42700,3850,45000,42700
2020,12,90,ORA,7.271,"BREA, JCT. RTE. 142 NORTHEAST",5400,62000,61000,4300,51000,50000
2020,12,90,ORA,11.147,"YORBA LINDA, ORCHARD/ KELLOGG DRS ",4400,52000,49700,3050,45500,44800
2020,12,90,ORA,12.275,"ANAHEIM, ORANGETHORPE AVE",2650,39000,38700,4050,58000,57700
2020,12,90,ORA,12.462,"ANAHEIM, LA PALMA AVE",4050,58000,57700,4450,64000,62900
2020,7,91,LA,6.344,"LOS ANGELES, JCT. RTE. 110",3850,66000,58000,11900,203000,179000
2020,7,91,LA,7.426,"CARSON, AVALON BLVD ",11900,203000,179000,12100,207000,182000
2020,7,91,LA,8.435,"COMPTON, CENTRAL AVE ",12100,207000,182000,12400,211000,186000
2020,7,91,LA,9.162,"COMPTON, WILMINGTON AVE ",12400,211000,186000,12800,218000,192000
2020,7,91,LA,10.271,"COMPTON, ALAMEDA ST",12800,218000,192000,12800,218000,192000
2020,7,91,LA,10.41,"COMPTON, ALAMEDA ST/SANTA FE AVE ",12800,218000,192000,13300,226000,199000
2020,7,91,LA,11.096,"LONG BEACH, LONG BEACH BLVD ",13300,226000,199000,13300,227000,200000
2020,7,91,LA,11.681,"LONG BEACH, JCT. RTE. 710",13300,227000,200000,16500,282000,248000
2020,7,91,LA,13.094,"LONG BEACH, CHERRY AVE ",16500,282000,248000,16700,285000,251000
2020,7,91,LA,13.594,"LONG BEACH, PARAMOUNT BLVD ",16700,285000,251000,16500,282000,248000
2020,7,91,LA,14.103,"LONG BEACH, DOWNEY AVE ",16500,282000,248000,16300,279000,246000
2020,7,91,LA,14.618,"BELLFLOWER, JCT. RTE. 19",16300,279000,246000,15600,267000,235000
2020,7,91,LA,15.105,"BELLFLOWER, CLARK AVE ",15600,267000,235000,16500,282000,248000
2020,7,91,LA,15.614,"BELLFLOWER, BELLFLOWER BLVD ",16500,282000,248000,16300,278000,245000
2020,7,91,LA,16.941,"CERRITOS, JCT. RTE. 605",16300,278000,245000,17400,296000,261000
2020,7,91,LA,18.087,"ARTESIA, PIONEER BLVD ",17400,296000,261000,16800,287000,253000
2020,7,91,LA,18.645,"CERRITOS, NORWALK BLVD ",16800,287000,253000,16700,285000,251000
2020,7,91,LA,19.172,"CERRITOS, BLOOMFIELD AVE ",16700,285000,251000,15400,262000,231000
2020,7,91,LA,19.434,"CERRITOS, ARTESIA AVE ",15400,262000,231000,15200,260000,229000
2020,7,91,LA,20.454,"CERRITOS, CARMENITA AVE ",15200,260000,229000,14900,256000,225000
2020,12,91,ORA,0.489,"LA PALMA, ORANGETHORPE AVE ",18500,283600,275400,22300,322000,300400
2020,12,91,ORA,0.848,"BUENA PARK, VALLEY VIEW ST ",20400,295000,275400,22200,319000,300400
2020,12,91,ORA,1.842,"BUENA PARK, KNOTT AVE ",22300,321000,300400,24200,333000,312700
2020,12,91,ORA,2.615,"BUENA PARK, JCT. RTE. 39/BEACH BLVD",24200,333000,312700,24400,338000,319000
2020,12,91,ORA,3.638,"FULLERTON, JCT. RTE. 5",12200,169000,159500,9000,126000,120200
2020,12,91,ORA,3.851,"FULLERTON, MAGNOLIA BLVD",9000,126000,120200,10800,154000,146600
2020,12,91,ORA,3.879,"FULLERTON, MAGNOLIA BLVD",9000,126000,120200,10800,154000,146600
2020,12,91,ORA,1.232,"ANAHEIM, BROOKHURST AVE ",21500,307000,293200,22500,325000,312400
2020,12,91,ORA,2.234,EUCLID AVE ,22400,325000,312400,22900,330000,317000
2020,12,91,ORA,3.258,"FULLERTON, HARBOR BLVD",22900,330000,317000,22100,319000,306600
2020,12,91,ORA,3.512,"ANAHEIM, LEMON ST/ HARVARD AVE ",22900,330000,317000,22200,319000,306600
2020,12,91,ORA,4.256,"ANAHEIM, EAST ST ",22200,319000,306600,20900,300000,287000
2020,12,91,ORA,5.258,"ANAHEIM, STATE COLLEGE BLVD",20900,300000,287000,20000,291000,279300
2020,12,91,ORA,6.119,"ANAHEIM, JCT. RTE. 57",20000,291000,279300,17000,240000,228700
2020,12,91,ORA,7.353,KRAEMER BLVD/ GLASSELL ST,18000,256000,244000,17400,250000,239000
2020,12,91,ORA,8.399,TUSTIN AVE ,17400,250000,239000,17000,240000,228500
2020,12,91,ORA,9.187,JCT. RTE. 55 SOUTH,14000,200000,190000,19200,302000,287400
2020,12,91,ORA,10.091,LAKEVIEW AVE,19200,302000,287400,19200,305000,290000
2020,12,91,ORA,11.54,"PERALTA, JCT. RTE. 90 W",17300,274000,260000,18400,292000,279000
2020,12,91,ORA,12.08,E/O IMPERIAL HIGHWAY; RTE 90,17100,272000,260000,18400,292000,279000
2020,12,91,ORA,14.431,WEIR CANYON ROAD,9600,152000,145100,9400,150000,144500
2020,12,91,ORA,14.431,WEIR CANYON ROAD ,9400,152000,136000,9300,148000,141700
2020,12,91,ORA,15.925,JCT RTE 241,18700,297000,284000,19300,283000,272000
2020,12,91,ORA,16.404,GYPSUM CANYON ROAD ,19300,283000,272000,19800,290000,280000
2020,12,91,ORA,17.95,COAL CANYON ROAD RIGHT,9100,145000,139500,9100,145000,139500
2020,12,91,ORA,17.973,COAL CANYON ROAD LEFT,9100,145000,139500,9100,145000,139500
2020,8,91,RIV,1.031,GREEN RIVER DR ,19800,308000,274000,17900,279000,248000
2020,8,91,RIV,2.087,JCT. RTE. 71 NORTH,17900,279000,248000,18000,281000,250000
2020,8,91,RIV,3.705,SERFAS CLUB DR ,18000,281000,250000,18100,282000,251000
2020,8,91,RIV,10.806,"RIVERSIDE, PIERCE ST ",14200,233000,210000,12800,211000,190000
2020,8,91,RIV,11.097,"RIVERSIDE, MAGNOLIA AVE ",12800,211000,190000,13300,219000,197000
2020,8,91,RIV,11.991,"RIVERSIDE, LA SIERRA AVE",13300,219000,197000,14200,233000,210000
2020,8,91,RIV,13.04,"RIVERSIDE, TYLER ST ",14200,233000,210000,14100,231000,208000
2020,8,91,RIV,14.079,"RIVERSIDE, VAN BUREN ST",14100,231000,208000,13000,213000,192000
2020,8,91,RIV,15.627,"RIVERSIDE, ADAMS ST ",13000,213000,192000,12800,211000,190000
2020,8,91,RIV,16.651,"RIVERSIDE, MADISON ST ",12800,211000,190000,13600,206000,183000
2020,8,91,RIV,17.819,"RIVERSIDE, ARLINGTON AVE ",13600,206000,183000,13600,206000,183000
2020,8,91,RIV,18.412,"RIVERSIDE, CENTRAL AVE ",13600,206000,183000,13700,207000,184000
2020,8,91,RIV,19.999,"RIVERSIDE, 14TH ST",13800,208000,185000,14200,214000,190000
2020,8,91,RIV,20.45,"RIVERSIDE, MISSION INN AVE",13300,190000,185000,14300,216000,192000
2020,8,91,RIV,21.471,"RIVERSIDE, SPRUCE ST",14300,216000,192000,14300,216000,192000
2020,8,91,RIV,4.157,MAPLE ST ,18100,282000,251000,17500,273000,243000
2020,8,91,RIV,5.383,"CORONA, LINCOLN AVE ",17500,273000,243000,18000,281000,250000
2020,8,91,RIV,6.024,"CORONA, W GRAND BLVD ",18000,281000,250000,17400,272000,242000
2020,8,91,RIV,6.343,"CORONA, MAIN ST",17400,272000,242000,16400,257000,228000
2020,8,91,RIV,7.451,"CORONA, JCT RTE 15",16400,257000,228000,16600,259000,230000
2020,8,91,RIV,9.18,MC KINLEY ST,15500,255000,230000,14200,233000,210000
2020,4,92,SM,0.2,"HALF MOON BAY, MAIN ST",1300,14700,14000,2100,23000,21800
2020,4,92,SM,5.191,JCT. RTE. 35 SOUTH,2100,23000,21800,2200,24200,23000
