year,RTE,DIST,CNTY,POSTMILE,DESCRIPTION,VEHICLE_AADT_TOTAL,TOT_TRK_AADT,TRK_PERCENT_TOT
2021,4,10,SJ,14.023,ROBERTS ISLAND ROAD,17100,2120,12.4
2021,4,10,SJ,15.09,FRESNO AVENUE,18700,2132,11.4
2021,4,10,SJ,15.09,FRESNO AVENUE,17400,2436,14
2021,4,10,SJ,16.059,"STOCKTON, NORTH JCT RTE 5",16000,800,5
2021,4,10,SJ,16.059,"STOCKTON, NORTH JCT RTE 5",98000,9408,9.6
2021,4,10,SJ,17.052,STANISLAUS STREET,99000,9504,9.6
2021,4,10,SJ,19.986,SOUTH JCT. RTE. 99,105000,13440,12.8
2021,4,10,SJ,19.75,SOUTH JCT. RTE. 99,9400,536,5.7
2021,4,10,SJ,33.1,FARMINGTON/ESCALON-BELLOTA RD,5000,321,6.41
2021,4,10,SJ,33.1,FARMINGTON/ESCALON-BELLOTA RD,6200,391,6.3
2021,4,10,STA,8.885,STANISLAUS/CALAVERAS COUNTY LINE,7600,341,4.49
2021,4,10,CAL,0,STANISLAUS/CALAVERAS COUNTY LINE,7600,341,4.49
2021,4,10,CAL,26.22,VALLECITO,7900,514,6.5
2021,4,10,CAL,26.22,VALLECITO,7800,514,6.59
2021,4,10,CAL,29.62,BIG TREES/TOMBELL ROADS,7000,350,5
2021,4,10,CAL,29.62,BIG TREES/TOMBELL ROADS,6800,340,5
2021,4,10,CAL,42.62,MORAN ROAD EAST JUNCTION,6000,240,4
2021,4,10,CAL,44.497,BIG TREES STATE PARK,2700,189,7
2021,4,10,CAL,44.497,BIG TREES STATE PARK,2550,179,7.02
2021,4,10,CAL,49.57,MEKO DRIVE,1400,119,8.48
2021,4,10,CAL,65.865,CALAVERAS/ALPINE COUNTY LINE,1200,24,2
2021,4,10,ALP,0,CALAVERAS/ALPINE COUNTY LINE,1200,24,2
2021,5,11,SD,0.878,SOUTH JCT. RTE. 805,33500,1273,3.8
2021,5,11,SD,4.632,JCT. RTE. 75 WEST,136000,5032,3.7
2021,5,11,SD,4.632,JCT. RTE. 75 WEST,106000,4452,4.2
2021,5,11,SD,11.129,8TH STREET,183000,9150,5
2021,5,11,SD,12.647,JCT. RTE. 15 NORTH,147000,6027,4.1
2021,5,11,SD,12.647,JCT. RTE. 15 NORTH,205000,10250,5
2021,5,11,SD,14.077,"SAN DIEGO, JCT. RTE. 75 SOUTH",150000,6150,4.1
2021,5,11,SD,14.077,"SAN DIEGO, JCT. RTE. 75 SOUTH",152000,6080,4
2021,5,11,SD,15.036,"SAN DIEGO, JCT. RTE. 94",156000,5928,3.8
2021,5,11,SD,15.036,"SAN DIEGO, JCT. RTE. 94",201000,8040,4
2021,5,11,SD,16.069,"SAN DIEGO, JCT. RTE. 163",201000,7437,3.7
2021,5,11,SD,16.069,"SAN DIEGO, JCT. RTE. 163",192000,7872,4.1
2021,5,11,SD,20.056,JCT. RTE. 8/CAMINO DEL RIO,153000,6273,4.1
2021,5,11,SD,20.056,JCT. RTE. 8/CAMINO DEL RIO,144000,4896,3.4
2021,5,11,SD,23.476,"SAN DIEGO, BALBOA AVENUE",121000,4840,4
2021,5,11,SD,23.476,"SAN DIEGO, BALBOA AVENUE",134000,6030,4.5
2021,5,11,SD,25.947,JCT. RTE. 52 EAST,154000,6314,4.1
2021,5,11,SD,30.682,"SAN DIEGO, NORTH JCT. RTE. 805",54000,2052,3.8
2021,5,11,SD,41.509,ENCINITAS BOULEVARD,189000,15649,8.28
2021,5,11,SD,42.712,LEUCADIA BOULEVARD,188000,16751,8.91
2021,5,11,SD,51.201,JCT. RTE. 78 EAST,193000,9283,4.81
2021,5,11,SD,51.201,JCT. RTE. 78 EAST,190000,9120,4.8
2021,5,11,SD,52.834,BROOKS ST OC,160000,11488,7.18
2021,5,11,SD,53.43,MISSION AVENUE,156000,9329,5.98
2021,5,11,SD,54.39,HARBOR DRIVE/VANDERGRIFT,120000,10860,9.05
2021,5,11,SD,71.377,BASILONE ROAD,119000,8604,7.23
2021,5,12,ORA,0,SAN DIEGO/ORANGE COUNTY LINE,142000,9940,7
2021,5,12,ORA,6.78,JCT RTE 1,192000,13440,7
2021,5,12,ORA,9.604,"SAN JUAN CAPISTRANO, JCT. RTE. 74",183000,12810,7
2021,5,12,ORA,9.604,"SAN JUAN CAPISTRANO, JCT. RTE. 74",210000,14700,7
2021,5,12,ORA,13.776,CROWN VALLEY PARKWAY INTERCHANGE,213000,15975,7.5
2021,5,12,ORA,21.304,"JCT. RTE. 405, SANTA ANA FREEWAY",317000,22190,7
2021,5,12,ORA,23.12,"IRVINE, JCT. RTE. 133",304000,21280,7
2021,5,12,ORA,23.12,"IRVINE, JCT. RTE. 133",299000,20930,7
2021,5,12,ORA,30.263,"TUSTIN, JCT. RTE. 55, COSTA MESA FREEWAY",302000,21140,7
2021,5,12,ORA,30.263,"TUSTIN, JCT. RTE. 55, COSTA MESA FREEWAY",302000,21140,7
2021,5,12,ORA,34,"SANTA ANA, JCT. RTES. 22 AND 57, GARDEN GROVE/ORANGE FREEWAYS",336000,23520,7
2021,5,12,ORA,34,"SANTA ANA, JCT. RTES. 22 AND 57, GARDEN GROVE/ORANGE FREEWAYS",324000,22680,7
2021,5,12,ORA,34.942,"ORANGE, CHAPMAN AVENUE",273000,21840,8
2021,5,12,ORA,36.258,KATELLA AVENUE,273000,23205,8.5
2021,5,12,ORA,36.258,KATELLA AVENUE,287000,22960,8
2021,5,12,ORA,38.915,LINCOLN AVENUE,285000,25650,9
2021,5,12,ORA,38.915,LINCOLN AVENUE,274000,24660,9
2021,5,12,ORA,42.1,"FULLERTON, JCT. RTE. 91, RIVERSIDE/ARTESIA FREEWAYS",117000,11115,9.5
2021,5,12,ORA,42.1,"FULLERTON, JCT. RTE. 91, RIVERSIDE/ARTESIA FREEWAYS",137000,11645,8.5
2021,5,12,ORA,43.43,JCT. RTE. 39; BEACH BOULEVARD,213400,20273,9.5
2021,5,7,LA,0,ORANGE/LOS ANGELES COUNTY LINE,160000,12960,8.1
2021,5,7,LA,6.848,"SANTA FE SPRINGS, JCT. RTE. 605, SAN GABRIEL RIVER FREEWAY",180000,13050,7.25
2021,5,7,LA,6.848,"SANTA FE SPRINGS, JCT. RTE. 605, SAN GABRIEL RIVER FREEWAY",214000,14295,6.68
2021,5,7,LA,10.876,"COMMERCE, GARFIELD AVENUE INTERCHANGE",205000,16749,8.17
2021,5,7,LA,13.784,"COMMERCE, JCT. RTE. 710, LONG BEACH FREEWAY",213000,16784,7.88
2021,5,7,LA,13.784,"COMMERCE, JCT. RTE. 710, LONG BEACH FREEWAY",229000,14656,6.4
2021,5,7,LA,16.474,"LOS ANGELES, JCT. RTE. 60, POMONA FREEWAY",253000,19430,7.68
2021,5,7,LA,16.474,"LOS ANGELES, JCT. RTE. 60, POMONA FREEWAY",219000,14673,6.7
2021,5,7,LA,18.452,"LOS ANGELES, JCT. RTE. 10, SAN BERNARDINO FREEWAY",214000,14509,6.78
2021,5,7,LA,18.452,"LOS ANGELES, JCT. RTE. 10, SAN BERNARDINO FREEWAY",219000,13753,6.28
2021,5,7,LA,20.444,"LOS ANGELES, JCT. RTE. 110, PASADENA FREEWAY",206000,13493,6.55
2021,5,7,LA,20.444,"LOS ANGELES, JCT. RTE. 110, PASADENA FREEWAY",265000,13277,5.01
2021,5,7,LA,22.548,"LOS ANGELES, JCT. RTE. 2, GLENDALE FREEWAY",261000,13311,5.1
2021,5,7,LA,22.548,"LOS ANGELES, JCT. RTE. 2, GLENDALE FREEWAY",219000,14585,6.66
2021,5,7,LA,25.781,"LOS ANGELES, COLORADO BOULEVARD EXTENSION INTERCHANGE",232000,14570,6.28
2021,5,7,LA,27.08,"LOS ANGELES, JCT. RTE. 134, VENTURA FREEWAY",242000,14907,6.16
2021,5,7,LA,27.08,"LOS ANGELES, JCT. RTE. 134, VENTURA FREEWAY",222000,15473,6.97
2021,5,7,LA,36.358,"LOS ANGELES, JCT. RTE. 170, HOLLYWOOD FREEWAY",182000,11593,6.37
2021,5,7,LA,36.358,"LOS ANGELES, JCT. RTE. 170, HOLLYWOOD FREEWAY",274000,20386,7.44
2021,5,7,LA,39.361,"LOS ANGELES, JCT. RTE. 118, RONALD REAGAN FREEWAY",271000,21057,7.77
2021,5,7,LA,41,S/O JCT RTE 405;N/O RINALDI ST,174000,5255,3.02
2021,5,7,LA,41.597,"LOS ANGELES, JCT. RTE. 405, SAN DIEGO FREEWAY",175000,6440,3.68
2021,5,7,LA,41.597,"LOS ANGELES, JCT. RTE. 405, SAN DIEGO FREEWAY",285000,17471,6.13
2021,5,7,LA,44.014,"LOS ANGELES, JCT. RTE. 210, FOOTHILL FREEWAY",268000,21065,7.86
2021,5,7,LA,45.584,"JCT. RTE. 14, ANTELOPE VALLEY FREEWAY",193000,18760,9.72
2021,5,7,LA,53.565,"SANTA CLARITA, SOUTH JCT. RTE. 126, MAGIC MOUNTAIN PARKWAY INTERCHANGE",149000,18774,12.6
