year,DISTRICT,RTE,CNTY,PM,DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT
2019,2,36,TEH,39.734,NORTH MAIN STREET,510,6000,4100,550,8700,8000
2019,2,36,TEH,40.315,"RED BLUFF, ADOBE ROAD",540,14000,12800,360,10500,9700
2019,2,36,TEH,40.87,"RED BLUFF, CRITTENDEN STREET",360,10400,9500,670,8800,8200
2019,2,36,TEH,41.15,"RED BLUFF, WALNUT STREET",670,8900,8200,890,12200,11500
2019,2,36,TEH,41.29,"RED BLUFF, OAK STREET",890,11800,11000,1400,20300,18800
2019,2,36,TEH,41.4,"RED BLUFF, SACRAMENTO RIVER BRIDGE",1400,20300,18800,1400,20300,18800
2019,2,36,TEH,41.67,"RED BLUFF, GILMORE ROAD",1400,20300,18800,1700,23800,19100
2019,2,36,TEH,41.847,"RED BLUFF, JCT. RTE. 5",1700,23800,19100,1400,22900,19600
2019,2,36,TEH,42.79,"RED BLUFF, CHESTNUT AVENUE",1400,22900,19600,1250,20000,17800
2019,2,36,TEH,43.28,HOY ROAD,1250,20000,17800,820,14200,12400
2019,2,36,TEH,44.004,JCT. RTE. 99 SOUTH,820,14200,12400,130,2600,1900
2019,2,36,TEH,55.26,MANTON ROAD,260,2800,1850,200,2350,1600
2019,2,36,TEH,58.18,PAYNES CREEK,200,2350,1600,220,1850,1400
2019,2,36,TEH,83.142,"MINERAL, JCT. RTE. 172 SOUTHEAST",210,1550,1150,190,1350,1050
2019,2,36,TEH,87.681,JCT. RTE. 89 NORTH,190,1500,1050,180,1450,1050
2019,2,36,TEH,91.253,"MORGAN SPRINGS, JCT. RTE. 172 SOUTHWEST",180,1450,1050,160,1500,1100
2019,2,36,TEH,99.935,JCT. RTE. 32 SOUTHWEST,160,1500,1100,380,2900,2150
2019,2,36,PLU,6.287,JCT. RTE. 89,380,2900,2150,680,5600,3200
2019,2,36,PLU,8.08,FARRAR DRIVE,770,5900,3800,770,5900,3800
2019,2,36,PLU,8.84,FEATHER RIVER BRIDGE,900,6300,5200,900,6300,5200
2019,2,36,PLU,9.18,"CHESTER, MELISSA AVENUE",570,5300,3900,570,5300,3900
2019,2,36,PLU,13.93,BIG SPRINGS ROAD,570,5300,3900,250,2450,2050
2019,2,36,LAS,0.76,JCT. RTE. 147 SOUTH,250,2450,2050,230,2350,2050
2019,2,36,LAS,3.1,"WESTWOOD, DELLWOOD ST",230,2350,2050,310,3150,2550
2019,2,36,LAS,3.706,"WESTWOOD, COUNTY ROAD A 21",310,3150,2550,310,3350,2600
2019,2,36,LAS,19.196,JCT. RTE. 44 NORTHWEST,290,3100,2450,490,5300,4200
2019,2,36,LAS,22.06,EAGLE LAKE ROAD,490,5300,4200,500,5800,4500
2019,2,36,LAS,24.46,"SUSANVILLE, COTTAGE STREET",620,7000,5500,620,7000,5500
2019,2,36,LAS,25.05,"SUSANVILLE, PACIFIC STREET",1100,11900,10900,1100,11900,10900
2019,2,36,LAS,25.356,"SUSANVILLE, JCT. RTE. 139 NORTH",1100,11900,10900,1500,16000,15000
2019,2,36,LAS,25.94,RIVERSIDE DRIVE,1500,16000,15000,1600,16200,15600
2019,2,36,LAS,26.22,"SUSANVILLE, JOHNSTONVILLE ROAD",1600,16200,15600,1050,10200,9000
2019,2,36,LAS,29.394,SOUTH JCT. RTE. 395,1050,10200,9000,1050,10200,9000
2019,4,37,MRN,11.2,"NOVATO, JCT. RTE. 101",4300,5100,42500,3200,38500,31900
2019,4,37,MRN,13.773,ATHERTON AVENUE,3200,38500,31900,3400,40500,33800
2019,4,37,MRN,14.473,PETALUMA CREEK,3400,40500,33800,3400,40500,33800
2019,4,37,SON,2.06,LAKEVILLE ROAD,3400,40500,33800,3400,40500,33800
2019,4,37,SON,3.9,JCT. RTE. 121 NORTH,3400,40500,33800,3400,40500,33800
2019,4,37,SOL,7.213,WALNUT AVENUE,3500,42500,35800,3300,40500,36700
2019,4,37,SOL,8.01,WILSON AVENUE,3300,40500,36700,3100,39500,38700
2019,4,37,SOL,9.665,JCT. RTE. 29,3100,39500,38700,5500,73000,69600
2019,4,37,SOL,10.94,"VALLEJO, FAIRGROUNDS DRIVE",5500,73000,69600,7700,101000,96600
2019,8,38,SBD,0,"REDLANDS, JCT. RTE. 10",2100,22600,21500,2100,22600,21500
2019,8,38,SBD,0.071,"REDLANDS, COLTON AVENUE",2100,22600,21500,3650,22600,16000
2019,8,38,SBD,0.571,ORANGE STREET/LUGONIA AVENUE,3650,22600,16000,3900,24000,17000
2019,8,38,SBD,3.071,"REDLANDS, WABASH AVENUE",4550,28000,20000,3900,24000,17000
2019,8,38,SBD,4.07,"MENTONE, CRAFTON AVENUE",3200,19700,14000,3150,19300,13700
2019,8,38,SBD,8.53,BRYANT STREET,3150,19300,13700,1500,9300,6600
2019,8,38,SBD,9.72,SAN BERNARDINO NATIONAL FOREST BOUNDARY,1350,8500,6000,2100,7600,5500
2019,8,38,SBD,14.99,VALLEY OF THE FALLS DRIVE,2100,7600,5500,1450,5300,3800
2019,8,38,SBD,25.38,TWO LAKES ROAD,1200,4300,3100,1050,3750,2700
2019,8,38,SBD,30.861,SOUTH FORK SANTA ANA RIVER BRIDGE,1050,3750,2700,1050,3750,2700
2019,8,38,SBD,48.16,"BIG BEAR CITY, BIG BEAR BOULEVARD",3200,11700,8400,5400,19500,14000
2019,8,38,SBD,49.53,JCT. RTE. 18,6400,23400,16800,680,4300,4000
2019,8,38,SBD,51.9,STANFIELD CUTOFF,920,5800,5400,460,2900,2700
2019,8,38,SBD,54.047,HOLCOMB VALLEY ROAD,460,2900,2700,470,2650,1900
2019,12,39,ORA,1.63,"HUNTINGTON BEACH, ADAMS AVENUE",3850,38500,32800,4700,49500,42600
2019,12,39,ORA,3.12,"HUNTINGTON BEACH, MAIN STREET/ELLIS AVENUE",6800,72000,61700,6500,75000,67100
2019,12,39,ORA,3.611,"HUNTINGTON BEACH, TALBERT AVENUE",6500,75000,65100,6400,74000,66500
2019,12,39,ORA,4.131,"HUNTINGTON BEACH, SLATER AVENUE",6400,74000,66500,6700,78000,69600
2019,12,39,ORA,4.631,"HUNTINGTON BEACH, WARNER AVENUE",5600,78000,69400,5800,76000,71900
2019,12,39,ORA,5.8,"HUNTINGTON BEACH, JCT. RTE. 405",6400,84000,82000,6700,89000,86200
2019,12,39,ORA,6.63,"WESTMINSTER, BOLSA AVENUE",6700,89000,83600,6200,84000,77500
2019,12,39,ORA,7.634,"WESTMINSTER, WESTMINSTER AVENUE",6200,84000,77500,5900,81000,74500
2019,12,39,ORA,8.478,"WESTMINSTER, JCT. RTE. 22",6000,82000,77000,5900,83000,76900
2019,12,39,ORA,9.171,"STANTON, LAMPSON AVENUE",6100,87000,77600,6200,85000,77600
2019,12,39,ORA,9.671,"STANTON, CHAPMAN AVENUE",5700,79000,71500,5700,79000,71500
2019,12,39,ORA,10.66,"STANTON, KATELLA AVENUE",5100,71000,64600,5100,71000,64600
2019,12,39,ORA,11.181,"STANTON, CERRITOS AVENUE",5200,71000,65200,5200,71000,65200
2019,12,39,ORA,11.681,BALL ROAD,5000,68000,62500,5000,68000,62500
2019,12,39,ORA,12.685,"ANAHEIM, LINCOLN AVENUE",5300,72000,68800,5800,72000,68800
2019,12,39,ORA,14.378,"BUENA PARK, JCT. RTE. 91",5900,71000,68500,5200,62000,57800
2019,12,39,ORA,15.15,"BUENA PARK, MANCHESTER AVENUE",5100,62000,57600,5200,61000,57600
2019,12,39,ORA,15.573,"BUENA PARK, ARTESIA BOULEVARD",5100,61000,57600,5400,64000,60700
2019,12,39,ORA,16.13,STAGE ROAD/CASCADE WAY,6000,71000,66400,5900,73000,66400
2019,12,39,ORA,16.38,"BUENA PARK, LA MIRADA BOULEVARD",5800,72000,65600,4400,54000,48600
2019,12,39,LA,17.34,ROSECRANS AVE,4050,50000,45000,3900,49000,44000
2019,12,39,ORA,19.168,"LA HABRA, JCT. RTE. 90 EAST",4300,54000,50300,4150,54000,50300
2019,12,39,ORA,19.671,"LA HABRA, LAMBERT ROAD",3550,46000,41700,3000,36000,34700
2019,12,39,ORA,20.719,"LA HABRA, JCT. RTE. 72",2650,33000,32700,3350,40500,39700
2019,12,39,ORA,20.88,"LA HABRA, HACIENDA BOULEVARD",3350,40500,39700,3100,38500,37200
2019,7,39,LA,19.73,"MORRIS DAM ROAD, NAVAL ORDNANCE TEST STATION",490,2900,2350,430,2550,2100
2019,7,39,LA,25.71,EAST FORK ROAD,330,1950,1600,390,2300,1850
2019,7,39,LA,32.49,COLD BROOK RANGER STATION,50,270,220,50,270,220
2019,7,39,LA,38.15,CRYSTAL LAKE ROAD,30,180,150,20,140,110
2019,8,40,SBD,0.794,"MONTARA AVENUE  EAST BARSTOW , BEGIN FREEWAY",2950,25500,21800,2950,25500,22000
2019,8,40,SBD,2.348,MAIN STREET ,2950,25500,22000,2950,25500,22000
2019,8,40,SBD,4.708,NEBO STREET ,2700,23300,20000,2650,22900,19700
2019,8,40,SBD,7.181,A STREET,2650,22900,19700,2300,19800,17000
2019,8,40,SBD,12.191,AIRPORT ROAD,2300,19800,17000,2150,18600,16000
2019,8,40,SBD,18.446,WEST NEWBERRY ROAD,2150,18600,16000,1950,16900,14500
2019,8,40,SBD,23.334,FORT CADY ROAD ,1950,16900,14500,1900,16300,14000
2019,8,40,SBD,28.481,E/O DESERT OASIS ROADSIDE REST,1900,16300,14000,1900,16600,14300
2019,8,40,SBD,32.496,HECTOR ROAD ,1900,16600,14300,1900,16300,14000
2019,8,40,SBD,49.984,CRUCERO ROAD ,1900,16300,14000,1700,14800,12700
2019,8,40,SBD,78.172,KELBAKER ROAD ,1700,14800,12700,1750,15100,13000
2019,8,40,SBD,99.728,ESSEX ROAD ,1750,15100,13000,1750,15100,13000
2019,8,40,SBD,107.17,GOFFS ROAD ,1750,15100,13000,1750,15100,13000
2019,8,40,SBD,115.199,MOUNTAIN SPRINGS ROAD ,1750,15100,13000,1700,14900,12800
2019,8,40,SBD,119.975,WATER ROAD ,1700,14900,12800,1700,14900,12800
2019,8,40,SBD,132.739,JCT. RTE. 95 NORTH,1700,14900,12800,1800,20300,17500
2019,8,40,SBD,139.117,PARK ROAD,1800,20300,17500,1500,16700,14400
2019,8,40,SBD,141.017,RIVER ROAD ,1500,16700,14400,1550,17100,14700
2019,8,40,SBD,142.37,"NEEDLES, J STREET ",1550,17100,14700,1850,20900,18000
2019,8,40,SBD,143.764,JCT. RTE. 95 SOUTH,1850,20900,18000,1500,16700,14400
2019,8,40,SBD,148.198,FIVE MILE ROAD,1500,16700,14400,1550,17300,14900
2019,8,40,SBD,153.315,PARK MOABI ROAD ,1550,17300,14900,1550,17300,14900
2019,5,41,SLO,7.234,CERRO ALTO ROAD,1000,7900,7000,1600,11100,8800
2019,5,41,SLO,14.52,"ATASCADERO, SANTA ROSA ROAD",1600,19700,10200,1600,10200,9200
2019,5,41,SLO,15.894,"ATASCADERO, JCT. RTE. 101",1600,19700,12100,2100,19300,17000
2019,5,41,SLO,15.96,EL CAMINO REAL,1900,19700,17000,970,14200,11700
2019,5,41,SLO,27.975,JCT. RTE. 229 SOUTH ,160,2700,2200,210,3500,2500
2019,5,41,SLO,41.159,MC MILLAN CANYON ROAD,150,1500,960,60,710,530
2019,5,41,SLO,42.172,JCT. RTE. 46,140,1400,940,680,7300,5500
2019,6,41,KIN,8.098,"REEF CITY, JCT. RTE. 33",1200,10700,8400,1100,10700,7900
2019,6,41,KIN,16.275,JCT. RTE. 5,110,10700,7900,2250,26000,21000
2019,6,41,KIN,16.72,BERNARD DRIVE,2250,26000,21000,830,8500,7700
2019,6,41,KIN,20.08,QUAIL AVENUE,840,8700,7800,840,8700,7800
2019,6,41,KIN,28.429,NEVADA AVENUE/COALINGA ROAD,840,8700,7800,840,9100,8000
2019,6,41,KIN,37.792,JACKSON AVENUE,1200,13800,12400,1200,13900,12500
2019,6,41,KIN,39.962,JCT RTE 198,1200,14000,12600,1750,21300,19600
2019,6,41,KIN,40.95,BUSH STREET,1750,21300,19600,1500,18200,16800
2019,6,41,KIN,42.148,HANFORD-ARMONA ROAD,1500,18200,16800,1700,20400,19100
2019,6,41,KIN,44.153,GRANGEVILLE BOULEVARD,1700,20400,19100,1600,18800,17700
2019,6,41,FRE,2.03,MOUNT WHITNEY AVENUE,1500,18200,16500,1550,18400,16800
2019,6,41,FRE,6.069,ELKHORN AVENUE,1550,18400,16800,1600,18900,17300
2019,6,41,FRE,8.107,CONEJO AVENUE,1600,18900,17300,1600,18900,17300
2019,6,41,FRE,10.108,MOUNTAIN VIEW AVENUE,1600,18900,17300,1950,23300,21300
2019,6,41,FRE,14.101,MANNING AVENUE,2000,23800,21800,2150,24800,23200
2019,6,41,FRE,16.1,ADAMS AVENUE,2150,24800,23200,2700,31000,29000
2019,6,41,FRE,19.113,CENTRAL AVENUE,2700,31000,29000,2950,34000,32000
2019,6,41,FRE,20.084,NORTH AVENUE,2950,34000,32000,3700,41500,39500
2019,6,41,FRE,21.113,"FRESNO, EAST JENSEN AVENUE",3700,41500,39500,4650,52000,50000
2019,6,41,FRE,21.859,JCT RTE 99,4650,52000,50000,9300,106000,100000
2019,6,41,FRE,22.798,"FRESNO, M STREET",9300,106000,100000,10800,121000,115000
2019,6,41,FRE,23.736,"FRESNO, DIVISADERO STREET",10800,121000,115000,12800,146000,138000
2019,6,41,FRE,24.527,"FRESNO, JCT. RTE. 180S",12800,146000,138000,15700,168000,157000
2019,6,41,FRE,25.266,"FRESNO, MC KINLEY AVENUE",15700,168000,157000,15400,162000,157000
2019,6,41,FRE,26.461,"FRESNO, SHIELDS AVENUE",15300,162000,156000,14700,156000,151000
2019,6,41,FRE,27.471,"FRESNO, ASHLAN AVENUE",14700,156000,151000,13600,151000,146000
2019,6,41,FRE,28.469,"FRESNO, SHAW AVENUE",13600,151000,146000,12300,136000,132000
2019,6,41,FRE,29.463,"FRESNO, BULLARD AVENUE",12300,136000,132000,10700,119000,114000
2019,6,41,FRE,30.447,"FRESNO, HERNDON AVENUE",10700,119000,114000,7300,87000,83000
2019,6,41,FRE,31.683,"FRESNO, FRIANT ROAD",7300,87000,83000,5100,55000,53000
2019,6,41,MAD,3.23,AVENUE 12,2950,36000,32500,1850,22600,20400
2019,6,41,MAD,9.25,JCT. RTE. 145 WEST,1400,16900,15300,1600,20200,17600
2019,6,41,MAD,17.91,COUNTY ROAD 200,1500,19300,16600,1350,17100,14000
2019,6,41,MAD,25,ROAD 417 (RIGHT),1100,13900,11800,1100,13500,11600
2019,6,41,MAD,35.48,JCT. RTE. 49 NORTH,1450,18300,15700,2100,23900,20400
2019,6,41,MAD,35.77,"OAKHURST, ROAD 426",2100,28000,20400,1400,14100,10500
2019,6,41,MAD,38.889,"YOSEMITE FORKS, BASS LAKE ROAD",1400,14900,10500,820,9400,6200
2019,6,41,MAD,0.639,MARIPOSA/MADERA COUNTY LINE,440,4250,3000,440,4250,3000
2019,6,43,KER,1.9,JCT. RTE. 5,780,7400,6900,1050,9700,9600
2019,6,43,KER,8.112,JCT. RTE. 58 EAST,600,5600,5500,950,9200,8700
2019,6,43,KER,9.162,JCT. RTE. 58 WEST,950,9200,8700,680,5800,5500
2019,6,43,KER,12.19,SEVENTH STANDARD ROAD,780,6800,6400,420,4250,3900
2019,6,43,KER,15.89,CENTRAL VALLEY HIGHWAY,420,4250,3900,1100,10700,10000
2019,6,43,KER,16.55,"SHAFTER, EAST LERDO HIGHWAY",1100,10700,10000,1300,13100,12300
2019,6,43,KER,16.86,"SHAFTER, CENTRAL AVENUE",1300,13100,12300,1300,13200,12300
2019,6,43,KER,17.17,"SHAFTER, SHAFTER AVENUE",1200,12000,11100,1550,15400,14600
2019,6,43,KER,17.95,FRESNO AVENUE,1550,15400,14600,1250,12300,12200
2019,6,43,KER,21.289,WASCO AVENUE,1200,12100,11900,1150,11700,11500
2019,6,43,KER,24.124,"WASCO, POSO AVENUE",1050,10600,10400,740,7500,7200
2019,6,43,KER,25.125,JCT. RTE. 46,660,6900,6700,540,4550,4350
2019,6,43,KER,33.47,POND ROAD,460,3850,3700,420,3600,3350
2019,6,43,KER,36.67,"KERNELL, GARCES HIGHWAY",330,3050,3000,290,2800,2750
2019,6,43,TUL,7.76,AVENUE 56,290,2800,2750,280,2900,2850
2019,6,43,TUL,22.133,"CORCORAN, RAILROAD DRIVE",380,4000,3950,480,4750,4500
2019,6,43,KIN,1.456,JCT. RTE. 137,490,4950,4600,320,3250,3000
2019,6,43,KIN,3.18,NORTH END CORCORAN BYPASS,320,3250,3000,740,7300,7000
2019,6,43,KIN,10.359,KANSAS AVENUE,710,7000,6700,590,6200,5900
2019,6,43,KIN,16.391,HOUSTON AVENUE,690,7500,7100,730,8100,7500
2019,6,43,KIN,18.238,JCT. RTE. 198,750,8400,7700,1150,12900,11800
2019,6,43,KIN,18.429,LACEY BOULEVARD,1150,12900,11800,1100,12200,11300
2019,6,43,KIN,19.431,GRANGEVILLE BOULEVARD,1100,12200,11300,780,8900,8200
2019,6,43,KIN,22.272,10TH AVENUE,520,6000,5500,1050,11800,11000
2019,6,43,KIN,24.47,EXCELSIOR AVENUE,1150,13000,12000,1150,13300,12200
2019,6,43,FRE,8.34,NEBRASKA AVENUE,1150,13400,12800,1450,15700,15000
2019,2,44,SHA,0.168,"REDDING, MARKET/TEHAMA STREETS, JCT RTE 273 SOUTH",1650,17700,16900,1350,14600,13800
2019,2,44,SHA,0.313,"REDDING, ON SHASTA STREET AT LIBERTY STREET",2350,22600,21500,2350,22600,21500
2019,2,44,SHA,0.384,"REDDING, ON TEHAMA STREET AT LIBERTY STREET",2350,22600,21500,2350,22600,21500
2019,2,44,SHA,0.072,"REDDING, EUREKA WAY/ PINE STREET",1300,13000,12700,1550,13700,13000
2019,2,44,SHA,0.169,"REDDING, PINE/SHASTA STREETS, JCT. RTE. 273 SOUTH",1550,13700,13000,2150,19300,18300
2019,2,44,SHA,0.852,"REDDING, BUTTE STREET",4200,44000,43000,5800,62000,58000
2019,2,44,SHA,0,"REDDING, JCT. RTE. 5",5800,62000,58000,5400,57000,53000
2019,2,44,SHA,0.134,HILLTOP DRIVE,5400,57000,53000,4350,40000,38000
2019,2,44,SHA,1.239,"REDDING, VICTOR AVENUE",4350,40000,38000,4200,37500,35500
2019,2,44,SHA,2.131,SHASTA VIEW DRIVE,4200,37500,35500,2700,24800,23500
2019,2,44,SHA,3.627,AIRPORT ROAD,2700,24800,23500,1850,17600,16600
2019,2,44,SHA,7,DESCHUTES ROAD,1750,16400,15600,870,9400,8700
2019,2,44,SHA,10.77,MILLVILLE PLAINS,760,8400,8000,520,3650,3450
2019,2,44,SHA,19.01,DERSCH ROAD,390,4500,4000,490,5500,4850
2019,2,44,SHA,27.83,SHINGLETOWN,640,6200,4800,530,5100,3950
2019,2,44,SHA,42.818,VIOLA,250,2450,1900,320,1950,1450
2019,2,44,SHA,49.353,LASSEN VOLCANIC NATIONAL PARK,320,1950,1450,270,2100,1450
2019,2,44,SHA,62.685,JCT. RTE. 89 NORTHWEST,360,2000,1400,270,2200,1550
2019,2,44,LAS,19.29,COUNTY ROAD A 21,320,2750,2000,260,2350,1700
2019,3,45,YOL,0.27,COUNTY ROAD 108,160,1500,1100,160,1280,820
2019,3,45,YOL,5.8,COUNTY ROAD P98 A,160,1300,820,150,1050,900
2019,3,45,COL,7.365,TULE ROAD,150,1050,900,150,1100,950
2019,3,45,COL,12.867,GRIMES-ARBUCKLE ROAD,150,1150,1000,180,1350,1200
2019,3,45,COL,18.469,SYCAMORE CUTOFF ROAD,180,1350,1200,130,950,840
2019,3,45,COL,19.85,JCT. RTE. 20,130,950,840,640,7400,7000
2019,3,45,COL,20.08,"COLUSA, LURLINE AVENUE",640,7400,7000,650,7400,7300
2019,3,45,COL,24.53,MAXWELL COLUSA ROAD,370,3700,3500,220,2300,2100
2019,3,45,COL,32.06,COUNTY ROAD P29,220,2300,2100,220,2300,2150
2019,3,45,GLE,3.059,JCT. RTE. 162 EAST,240,2450,2300,200,1700,1600
2019,3,45,GLE,7.527,JCT. RTE. 162 WEST,200,1900,1650,290,2900,2650
2019,3,45,GLE,11.866,COUNTY ROAD P39,280,2700,2500,220,2250,2100
2019,3,45,GLE,17.191,COUNTY ROAD 29,220,2250,2100,260,2550,2350
2019,3,45,GLE,20.591,COUNTY ROAD 24,260,2550,2350,290,2550,2400
2019,3,45,GLE,22.68,"HAMILTON CITY, WEST FIRST STREET",290,2550,2450,300,2900,2550
2019,5,46,SLO,2.372,GREEN VALLEY ROAD,470,4800,3900,460,4700,3800
2019,5,46,SLO,11.471,CYPRESS MOUNTAIN DRIVE,580,5900,4800,620,6400,5200
2019,5,46,SLO,12.664,DOVER CYN RD,640,6600,5300,640,6600,5300
2019,5,46,SLO,15.529,YORK MOUNTAIN ROAD,720,7400,6000,730,7600,6100
2019,5,46,SLO,17.398,VINEYARD DRIVE,760,7800,6300,760,7800,6300
2019,5,46,SLO,21.969,SOUTH JCT. RTE. 101,960,9900,8000,3100,32000,26000
2019,5,46,SLO,32.145,PASO ROBLES AIRPORT ROAD,4600,46500,38000,3000,30500,28000
2019,5,46,SLO,45.48,MC MILLAN CANYON ROAD,2300,23100,18400,2400,22200,18900
2019,5,46,SLO,54.038,CHOLAME,2300,21700,18500,2300,21200,18100
2019,5,46,SLO,55.106,JCT. RTE. 41 NORTHEAST,1700,17400,16700,970,9700,9000
2019,6,46,KER,7.33,"KECKS CORNER, COALINGA ROAD",980,9800,8200,700,8900,7200
2019,6,46,KER,20.543,"BLACKWELLS CORNER, JCT. RTE. 33",700,8900,7200,800,9100,8200
2019,6,46,KER,27.48,BROWN MATERIAL ROAD,720,9100,8200,990,12800,11300
2019,6,46,KER,32.18,WARREN DRIVE,1050,12200,11700,1050,12800,11900
2019,6,46,KER,32.533,JCT. RTE. 5,1000,12700,11600,530,6600,5900
2019,6,46,KER,32.722,BUFORD STREET,530,6300,5900,530,6300,5900
2019,6,46,KER,36.84,CORCORAN ROAD,530,6300,5900,520,6400,5700
2019,6,46,KER,43.02,ROWLEE ROAD,620,7900,6800,800,9800,8700
2019,6,46,KER,50.02,"WASCO, PALM AVENUE",1500,18000,16700,1600,19000,17700
2019,6,46,KER,50.904,"WASCO, JCT. RTE. 43 SOUTH",840,10900,9700,800,10800,9400
2019,6,46,KER,51.215,"WASCO, JCT. RTE. 43 NORTH",800,10800,9400,860,11400,10100
2019,6,46,KER,54.09,SMITH AVENUE,850,11300,10000,730,9600,8600
2019,7,47,LA,0.43,"LOS ANGELES, HARBOR BOULEVARD",5400,56000,53000,5300,55000,53000
2019,7,47,LA,2.302,"LOS ANGELES, VINCENT THOMAS BRIDGE",5300,55000,53000,1650,14900,13800
2019,7,47,LA,3.497,"LONG BEACH, OCEAN BOULEVARD",1650,14900,13800,1650,14900,13800
2019,7,47,LA,3.576,"LONG BEACH, NEW DOCK STREET",1650,14900,13800,2100,18200,16900
2019,7,47,LA,3.88,"LONG BEACH, HEIM LIFT BRIDGE",2100,18200,16900,2100,18200,16900
2019,6,49,MAD,4.494,COUNTY ROAD 600,710,8300,7400,630,7700,6800
2019,6,49,MAD,5.53,COUNTY ROAD 628 ,630,7700,6800,540,6600,5800
2019,6,49,MAD,8.235,COUNTY ROAD 601,440,5300,4700,470,5100,4350
2019,10,49,MPA,6.099,TRIANGLE RD RT,430,4200,3800,430,3800,3500
2019,10,49,MPA,9.737,WOODLAND/HIRSCH ROADS,480,4700,4250,510,4950,4500
2019,10,49,MPA,12.549,BOOTJACK ROAD,870,6400,5700,700,5100,4500
2019,10,49,MPA,16.7,"MORMON BAR, BEN HUR ROAD",880,6500,5800,1150,9000,8250
2019,10,49,MPA,18.51,"MARIPOSA, JCT. RTE. 140",1200,10000,8500,780,6900,6300
2019,10,49,MPA,18.61,JOE HOWARD ROAD,780,7600,5100,660,8700,4650
2019,10,49,MPA,20.51,WHITLOCK RD RT,330,3200,2700,340,3350,2300
2019,10,49,MPA,22.99,"MOUNT BULLION, CATHAY WAY",240,1900,1500,190,1150,1100
2019,10,49,MPA,29.45,"BEAR VALLEY, BEAR VALLEY ROAD",120,870,860,130,770,510
2019,10,49,MPA,44.67,"COULTERVILLE, JCT. RTE. 132 WEST",170,1200,690,90,840,670
2019,10,49,TUO,8.779,JCT. RTE. 120,130,1050,850,160,1900,1100
2019,10,49,TUO,10.124,SIMMS RD,160,1900,1100,260,2500,1400
2019,10,49,TUO,11.587,SOUTH JCT. RTE. 108,240,2650,2500,1500,18500,16900
2019,10,49,TUO,14.34,"JAMESTOWN, SOUTH JUNCTION MAIN STREET",1550,19200,15600,2150,18500,15600
2019,10,49,TUO,14.742,RAWHIDE ROAD/HUMBUG STREET,2150,18500,16900,2300,18700,18500
2019,10,49,TUO,16.48,"SONORA, EAST JCT. RTE. 108",2700,23000,22000,1200,12600,11900
2019,10,49,TUO,17.35,"SONORA, FAIRVIEW LANE",1850,20600,17600,1000,11500,10700
2019,10,49,TUO,17.481,"SONORA, SOUTHGATE DRIVE",1000,11500,10700,1000,11500,10900
2019,10,49,TUO,17.965,"SONORA, JCT. RTE. 108U",1250,12600,11500,1700,19300,18300
2019,10,49,TUO,18.22,"SONORA, DODGE STREET",1700,19600,18500,1950,19800,19400
2019,10,49,TUO,18.49,"SONORA, WASHINGTON STREET/ SHAWS FLAT ROAD",1600,16500,16100,1650,17700,15400
2019,10,49,TUO,20.4,COLUMBIA WYE,1350,15200,13300,570,5100,4800
2019,10,49,TUO,23.709,RAWHIDE ROAD,510,5000,3600,460,6000,5400
2019,10,49,TUO,24.81,TUTTLETOWN,460,4800,4700,590,4400,4050
2019,10,49,CAL,6.52,"ANGELS CAMP, SOUTH CITY LIMITS",830,6900,6500,830,6900,6500
2019,10,49,CAL,6.66,"ANGELS CAMP, CENTENNIAL RD",830,6900,6500,660,8900,7000
2019,10,49,CAL,7.21,"ANGELS CAMP, SOUTH JCT. RTE. 4",840,10900,9300,1300,7100,6000
2019,10,49,CAL,8.33,MURPHYS GRADE ROAD,1350,6800,5800,1650,6700,5650
2019,10,49,CAL,8.667,NORTH JCT. RTE. 4,1200,10900,9600,990,9200,8200
2019,10,49,CAL,9.42,"NORTH ANGELS CAMP, COPELLO DRIVE",810,8100,7700,720,7500,7100
2019,10,49,CAL,14.2,FRICOT ROAD,780,7500,6800,700,6900,6600
2019,10,49,CAL,18.794,MOUNTAIN RANCH ROAD,770,10900,6700,1100,11600,9100
2019,10,49,CAL,19.412,"SAN ANDREAS, MAIN STREET",1100,11700,11100,1050,11500,10900
2019,10,49,CAL,20.496,JCT. RTE. 12 WEST,1050,10800,9300,680,7000,5900
2019,10,49,CAL,22.21,GOLD STRIKE ROAD,650,7100,6100,600,5900,5500
2019,10,49,CAL,27.614,"MOKELUMNE HILL, JCT. RTE. 26",580,5700,5250,680,7100,6600
2019,10,49,CAL,28.06,CAMPO SECO RD/STOCKTON HILL RD,560,6500,6300,560,6500,6300
2019,10,49,AMA,2.801,"JACKSON, SCOTTSVILLE BOULEVARD",760,7800,7500,800,8900,8700
2019,10,49,AMA,3.12,"JACKSON, BROADWAY AND FULLER LANE",810,8800,8600,810,7000,6400
2019,10,49,AMA,3.62,"JACKSON, FRENCH BAR RD",1350,14300,8300,1400,14800,7300
2019,10,49,AMA,4.029,"JACKSON, SOUTH JCT. RTE. 88",2050,8300,7800,2150,7600,7400
2019,10,49,AMA,4.32,"JACKSON, MAIN/MATTLEY STREETS",1850,20900,18700,1700,19300,17200
2019,10,49,AMA,5.934,"MARTELL, NORTH JCT. RTE. 88 WEST",1800,19200,19000,1250,11700,11600
