year,RTE,DIST,CNTY,POSTMILE,DESCRIPTION,VEHICLE_AADT_TOTAL,TOT_TRK_AADT,TRK_PERCENT_TOT,Latitude,Longitude
2022,15,11,SD,36.636,DEER SPRINGS ROAD,135000,14810,10.97,33.197222222222216,-117.12591666666665
2022,15,11,SD,46.491,JCT. RTE. 76,122000,12481,10.23,33.331,-117.15950000000001
2022,15,11,SD,46.491,JCT. RTE. 76,135000,12596,9.33,33.331,-117.15950000000001
2022,15,8,RIV,0.0,SAN DIEGO/RIVERSIDE COUNTY LINE,145000,9788,6.75,33.43255555555555,-117.14380555555556
2022,15,8,RIV,1.098,RAINBOW TRUCK FACILITY,145000,5394,3.72,33.44716666666666,-117.13636111111111
2022,15,8,RIV,3.436,SOUTH JCT. RTE. 79,145000,9788,6.75,33.480555555555554,-117.1405
2022,15,8,RIV,3.436,SOUTH JCT. RTE. 79,169000,11915,7.05,33.480555555555554,-117.1405
2022,15,8,RIV,6.623,NORTH JCT RTE. 79,176000,11563,6.57,33.522638888888885,-117.16283333333334
2022,15,8,RIV,8.737,JCT. RTE. 215 NORTH,198000,10989,5.55,33.54933333333333,-117.18166666666667
2022,15,8,RIV,8.737,JCT. RTE. 215 NORTH,110000,9900,9.0,33.54933333333333,-117.18166666666667
2022,15,8,RIV,15.071,BAXTER ROAD,127000,11049,8.7,33.61238888888889,-117.25983333333333
2022,15,8,RIV,20.948,MAIN STREET,124000,11408,9.2,33.67736111111111,-117.32338888888889
2022,15,8,RIV,20.962,NORTH OF MAIN STREET,121000,11495,9.5,33.677499999999995,-117.32358333333333
2022,15,8,RIV,22.277,JCT. RTE. 74,121000,9027,7.46,33.69219444444444,-117.33741666666666
2022,15,8,RIV,22.277,JCT. RTE. 74,123000,12915,10.5,33.69219444444444,-117.33741666666666
2022,15,8,RIV,41.501,JCT. RTE. 91,205000,11501,5.61,33.88194444444444,-117.54713888888888
2022,15,8,RIV,44.66,"FOURTH ST, NORCO",137000,15700,11.46,33.924277777777775,-117.55638888888889
2022,15,8,RIV,51.474,JCT. RTE. 60,204000,16728,8.2,34.02175,-117.55011111111111
2022,15,8,SBD,2.389,JCT. RTE. 10,211000,21839,10.35,34.06738888888889,-117.54472222222222
2022,15,8,SBD,5.306,JCT. RTE. 66,204000,16524,8.1,34.10630555555556,-117.53191666666666
2022,15,8,SBD,5.306,JCT. RTE. 66,179000,14642,8.18,34.10630555555556,-117.53191666666666
2022,15,8,SBD,5.973,"RANCHO CUCAMONGA, MILLER AVENUE",180000,10386,5.77,34.113,-117.52383333333333
2022,15,8,SBD,31.813,JCT. RTE. 395 NORTH,154000,20836,13.53,34.39975,-117.40127777777778
2022,15,8,SBD,31.813,JCT. RTE. 395 NORTH,123000,19225,15.63,34.39975,-117.40127777777778
2022,15,8,SBD,40.509,JCT. RTE. 18 SOUTH,110500,19967,18.07,34.50761111111111,-117.32283333333334
2022,15,8,SBD,40.509,JCT. RTE. 18 SOUTH,95000,16217,17.07,34.50761111111111,-117.32283333333334
2022,15,8,SBD,43.488,"VICTORVILLE, JCT. RTE. 18 SOUTHEAST",64000,15142,23.66,34.545361111111106,-117.30063888888888
2022,15,8,SBD,68.77,"BARSTOW, LENWOOD ROAD",64000,15994,24.99,34.853500000000004,-117.08494444444445
2022,15,8,SBD,68.77,"BARSTOW, LENWOOD ROAD",7000,1674,23.91,34.853500000000004,-117.08494444444445
2022,15,8,SBD,74.418,"BARSTOW, JCT. RTE. 40 EAST",80000,15736,19.67,34.88719444444445,-117.0068611111111
2022,15,8,SBD,74.418,"BARSTOW, JCT. RTE. 40 EAST",49000,8183,16.7,34.88719444444445,-117.0068611111111
2022,15,8,SBD,76.883,JCT. RTE. 58 WEST,49000,8330,17.0,34.907777777777774,-116.97297222222223
2022,15,8,SBD,76.883,JCT. RTE. 58 WEST,49000,8080,16.49,34.907777777777774,-116.97297222222223
2022,15,8,SBD,87.26,YERMO INSPECTION STATION,38000,9663,25.43,34.913888888888884,-116.79266666666666
2022,15,8,SBD,136.574,"BAKER, JCT. RTE. 127",40000,8000,20.0,35.26358333333334,-116.07330555555555
2022,15,8,SBD,136.574,"BAKER, JCT. RTE. 127",39000,8206,21.04,35.26358333333334,-116.07330555555555
2022,15,8,SBD,176.459,NIPTON ROAD,45000,8082,17.96,35.473305555555555,-115.44872222222223
2022,15,8,SBD,186.238,NEVADA STATE LINE,46000,8262,17.96,35.607194444444445,-115.39105555555557
