year,RTE,DIST,CNTY,POSTMILE,DESCRIPTION,VEHICLE_AADT_TOTAL,TOT_TRK_AADT,TRK_PERCENT_TOT,Latitude,Longitude
2022,15,11,SD,2.226,JCT. RTE. 94,133000,6783,5.1,32.716833333333334,-117.11780555555555
2022,15,11,SD,3.367,JCT. RTE. 805,127000,6477,5.1,32.732305555555556,-117.11183333333332
2022,15,11,SD,3.367,JCT. RTE. 805,168000,3696,2.2,32.732305555555556,-117.11183333333332
2022,15,11,SD,6.132,JCT. RTE. 8,146000,3212,2.2,32.732305555555556,-117.11183333333332
2022,15,11,SD,6.132,JCT. RTE. 8,206000,10259,4.98,32.732305555555556,-117.11183333333332
2022,15,11,SD,9.995,CLAIREMONT MESA BOULEVARD INTERCHANGE,141000,9433,6.69,32.833666666666666,-117.11922222222222
2022,15,11,SD,12.124,JCT. RTE. 163,259000,9661,3.73,32.833666666666666,-117.11922222222222
2022,15,11,SD,14.285,"SAN DIEGO, MIRAMAR/ POMERADO ROADS",272000,10227,3.76,32.833666666666666,-117.11922222222222
2022,15,11,SD,14.285,"SAN DIEGO, MIRAMAR/ POMERADO ROADS",256000,9984,3.9,32.833666666666666,-117.11922222222222
2022,15,11,SD,18.176,"SAN DIEGO, POWAY ROAD",233000,16543,7.1,32.833666666666666,-117.11922222222222
2022,15,11,SD,18.176,"SAN DIEGO, POWAY ROAD",205000,14555,7.1,32.833666666666666,-117.11922222222222
2022,15,11,SD,27.65,"ESCONDIDO, SOUTH JUNCTION OF CENTRE CITY PARKWAY",179000,12709,7.1,32.833666666666666,-117.11922222222222
2022,15,11,SD,30.627,VALLEY PARKWAY,183000,12993,7.1,32.833666666666666,-117.11922222222222
2022,15,11,SD,31.517,JCT. RTE. 78,122000,32220,26.41,33.127,-117.10502777777778
2022,15,11,SD,31.517,JCT. RTE. 78,259000,18389,7.1,33.127,-117.10502777777778
2022,15,11,SD,31.517,JCT. RTE. 78,152000,10047,6.61,33.127,-117.10502777777778
