year,RTE,DIST,CNTY,POSTMILE,DESCRIPTION,VEHICLE_AADT_TOTAL,TRUCK_AADT_TOTAL,TRK_PERCENT_TOT,Latitude,Longitude
2019,15,11,SD,2.226,JCT. RTE. 94,133000.0,6783,5.1,32.716833333333334,-117.11780555555555
2019,15,11,SD,3.367,JCT. RTE. 805,127000.0,6477,5.1,32.732305555555556,-117.11183333333332
2019,15,11,SD,3.367,JCT. RTE. 805,171000.0,3762,2.2,32.732305555555556,-117.11183333333332
2019,15,11,SD,6.132,JCT. RTE. 8,183000.0,4026,2.2,32.732305555555556,-117.11183333333332
2019,15,11,SD,6.132,JCT. RTE. 8,225000.0,11205,4.98,32.732305555555556,-117.11183333333332
2019,15,11,SD,9.995,CLAIREMONT MESA BOULEVARD INTERCHANGE,159000.0,9213,5.79,32.833666666666666,-117.11922222222222
2019,15,11,SD,12.124,JCT. RTE. 163,298000.0,11115,3.73,32.833666666666666,-117.11922222222222
2019,15,11,SD,14.285,"SAN DIEGO, MIRAMAR/ POMERADO ROADS",295000.0,11092,3.76,32.833666666666666,-117.11922222222222
2019,15,11,SD,14.285,"SAN DIEGO, MIRAMAR/ POMERADO ROADS",278000.0,10842,3.9,32.833666666666666,-117.11922222222222
2019,15,11,SD,18.176,"SAN DIEGO, POWAY ROAD",251000.0,17821,7.1,32.833666666666666,-117.11922222222222
2019,15,11,SD,18.176,"SAN DIEGO, POWAY ROAD",220000.0,15620,7.1,32.833666666666666,-117.11922222222222
2019,15,11,SD,27.65,"ESCONDIDO, SOUTH JUNCTION OF CENTRE CITY PARKWAY",192000.0,13632,7.1,32.833666666666666,-117.11922222222222
2019,15,11,SD,30.627,VALLEY PARKWAY,198000.0,14058,7.1,32.833666666666666,-117.11922222222222
2019,15,11,SD,31.517,JCT. RTE. 78,122000.0,28731,23.55,33.127,-117.10502777777778
2019,15,11,SD,31.517,JCT. RTE. 78,273000.0,19383,7.1,33.127,-117.10502777777778
2019,15,11,SD,31.517,JCT. RTE. 78,157000.0,14147,9.01,33.127,-117.10502777777778
2019,15,11,SD,36.636,DEER SPRINGS ROAD,149000.0,13907,9.33,33.197222222222216,-117.12591666666665
2019,15,11,SD,46.491,JCT. RTE. 76,131000.0,13401,10.23,33.331,-117.15950000000001
2019,15,11,SD,46.491,JCT. RTE. 76,150000.0,42340,28.23,33.331,-117.15950000000001
