year,RTE,DIST,CNTY,POSTMILE,DESCRIPTION,VEHICLE_AADT_TOTAL,TRUCK_AADT_TOTAL,TRK_PERCENT_TOT,Latitude,Longitude
2019,15,8,RIV,0.0,SAN DIEGO/RIVERSIDE COUNTY LINE,145000.0,9788,6.75,33.43255555555555,-117.14380555555556
2019,15,8,RIV,1.098,RAINBOW TRUCK FACILITY,145000.0,5394,3.72,33.44716666666666,-117.13636111111111
2019,15,8,RIV,3.436,SOUTH JCT. RTE. 79,145000.0,9788,6.75,33.480555555555554,-117.1405
2019,15,8,RIV,3.436,SOUTH JCT. RTE. 79,165000.0,11633,7.05,33.480555555555554,-117.1405
2019,15,8,RIV,6.623,NORTH JCT RTE. 79,175000.0,11498,6.57,33.522638888888885,-117.16283333333334
2019,15,8,RIV,8.737,JCT. RTE. 215 NORTH,202000.0,11211,5.55,33.54933333333333,-117.18166666666667
2019,15,8,RIV,8.737,JCT. RTE. 215 NORTH,114000.0,10260,9.0,33.54933333333333,-117.18166666666667
2019,15,8,RIV,15.071,BAXTER ROAD,132000.0,11484,8.7,33.61238888888889,-117.25983333333333
2019,15,8,RIV,20.948,MAIN STREET,129000.0,11868,9.2,33.67736111111111,-117.32338888888889
2019,15,8,RIV,22.277,JCT. RTE. 74,125000.0,9325,7.46,33.69219444444444,-117.33741666666666
2019,15,8,RIV,22.277,JCT. RTE. 74,117000.0,12285,10.5,33.69219444444444,-117.33741666666666
2019,15,8,RIV,41.501,JCT. RTE. 91,187000.0,10491,5.61,33.88194444444444,-117.54713888888888
2019,15,8,RIV,44.66,"FOURTH ST, NORCO",152000.0,17419,11.46,33.924277777777775,-117.55638888888889
2019,15,8,RIV,51.474,JCT. RTE. 60,219000.0,17958,8.2,34.02175,-117.55011111111111
2019,15,8,SBD,2.389,JCT. RTE. 10,210000.0,21735,10.35,34.06738888888889,-117.54472222222222
2019,15,8,SBD,5.306,JCT. RTE. 66,203000.0,16443,8.1,34.10630555555556,-117.53191666666666
2019,15,8,SBD,5.306,JCT. RTE. 66,177000.0,14479,8.18,34.10630555555556,-117.53191666666666
2019,15,8,SBD,5.973,"RANCHO CUCAMONGA, MILLER AVENUE",180000.0,15696,8.72,34.113,-117.52383333333333
2019,15,8,SBD,31.813,JCT. RTE. 395 NORTH,153000.0,20701,13.53,34.39975,-117.40127777777778
2019,15,8,SBD,31.813,JCT. RTE. 395 NORTH,120000.0,18756,15.63,34.39975,-117.40127777777778
2019,15,8,SBD,40.509,JCT. RTE. 18 SOUTH,102000.0,18431,18.07,34.50761111111111,-117.32283333333334
2019,15,8,SBD,40.509,JCT. RTE. 18 SOUTH,102000.0,17411,17.07,34.50761111111111,-117.32283333333334
2019,15,8,SBD,43.488,"VICTORVILLE, JCT. RTE. 18 SOUTHEAST",69000.0,16325,23.66,34.545361111111106,-117.30063888888888
2019,15,8,SBD,68.77,"BARSTOW, LENWOOD ROAD",63000.0,15744,24.99,34.853500000000004,-117.08494444444445
2019,15,8,SBD,68.77,"BARSTOW, LENWOOD ROAD",70000.0,16737,23.91,34.853500000000004,-117.08494444444445
2019,15,8,SBD,74.418,"BARSTOW, JCT. RTE. 40 EAST",80000.0,15736,19.67,34.88719444444445,-117.0068611111111
2019,15,8,SBD,74.418,"BARSTOW, JCT. RTE. 40 EAST",51000.0,8517,16.7,34.88719444444445,-117.0068611111111
2019,15,8,SBD,76.883,JCT. RTE. 58 WEST,51000.0,8670,17.0,34.907777777777774,-116.97297222222223
2019,15,8,SBD,76.883,JCT. RTE. 58 WEST,51000.0,8410,16.49,34.907777777777774,-116.97297222222223
2019,15,8,SBD,81.834,GHOST TOWN ROAD,49000.0,8359,17.06,34.90269444444444,-116.88694444444445
2019,15,8,SBD,87.26,YERMO INSPECTION STATION,45000.0,8258,18.35,34.913888888888884,-116.79266666666666
2019,15,8,SBD,136.574,"BAKER, JCT. RTE. 127",39000.0,7800,20.0,35.26358333333334,-116.07330555555555
2019,15,8,SBD,136.574,"BAKER, JCT. RTE. 127",38000.0,7995,21.04,35.26358333333334,-116.07330555555555
2019,15,8,SBD,176.459,NIPTON ROAD,44000.0,7902,17.96,35.473305555555555,-115.44872222222223
2019,15,8,SBD,186.238,NEVADA STATE LINE,45000.0,8082,17.96,35.607194444444445,-115.39105555555557
