year,RTE,DIST,CNTY,POSTMILE,DESCRIPTION,VEHICLE_AADT_TOTAL,TRUCK_AADT_TOTAL,TRK_PERCENT_TOT,Latitude,Longitude
2020,10,7,LA,19.714,BUSWAY; EAST LA CITY LIMITS,13700,1434,10.47,34.055305555555556,-118.19186111111111
2020,10,7,LA,2.155,"SANTA MONICA, JCT. RTE. 1, LINCOLN BOULEVARD INTERCHANGE",141000,3553,2.52,34.01488888888889,-118.48597222222223
2020,10,7,LA,5.454,"LOS ANGELES, JCT. RTE. 405, SAN DIEGO FREEWAY INTERCHANGE",223000,4349,1.95,34.03136111111111,-118.43358333333333
2020,10,7,LA,5.454,"LOS ANGELES, JCT. RTE. 405, SAN DIEGO FREEWAY INTERCHANGE",235000,7943,3.38,34.03136111111111,-118.43358333333333
2020,10,7,LA,8.965,"LOS ANGELES, JCT. RTE. 187, VENICE BOULEVARD INTERCHANGE",244000,8247,3.38,34.03666666666666,-118.3756111111111
2020,10,7,LA,8.965,"LOS ANGELES, JCT. RTE. 187, VENICE BOULEVARD INTERCHANGE",263000,8889,3.38,34.03666666666666,-118.3756111111111
2020,10,7,LA,11.698,"LOS ANGELES, 10TH AVENUE",322000,10884,3.38,34.03541666666666,-118.32838888888888
2020,10,7,LA,14.836,"LOS ANGELES, JCT. RTE. 110, HARBOR FREEWAY INTERCHANGE",328000,11086,3.38,34.03811111111111,-118.27425
2020,10,7,LA,14.836,"LOS ANGELES, JCT. RTE. 110, HARBOR FREEWAY INTERCHANGE",243000,8870,3.65,34.03811111111111,-118.27425
2020,10,7,LA,16.025,SAN PEDRO STREET (BELOW),244000,8906,3.65,34.029583333333335,-118.25625
2020,10,7,LA,0.0,"LOS ANGELES, JCT. RTE. 101, SANTA ANA FREEWAY INTERCHANGE",84000,2058,2.45,34.05266666666667,-118.22455555555555
2020,10,7,LA,0.655,"LOS ANGELES, JCT. RTE. 5, GOLDEN STATE FREEWAY INTERCHANGE",84000,2058,2.45,34.055388888888885,-118.21419444444444
2020,10,7,LA,0.655,"LOS ANGELES, JCT. RTE. 5, GOLDEN STATE FREEWAY INTERCHANGE",186000,6491,3.49,34.055388888888885,-118.21419444444444
2020,10,7,LA,19.668,EAST LOS ANGELES CITY LIMITS,218000,6736,3.09,34.055305555555556,-118.1926388888889
2020,10,7,LA,21.382,"MONTEREY PARK, JCT. RTE. 710, LONG BEACH FREEWAY INTERCHANGE",209000,7190,3.44,34.06111111111111,-118.16516666666668
