year,RTE,DIST,CNTY,POSTMILE,DESCRIPTION,VEHICLE_AADT_TOTAL,TRUCK_AADT_TOTAL,TRK_PERCENT_TOT
2019,1,7,VEN,21.075,"OXNARD, JCT. RTE. 101, VENTURA FREEWAY",30500,836,2.74
2019,1,7,VEN,21.25,"OXNARD, JCT. RTE. 101, VENTURA FREEWAY",4400,392,8.91
2019,1,7,VEN,27.675,"SEACLIFF COLONY, JCT. RTE. 101, VENTURA FREEWAY",610,57,9.41
2019,1,7,VEN,28.48,"LAS CRUCES, JCT. RTE. 101; MOBIL OIL PIER",610,79,13
2019,1,5,SB,0,"LAS CRUCES, JCT. RTE. 101; MOBIL OIL PIER",6800,1156,17
2019,1,5,SB,19.251,"LOMPOC, SOUTH JCT. RTE. 246",8700,1044,12
2019,1,5,SB,19.251,"LOMPOC, SOUTH JCT. RTE. 246",10800,2484,23
2019,1,5,SB,20.565,"LOMPOC, NORTH JCT. RTE. 246",15700,2041,13
2019,1,5,SB,20.565,"LOMPOC, NORTH JCT. RTE. 246",11600,1276,11
2019,1,5,SB,22.519,"LOMPOC, SANTA YNEZ RIVER BRIDGE",27700,3324,12
2019,1,5,SB,23.296,LOMPOC/CASMALIA ROAD,20000,1400,7
2019,1,5,SB,29.891,VANDENBERG AIR FORCE BASE,16200,1782,11
2019,1,5,SB,29.891,VANDENBERG AIR FORCE BASE,16800,1848,11
2019,1,5,SB,36.189,"JCT. RTE. 135, VANDENBURG, NORTH",19600,2156,11
2019,1,5,SB,34.777,"ORCUTT, JCT. RTE. 135 NORTH",19500,2145,11
2019,1,5,SB,34.777,"ORCUTT, JCT. RTE. 135 NORTH",4100,709,17.29
2019,1,5,SB,41.81,CASMALIA ROAD,3500,385,11.01
2019,1,5,SB,49.199,"GUADALUPE, JCT. RTE. 166 EAST",3600,540,15
2019,1,5,SB,49.199,"GUADALUPE, JCT. RTE. 166 EAST",6900,828,12
2019,1,5,SLO,10.9,HALCYON ROAD,15600,1248,8
2019,1,5,SLO,10.9,HALCYON ROAD,10200,1210,11.86
2019,1,5,SLO,16.73,SOUTH JCT. RTE. 101,6900,690,10
2019,1,5,SLO,16.77,"SAN LUIS OBISPO, NORTH JCT. RTE. 101",27200,2176,8
2019,1,5,SLO,17.874,HIGHLAND DRIVE,30800,2156,7
2019,1,5,SLO,17.874,HIGHLAND DRIVE,27200,2176,8
2019,1,5,SLO,27.883,BAYWOOD PARK ROAD,13200,1056,8
2019,1,5,SLO,27.883,BAYWOOD PARK ROAD,28200,2256,8
2019,1,5,SLO,30.135,JCT. RTE. 41 NORTHEAST,25700,2056,8
2019,1,5,SLO,30.135,JCT. RTE. 41 NORTHEAST,19700,2758,14
2019,1,5,SLO,45.99,JCT. RTE. 46,7100,568,8
2019,1,5,SLO,45.99,JCT. RTE. 46,9400,1316,14
2019,1,5,SLO,56.39,HEARST CASTLE STATE PARK,7000,444,6.34
2019,1,5,MON,18.91,KIRK CREEK,1300,26,2
2019,1,5,MON,46.595,BIG SUR RIVER BRIDGE,4000,120,3
2019,1,5,MON,62.972,"BIG SUR, GARRAPATA CREEK BRIDGE",6500,130,2
2019,1,5,MON,72.921,"CARMEL VALLEY ROAD, CARMEL, SOUTH",17400,696,4
2019,1,5,MON,72.921,"CARMEL VALLEY ROAD, CARMEL, SOUTH",39200,1960,5
2019,1,5,MON,75.135,"JCT. RTE. 68, CARMEL- PACIFIC GROVE",50000,2500,5
2019,1,5,MON,75.135,"JCT. RTE. 68, CARMEL- PACIFIC GROVE",50400,2016,4
2019,1,5,MON,78.119,"MONTEREY, JCT. RTE. 68 EAST",59700,2985,5
2019,1,5,MON,78.119,"MONTEREY, JCT. RTE. 68 EAST",35100,1755,5
2019,1,5,MON,79.357,"SEASIDE, JCT. RTE. 218",46600,2330,5
2019,1,5,MON,79.357,"SEASIDE, JCT. RTE. 218",47700,2385,5
2019,1,5,MON,80.679,ORD VILLAGE INTERCHANGE,53600,2680,5
2019,1,5,MON,89.185,"SALINAS RIVER BRIDGE, CASTROVILLE, SOUTH",45200,3164,7
2019,1,5,MON,90.979,"CASTROVILLE, JCT. RTE. 156 WEST",48200,3856,8
2019,1,5,MON,90.979,"CASTROVILLE, JCT. RTE. 156 WEST",20400,1836,9
2019,1,5,MON,92.213,"CASTROVILLE, JCT. RTE. 183",29100,2910,10
2019,1,5,MON,101.04,SALINAS/PAJARO ROADS,33300,3663,11
2019,1,5,MON,101.04,SALINAS/PAJARO ROADS,22900,2519,11
2019,1,5,SCR,0.716,JCT. RTE. 129,39200,3920,10
2019,1,5,SCR,0.716,JCT. RTE. 129,40400,3232,8
2019,1,5,SCR,2.683,JCT. RTE. 152,30000,2700,9
2019,1,5,SCR,2.683,JCT. RTE. 152,51900,2595,5
2019,1,5,SCR,14.864,SOQUEL AVENUE,93400,5604,6
2019,1,5,SCR,16.821,"SANTA CRUZ, JCT. RTE. 17 NORTH",86800,4340,5
2019,1,5,SCR,16.821,"SANTA CRUZ, JCT. RTE. 17 NORTH",59100,2955,5
2019,1,5,SCR,20.611,"SANTA CRUZ, NORTH CITY LIMITS",14600,1314,9
2019,1,5,SCR,30.44,LANDING/SWANTON ROADS,9500,570,6
2019,1,4,SM,18.189,JCT. RTE. 84 EAST,6800,344,5.06
2019,1,4,SM,18.189,JCT. RTE. 84 EAST,7600,585,7.7
2019,1,4,SM,26.432,MIRAMONTES POINT ROAD,9100,456,5.01
2019,1,4,SM,29.036,"HALF MOON BAY, JCT. RTE. 92 EAST",31000,818,2.64
2019,1,4,SM,29.036,"HALF MOON BAY, JCT. RTE. 92 EAST",28000,890,3.18
2019,1,4,SM,35.334,VALLEMAR/ETHELDORE STREETS,17000,1292,7.6
2019,1,4,SM,40.959,"PACIFICA, LINDA MAR BOULEVARD",37100,1002,2.7
2019,1,4,SM,43.464,"PACIFICA, SHARP PARK ROAD INTERCHANGE",53000,1065,2.01
2019,1,4,SM,46.722,"DALY CITY, JCT. RTE. 35",55000,1089,1.98
2019,1,4,SM,46.722,"DALY CITY, JCT. RTE. 35",78000,1318,1.69
2019,1,4,SM,47.802,SOUTH JCT. RTE. 280,83000,515,0.62
2019,1,4,SM,48.359,NORTH JCT. RTE. 280,101000,1384,1.37
2019,1,4,SF,1.897,"SAN FRANCISCO, JCT. RTE. 35",74200,1187,1.6
2019,1,4,SF,4.05,"SAN FRANCISCO, LINCOLN WAY",74200,1158,1.56
2019,1,4,SF,7.077,JCT. RTE. 101,65800,1448,2.2
2019,1,4,MRN,0,JCT. RTE. 101,34500,787,2.28
2019,1,4,MRN,0.65,"TAMALPAIS JUNCTION, ALMONTE BOULEVARD",34500,514,1.49
2019,1,4,MRN,3.35,SOUTH JCT. PANORAMIC HIGHWAY,4100,34,0.82
2019,1,4,MRN,17.2,BOLINAS ROAD,2900,44,1.52
2019,1,4,MRN,26.509,"SIR FRANCIS DRAKE BOULEVARD, SOUTH",4000,175,4.37
2019,1,4,MRN,45.36,TOMALES/PETALUMA ROADS,1600,34,2.1
2019,1,4,SON,0.19,VALLEY FORD ROAD,1300,45,3.43
2019,1,4,SON,5.38,BODEGA HIGHWAY,8700,543,6.24
2019,1,4,SON,20.1,JCT. RTE. 116 EAST,2600,72,2.76
2019,1,4,SON,20.1,JCT. RTE. 116 EAST,3200,186,5.8
2019,1,4,SON,33.038,"FORT ROSS, FORT ROSS ROAD",2200,136,6.2
2019,1,4,SON,48.112,STEWARTS POINT/SKAGGS SPRINGS ROAD,1900,195,10.25
2019,1,4,SON,48.112,STEWARTS POINT/SKAGGS SPRINGS ROAD,1900,189,9.93
2019,1,1,MEN,5.09,FISH ROCK ROAD,3100,170,5.48
2019,1,1,MEN,5.09,FISH ROCK ROAD,3100,172,5.55
2019,1,1,MEN,40.273,JCT. RTE. 128 EAST,3000,205,6.83
2019,1,1,MEN,40.273,JCT. RTE. 128 EAST,1450,143,9.86
2019,1,1,MEN,59.803,JCT. RTE. 20 EAST,11000,679,6.17
2019,1,1,MEN,59.803,JCT. RTE. 20 EAST,4850,174,3.59
2019,1,1,MEN,90.874,JCT. RTE. 211 NORTH,600,91,15.17
2019,1,1,MEN,105.578,"LEGGETT, JCT. RTE. 101",800,70,8.75
2019,2,7,LA,3.645,"LOS ANGELES, JCT. RTE. 405, SAN DIEGO FREEWAY",51000,1209,2.37
2019,2,7,LA,10.896,"LOS ANGELES, HIGHLAND AVENUE",39000,991,2.54
2019,2,7,LA,12.74,"LOS ANGELES, JCT. RTE. 101, HOLLYWOOD FREEWAY",56000,1422,2.54
2019,2,7,LA,12.75,"LOS ANGELES, JCT. RTE. 101, HOLLYWOOD FREEWAY",40500,1673,4.13
2019,2,7,LA,15.143,"LOS ANGELES, JCT. RTE. 5, GOLDEN STATE FREEWAY INTERCHANGE",58000,1612,2.78
2019,2,7,LA,15.143,"LOS ANGELES, JCT. RTE. 5, GOLDEN STATE FREEWAY INTERCHANGE",161000,3526,2.19
2019,2,7,LA,16.008,"LOS ANGELES, SAN FERNANDO ROAD INTERCHANGE",154000,3373,2.19
2019,2,7,LA,18.814,"LOS ANGELES, JCT. RTE. 134, VENTURA FREEWAY INTERCHANGE",160000,3504,2.19
2019,2,7,LA,18.814,"LOS ANGELES, JCT. RTE. 134, VENTURA FREEWAY INTERCHANGE",130000,1456,1.12
2019,2,7,LA,22.939,"LA CANADA-FLINTRIDGE, JCT. RTE. 210, FOOTHILL FREEWAY INTERCHANGE",119000,2106,1.77
2019,2,7,LA,23.438,"LA CANADA-FLINTRIDGE, FOOTHILL BOULEVARD",14500,162,1.12
2019,2,7,LA,24.463,"EAST JCT. RTE. 210, VIA ANGELES CREST HIGHWAY",15400,353,2.29
2019,2,7,LA,33.8,ANGELES FOREST HIGHWAY,3100,47,1.53
2019,2,7,LA,33.8,ANGELES FOREST HIGHWAY,750,42,5.55
2019,2,7,LA,38.37,MOUNT WILSON ROAD,750,42,5.55
2019,2,7,LA,38.37,MOUNT WILSON ROAD,370,19,5.24
2019,2,7,LA,64.085,"ISLIP SADDLE, JCT. RTE. 39 SOUTH (CLOSED)",220,11,4.92
2019,2,7,LA,64.085,"ISLIP SADDLE, JCT. RTE. 39 SOUTH (CLOSED)",220,11,4.92
2019,2,7,LA,77.39,BLUE RIDGE ROAD,220,10,4.61
2019,2,7,LA,77.39,BLUE RIDGE ROAD,390,17,4.29
2019,2,7,LA,82.265,LOS ANGELES/SAN BERNARDINO COUNTY LINE,1696.202532,67,3.95
2019,2,8,SBD,0,LOS ANGELES/SAN BERNARDINO COUNTY LINE,1696.202532,67,3.95
2019,2,8,SBD,6.358,JCT. RTE. 138,7500,299,3.98
2019,3,2,TRI,0,JCT. RTE. 36,530,22,4.17
2019,3,2,TRI,6.22,MORGAN HILL ROAD,1450,60,4.14
2019,3,2,TRI,6.22,MORGAN HILL ROAD,2400,258,10.77
2019,3,2,TRI,7.2,HAYFORK,2400,258,10.77
2019,3,2,TRI,30.89,"WEAVERVILLE, NORTH JCT. RTE. 299",1750,140,8
2019,3,2,TRI,30.86,"WEAVERVILLE, NORTH JCT. RTE. 299",3450,141,4.09
2019,3,2,TRI,31.94,TOM BELL ROAD,2350,97,4.13
2019,3,2,TRI,31.94,TOM BELL ROAD,2350,107,4.57
2019,3,2,TRI,37.9,RUSH CREEK ROAD,1250,87,6.96
2019,3,2,TRI,37.9,RUSH CREEK ROAD,790,37,4.68
2019,3,2,TRI,59.64,TRINITY CENTER STATE HIGHWAY MAINTENANCE STATION,540,39,7.31
2019,3,2,TRI,79.501,U. S. FOREST SERVICE ROAD,140,35,25.33
2019,3,2,TRI,85.068,TRINITY/SISKIYOU COUNTY LINE,130,7,5.38
2019,3,2,SIS,0.408,TRINITY/SISKIYOU COUNTY LINE,130,7,5.38
2019,3,2,SIS,6.955,GAZELLE ROAD,220,10,4.35
2019,3,2,SIS,8.8,CALLAHAN,220,8,3.48
2019,3,2,SIS,8.8,CALLAHAN,350,40,11.35
2019,3,2,SIS,21,"ETNA, MAIN STREET",1200,62,5.2
2019,3,2,SIS,21,"ETNA, MAIN STREET",1450,74,5.1
2019,3,2,SIS,21.472,COLLIER WAY,2200,87,3.96
2019,3,2,SIS,32.2,"FORT JONES, SCOTT RIVER ROAD",2800,126,4.51
2019,3,2,SIS,32.2,"FORT JONES, SCOTT RIVER ROAD",3850,159,4.12
2019,3,2,SIS,38.258,MOFFETT CREEK ROAD,2650,122,4.61
2019,3,2,SIS,44.67,FOREST MOUNTAIN RANCH,2850,195,6.83
2019,3,2,SIS,47.264,"YREKA, MOONLIT OAKS AVENUE",14700,422,2.87
2019,3,2,SIS,47.264,"YREKA, MOONLIT OAKS AVENUE",6600,271,4.11
2019,3,2,SIS,48.164,"YREKA, OBERLIN ROAD",6500,239,3.67
2019,3,2,SIS,49.207,"YREKA, CENTER STREET",8100,175,2.16
2019,3,2,SIS,49.871,"YREKA, JCT. RTE. 263 NORTH",4500,306,6.8
2019,3,2,SIS,49.871,"YREKA, JCT. RTE. 263 NORTH",5600,686,12.25
2019,3,2,SIS,47.38,"YREKA, JCT. RTE. 5",3200,209,6.54
2019,3,2,SIS,48.955,"YREKA, AGER ROAD",2200,206,9.36
2019,3,2,SIS,49.454,"YREKA, PHILIPE LANE",2000,132,6.62
2019,3,2,SIS,53.22,"MONTAGUE, GRENADA ROAD",1450,56,3.87
2019,3,2,SIS,53.22,"MONTAGUE, GRENADA ROAD",3100,148,4.79
2019,3,2,SIS,54.187,"MONTAGUE, EAST CITY LIMITS",2600,129,4.95
2019,4,4,CC,0,"HERCULES, JCT. RTE. 80",45800,2853,6.23
2019,4,4,CC,11.4,PACHECO BLVD,69700,2670,3.83
2019,4,4,CC,12.667,JCT. RTE. 680,62700,3022,4.82
2019,4,4,CC,12.667,JCT. RTE. 680,82600,4204,5.09
2019,4,4,CC,14.668,"CONCORD, JCT. RTE. 242",85600,5787,6.76
2019,4,4,CC,14.668,"CONCORD, JCT. RTE. 242",155300,9722,6.26
2019,4,4,CC,18.83,WILLOW PASS RD (EAST)/SAN MARCO BLVD,159200,8231,5.17
2019,4,4,CC,18.83,WILLOW PASS RD (EAST)/SAN MARCO BLVD,134400,7419,5.52
2019,4,4,CC,20.102,BAILEY ROAD,150300,6914,4.6
2019,4,4,CC,44.367,BYRON HIGHWAY,29700,4577,15.41
2019,4,4,CC,44.367,BYRON HIGHWAY,25700,3724,14.49
2019,4,4,CC,46.46,DISCOVERY BAY BOULEVARD,11300,1562,13.82
2019,4,10,SJ,0,CONTRA COSTA/SAN JOAQUIN COUNTY LINE,14000,1582,11.3
2019,4,10,SJ,10.49,INLAND DRIVE,14100,1382,9.8
2019,4,10,SJ,10.49,INLAND DRIVE,15200,1854,12.2
2019,4,10,SJ,11.672,MAYBECK ROAD,15700,1821,11.6
2019,4,10,SJ,11.672,MAYBECK ROAD,15700,1711,10.9
2019,4,10,SJ,14.023,ROBERTS ISLAND ROAD,16400,2163,13.19
2019,4,10,SJ,14.023,ROBERTS ISLAND ROAD,17400,2158,12.4
2019,4,10,SJ,15.09,FRESNO AVENUE,18700,2132,11.4
2019,4,10,SJ,15.09,FRESNO AVENUE,17400,2436,14
2019,4,10,SJ,16.059,"STOCKTON, NORTH JCT RTE 5",17100,855,5
2019,4,10,SJ,16.059,"STOCKTON, NORTH JCT RTE 5",98000,9408,9.6
2019,4,10,SJ,17.052,STANISLAUS STREET,99000,9504,9.6
2019,4,10,SJ,19.986,SOUTH JCT. RTE. 99,104900,13427,12.8
2019,4,10,SJ,19.75,SOUTH JCT. RTE. 99,9380,535,5.7
2019,4,10,SJ,33.1,FARMINGTON/ESCALON-BELLOTA RD,5000,321,6.41
2019,4,10,SJ,33.1,FARMINGTON/ESCALON-BELLOTA RD,6000,378,6.3
2019,4,10,STA,8.885,STANISLAUS/CALAVERAS COUNTY LINE,7600,341,4.49
2019,4,10,CAL,0,STANISLAUS/CALAVERAS COUNTY LINE,7600,341,4.49
2019,4,10,CAL,26.22,VALLECITO,7900,514,6.5
2019,4,10,CAL,26.22,VALLECITO,7800,514,6.59
2019,4,10,CAL,29.62,BIG TREES/TOMBELL ROADS,7000,350,5
2019,4,10,CAL,29.62,BIG TREES/TOMBELL ROADS,6800,340,5
2019,4,10,CAL,42.62,MORAN ROAD EAST JUNCTION,6000,240,4
2019,4,10,CAL,44.497,BIG TREES STATE PARK,2700,189,7
2019,4,10,CAL,44.497,BIG TREES STATE PARK,2550,179,7.02
2019,4,10,CAL,49.57,MEKO DRIVE,1400,119,8.48
2019,4,10,CAL,65.865,CALAVERAS/ALPINE COUNTY LINE,1200,24,2
2019,4,10,ALP,0,CALAVERAS/ALPINE COUNTY LINE,1200,24,2
2019,5,11,SD,0.878,SOUTH JCT. RTE. 805,45000,1710,3.8
2019,5,11,SD,4.632,JCT. RTE. 75 WEST,142000,5964,4.2
2019,5,11,SD,4.632,JCT. RTE. 75 WEST,153000,5661,3.7
2019,5,11,SD,11.129,8TH STREET,198000,9900,5
2019,5,11,SD,12.647,JCT. RTE. 15 NORTH,215000,10750,5
2019,5,11,SD,12.647,JCT. RTE. 15 NORTH,166000,6806,4.1
2019,5,11,SD,14.077,"SAN DIEGO, JCT. RTE. 75 SOUTH",170000,6970,4.1
2019,5,11,SD,14.077,"SAN DIEGO, JCT. RTE. 75 SOUTH",172000,6880,4
2019,5,11,SD,15.036,"SAN DIEGO, JCT. RTE. 94",178000,6764,3.8
2019,5,11,SD,15.036,"SAN DIEGO, JCT. RTE. 94",229000,9160,4
2019,5,11,SD,16.069,"SAN DIEGO, JCT. RTE. 163",229000,8473,3.7
2019,5,11,SD,16.069,"SAN DIEGO, JCT. RTE. 163",219000,8979,4.1
2019,5,11,SD,20.056,JCT. RTE. 8/CAMINO DEL RIO,193000,7913,4.1
2019,5,11,SD,20.056,JCT. RTE. 8/CAMINO DEL RIO,191000,6494,3.4
2019,5,11,SD,23.476,"SAN DIEGO, BALBOA AVENUE",163000,7335,4.5
2019,5,11,SD,23.476,"SAN DIEGO, BALBOA AVENUE",147000,5880,4
2019,5,11,SD,25.947,JCT. RTE. 52 EAST,193000,7913,4.1
2019,5,11,SD,30.682,"SAN DIEGO, NORTH JCT. RTE. 805",70000,2660,3.8
2019,5,11,SD,41.509,ENCINITAS BOULEVARD,218000,18050,8.28
2019,5,11,SD,42.712,LEUCADIA BOULEVARD,217000,13584,6.26
2019,5,11,SD,51.201,JCT. RTE. 78 EAST,202000,9716,4.81
2019,5,11,SD,51.201,JCT. RTE. 78 EAST,209000,10032,4.8
2019,5,11,SD,52.834,BROOKS ST OC,208000,14934,7.18
2019,5,11,SD,53.43,MISSION AVENUE,172000,10286,5.98
2019,5,11,SD,54.39,HARBOR DRIVE/VANDERGRIFT,142000,12894,9.05
2019,5,11,SD,71.377,BASILONE ROAD,141000,10194,7.23
2019,5,12,ORA,0,SAN DIEGO/ORANGE COUNTY LINE,143000,10010,7
2019,5,12,ORA,6.78,JCT RTE 1,205600,14392,7
2019,5,12,ORA,9.604,"SAN JUAN CAPISTRANO, JCT. RTE. 74",215000,15050,7
2019,5,12,ORA,9.604,"SAN JUAN CAPISTRANO, JCT. RTE. 74",253000,17710,7
2019,5,12,ORA,13.776,CROWN VALLEY PARKWAY INTERCHANGE,300000,22500,7.5
2019,5,12,ORA,21.304,"JCT. RTE. 405, SANTA ANA FREEWAY",371000,25970,7
2019,5,12,ORA,23.12,"IRVINE, JCT. RTE. 133",315000,22050,7
2019,5,12,ORA,23.12,"IRVINE, JCT. RTE. 133",309000,21630,7
2019,5,12,ORA,30.263,"TUSTIN, JCT. RTE. 55, COSTA MESA FREEWAY",270200,18914,7
2019,5,12,ORA,30.263,"TUSTIN, JCT. RTE. 55, COSTA MESA FREEWAY",269200,18844,7
2019,5,12,ORA,34,"SANTA ANA, JCT. RTES. 22 AND 57, GARDEN GROVE/ORANGE FREEWAYS",380000,26600,7
2019,5,12,ORA,34,"SANTA ANA, JCT. RTES. 22 AND 57, GARDEN GROVE/ORANGE FREEWAYS",328300,22981,7
2019,5,12,ORA,34.942,"ORANGE, CHAPMAN AVENUE",279000,22320,8
2019,5,12,ORA,36.258,KATELLA AVENUE,260000,22100,8.5
2019,5,12,ORA,36.258,KATELLA AVENUE,285000,22800,8
2019,5,12,ORA,38.915,LINCOLN AVENUE,307000,27630,9
2019,5,12,ORA,38.915,LINCOLN AVENUE,293000,26370,9
2019,5,12,ORA,42.1,"FULLERTON, JCT. RTE. 91, RIVERSIDE/ARTESIA FREEWAYS",145000,12325,8.5
2019,5,12,ORA,42.1,"FULLERTON, JCT. RTE. 91, RIVERSIDE/ARTESIA FREEWAYS",111000,10545,9.5
2019,5,12,ORA,43.43,JCT. RTE. 39; BEACH BOULEVARD,194000,18430,9.5
2019,5,7,LA,0,ORANGE/LOS ANGELES COUNTY LINE,208300,16872,8.1
2019,5,7,LA,6.848,"SANTA FE SPRINGS, JCT. RTE. 605, SAN GABRIEL RIVER FREEWAY",192000,13920,7.25
2019,5,7,LA,6.848,"SANTA FE SPRINGS, JCT. RTE. 605, SAN GABRIEL RIVER FREEWAY",228000,15230,6.68
2019,5,7,LA,10.876,"COMMERCE, GARFIELD AVENUE INTERCHANGE",219000,17892,8.17
2019,5,7,LA,13.784,"COMMERCE, JCT. RTE. 710, LONG BEACH FREEWAY",232000,18282,7.88
2019,5,7,LA,13.784,"COMMERCE, JCT. RTE. 710, LONG BEACH FREEWAY",244000,15616,6.4
2019,5,7,LA,16.474,"LOS ANGELES, JCT. RTE. 60, POMONA FREEWAY",250000,19200,7.68
2019,5,7,LA,16.474,"LOS ANGELES, JCT. RTE. 60, POMONA FREEWAY",234000,15678,6.7
2019,5,7,LA,18.452,"LOS ANGELES, JCT. RTE. 10, SAN BERNARDINO FREEWAY",228000,15458,6.78
2019,5,7,LA,18.452,"LOS ANGELES, JCT. RTE. 10, SAN BERNARDINO FREEWAY",234000,14695,6.28
2019,5,7,LA,20.444,"LOS ANGELES, JCT. RTE. 110, PASADENA FREEWAY",220000,14410,6.55
2019,5,7,LA,20.444,"LOS ANGELES, JCT. RTE. 110, PASADENA FREEWAY",283000,14178,5.01
2019,5,7,LA,22.548,"LOS ANGELES, JCT. RTE. 2, GLENDALE FREEWAY",278000,14178,5.1
2019,5,7,LA,22.548,"LOS ANGELES, JCT. RTE. 2, GLENDALE FREEWAY",233000,15518,6.66
2019,5,7,LA,25.781,"LOS ANGELES, COLORADO BOULEVARD EXTENSION INTERCHANGE",247000,15512,6.28
2019,5,7,LA,27.08,"LOS ANGELES, JCT. RTE. 134, VENTURA FREEWAY",258000,15893,6.16
2019,5,7,LA,27.08,"LOS ANGELES, JCT. RTE. 134, VENTURA FREEWAY",237000,16519,6.97
2019,5,7,LA,36.358,"LOS ANGELES, JCT. RTE. 170, HOLLYWOOD FREEWAY",194000,12358,6.37
2019,5,7,LA,36.358,"LOS ANGELES, JCT. RTE. 170, HOLLYWOOD FREEWAY",292000,21725,7.44
2019,5,7,LA,39.361,"LOS ANGELES, JCT. RTE. 118, RONALD REAGAN FREEWAY",289000,22455,7.77
2019,5,7,LA,41,S/O JCT RTE 405;N/O RINALDI ST,185000,5587,3.02
2019,5,7,LA,41.597,"LOS ANGELES, JCT. RTE. 405, SAN DIEGO FREEWAY",187000,6882,3.68
2019,5,7,LA,41.597,"LOS ANGELES, JCT. RTE. 405, SAN DIEGO FREEWAY",304000,18635,6.13
2019,5,7,LA,44.014,"LOS ANGELES, JCT. RTE. 210, FOOTHILL FREEWAY",286000,22480,7.86
2019,5,7,LA,45.584,"JCT. RTE. 14, ANTELOPE VALLEY FREEWAY",206000,20023,9.72
2019,5,7,LA,53.565,"SANTA CLARITA, SOUTH JCT. RTE. 126, MAGIC MOUNTAIN PARKWAY INTERCHANGE",159000,20034,12.6
