,DI,RTE,CO,PM,CS,LEG,YR,AM_DIR,AM_WAY_PHV,AM_K_FACTOR_AMT,AM_D_FACTOR_AMT,AM_KD_FACTOR,AM_HOUR,AM_DAY,AM_MONTH,PM_DIR,PM_WAY_PHV,PM_K_FACTOR_AMT,PM_D_FACTOR_AMT,PM_KD_FACTOR,PM_HOUR,PM_DAY,PM_MONTH
1197,6,245,TUL,11.999,89,A,20,S,42,12.04,58.33,7.02,12,SAT,OCT,S,45,11.71,64.29,7.53,15,TUE,OCT
1198,6,245,TUL,11.999,407,B,20,S,61,9.65,59.8,5.77,12,SAT,OCT,N,71,11.16,60.17,6.72,13,SAT,OCT
1199,6,245,FRE,8.971,304,B,20,N,35,24.31,79.55,19.34,10,SAT,OCT,S,33,20.44,89.19,18.23,16,THU,JUL
1200,5,246,SB,9.55,203,B,22,W,524,7.92,51.88,4.11,12,SAT,AUG,W,738,11.53,50.2,5.79,18,FRI,JUL
1201,5,246,SB,9.56,205,A,22,W,662,8.81,76.71,6.76,6,TUE,FEB,E,704,11.59,62.03,7.19,16,WED,FEB
1202,5,246,SB,26.05,207,B,22,E,948,7.07,71.01,5.02,7,FRI,SEP,E,993,9.53,55.17,5.26,16,TUE,DEC
1203,5,246,SB,26.066,209,A,22,E,1081,7.24,58.43,4.23,8,FRI,SEP,W,1329,8.47,61.41,5.2,13,THU,DEC
1204,8,247,SBD,45.112,990,A,22,N,180,8.2,70.04,5.74,10,SUN,DEC,S,237,13.53,55.9,7.56,15,FRI,SEP
1205,8,247,SBD,78.096,247,B,22,N,744,8.44,54.83,4.63,12,WED,JAN,N,940,10.31,56.7,5.85,14,FRI,SEP
1206,1,253,MEN,0,766,A,20,E,103,9.69,58.19,5.64,12,SUN,JUL,W,121,12.05,55,6.63,16,FRI,OCT
1207,1,253,MEN,17.18,762,B,21,E,159,8.41,59.11,4.97,12,WED,MAY,W,182,10.31,55.15,5.69,15,FRI,MAY
1208,1,254,HUM,16.84,129,B,22,S,72,18.44,62.07,11.45,11,SUN,AUG,S,81,23.21,55.48,12.88,15,SUN,JUL
1209,1,255,HUM,2,515,O,22,S,494,9.67,73.84,7.14,11,SAT,DEC,S,544,11.13,70.65,7.86,14,WED,DEC
1210,1,255,HUM,8.75,805,A,22,S,764,8.85,58.06,5.14,12,TUE,NOV,S,904,10.91,55.73,6.08,15,FRI,MAY
1211,12,261,ORA,0,938,A,22,S,2082,14.18,87.96,12.47,8,WED,FEB,N,1742,12.47,83.71,10.44,17,TUE,MAR
1212,12,261,ORA,6.205,941,B,22,S,2051,13.95,85.46,11.92,8,WED,APR,S,3342,35.16,55.26,19.43,19,WED,OCT
1213,2,263,SIS,49.07,180,A,20,S,102,9.77,56.35,5.5,11,TUE,MAY,N,113,11.12,54.85,6.1,13,FRI,MAY
1214,2,265,SIS,20.328,185,B,20,S,85,9.77,56.29,5.5,12,TUE,AUG,N,92,11.26,52.87,5.95,15,THU,AUG
1215,9,266,MNO,0,977,A,22,S,44,26.65,54.32,14.47,11,MON,AUG,N,47,24.67,62.67,15.46,13,THU,SEP
1216,9,266,MNO,4.3,985,A,22,N,20,16.37,71.43,11.7,11,SAT,AUG,N,21,19.88,61.77,12.28,13,MON,JUN
1217,3,267,NEV,1.419,928,B,22,E,770,10.82,76.92,8.32,11,SUN,AUG,E,1006,14.04,77.44,10.87,16,THU,AUG
1218,3,267,NEV,1.419,929,A,22,W,889,13.58,64.84,8.81,12,SUN,SEP,W,848,12.49,67.25,8.4,13,FRI,SEP
1219,3,267,PLA,3.76,930,B,22,W,809,10.79,59.57,6.43,10,SAT,JUL,E,935,12.54,59.25,7.43,16,SAT,DEC
1220,3,267,PLA,6.23,931,B,21,E,669,12.98,50.64,6.57,11,SUN,JUL,W,808,13.71,57.92,7.94,16,FRI,JUL
1221,3,267,PLA,9.898,935,B,22,W,595,9.19,64.96,5.97,9,MON,DEC,W,650,10.81,60.35,6.52,16,SUN,JUL
1222,6,269,KIN,0,930,A,20,S,179,10.41,82.87,8.63,5,WED,SEP,N,113,9.49,57.36,5.45,16,TUE,MAR
1223,6,269,FRE,12.747,306,B,20,N,407,10.91,80.12,8.74,5,WED,SEP,S,370,11.81,67.27,7.94,15,MON,JUN
1224,6,269,FRE,24.764,940,B,20,S,265,13.82,72.8,10.06,6,TUE,MAR,N,224,12.23,69.57,8.5,16,TUE,MAR
1225,9,270,MNO,0,978,A,22,E,46,37.25,63.01,23.47,11,SAT,JUL,W,47,42.86,55.95,23.98,13,SAT,SEP
1226,1,271,MEN,7.29,196,B,22,N,66,19.61,51.16,10.03,12,SUN,JUL,S,66,16.72,60,10.03,13,WED,AUG
1227,2,273,SHA,3.812,155,A,21,S,391,8.26,55.94,4.62,12,SAT,OCT,S,486,8.92,64.37,5.74,16,TUE,NOV
1228,2,273,SHA,11.1,203,A,22,N,1053,8.78,65,5.71,7,WED,OCT,S,1003,9.79,55.54,5.44,16,WED,OCT
1229,2,273,SHA,14.184,156,A,22,N,1192,10.23,62.02,6.34,7,THU,SEP,S,1087,9.59,60.32,5.78,16,MON,APR
1230,2,273,SHA,17.385,204,B,22,S,818,9.23,54.24,5.01,7,THU,SEP,N,906,8.9,62.27,5.54,17,TUE,APR
1231,2,273,SHA,20.033,157,B,21,S,322,8.22,62.65,5.15,7,WED,SEP,N,380,9.35,64.96,6.07,17,TUE,FEB
1232,1,281,LAK,15.3,281,A,21,E,397,10.42,76.79,8,7,FRI,SEP,W,348,9.99,70.16,7.01,17,TUE,DEC
1233,11,282,SD,0,894,A,22,E,2193,7.87,89.95,7.08,5,TUE,APR,W,2011,9.95,65.21,6.49,15,MON,AUG
1234,1,283,HUM,0.13,283,O,22,N,112,5.12,99.12,5.08,8,WED,SEP,N,134,10.83,56.07,6.07,15,THU,OCT
1235,1,299,HUM,41.86,109,A,22,E,211,12.24,57.97,7.09,11,TUE,JUL,E,240,14.22,56.74,8.07,16,FRI,MAY
1236,2,299,TRI,58.11,208,B,22,W,264,8.55,67.52,5.77,9,SAT,JUL,E,279,10.86,56.14,6.1,15,FRI,OCT
1237,2,299,TRI,72.246,159,O,21,E,223,9.43,56.6,5.34,11,MON,APR,E,251,9.22,65.2,6.01,15,TUE,AUG
1238,2,299,SHA,0,159,O,21,E,223,9.43,56.6,5.34,11,MON,APR,E,251,9.22,65.2,6.01,15,TUE,AUG
1239,2,299,SHA,21.648,209,O,22,W,528,9.86,59.73,5.89,10,SAT,JUL,E,571,10.43,61.07,6.37,16,MON,SEP
1240,2,299,SHA,24.02,316,A,21,W,1005,9.56,56.11,5.36,7,WED,MAY,W,1027,10.66,51.43,5.48,13,MON,MAY
1241,2,299,SHA,24.088,317,A,21,W,1051,8.43,52.81,4.45,12,SAT,FEB,E,1106,8.84,53.05,4.69,14,THU,MAY
1242,2,299,SHA,24.822,162,A,22,W,980,9.15,50.03,4.58,7,WED,OCT,E,957,8.89,50.26,4.47,16,WED,OCT
1243,2,299,SHA,27.239,191,A,22,W,522,9.88,55.95,5.53,7,TUE,APR,E,505,9.75,54.83,5.35,15,FRI,MAY
1244,2,299,SHA,31.687,213,A,22,W,242,9.07,58.17,5.28,7,TUE,MAR,E,276,11.87,50.74,6.02,16,FRI,OCT
1245,2,299,SHA,73.13,163,O,21,E,257,12.24,62.68,7.67,8,FRI,JUL,E,286,13.61,62.72,8.54,13,WED,JUL
1246,2,299,SHA,80.085,214,A,22,E,172,10.28,53.58,5.51,10,FRI,SEP,E,203,12,54.13,6.5,15,FRI,SEP
1247,2,299,MOD,0.332,167,B,20,E,73,10.76,73.74,7.93,12,SAT,JUN,W,66,12.5,57.39,7.17,15,THU,JUN
1248,8,330,SBD,29.605,837,A,22,N,1215,17.21,60.81,10.46,11,FRI,DEC,S,1127,12.74,76.2,9.7,14,SUN,OCT
1249,8,395,SBD,3.981,974,A,21,S,1238,5.9,72.53,4.28,4,TUE,MAR,N,1137,5.92,66.38,3.93,18,THU,JUN
1250,8,395,SBD,11.18,975,A,22,N,999,6.34,58.87,3.73,7,THU,APR,S,1153,7.6,56.66,4.31,15,FRI,SEP
1251,8,395,SBD,45.948,977,A,22,N,343,12.04,54.44,6.55,11,FRI,FEB,S,372,9.34,76.07,7.11,16,WED,DEC
1252,8,395,SBD,45.948,976,B,22,N,422,9.67,54.52,5.27,12,FRI,FEB,S,492,9.47,64.91,6.15,15,THU,SEP
1253,9,395,KER,1.152,654,B,22,N,322,11.51,57.6,6.63,11,FRI,MAY,S,336,11.12,62.22,6.92,13,SUN,OCT
1254,9,395,KER,23.48,919,B,20,S,209,12.47,59.04,7.36,11,SUN,JUN,S,239,12.79,65.84,8.42,14,SUN,JUN
1255,9,395,KER,29.698,703,B,22,S,289,12.53,60.71,7.61,11,SAT,NOV,S,278,11.82,61.92,7.32,14,SUN,JUL
1256,9,395,INY,3.022,110,A,22,S,710,15.3,62.83,9.61,12,SUN,JUN,S,835,14.83,76.26,11.31,17,SUN,DEC
1257,9,395,INY,29.432,700,B,22,S,742,15.53,65.37,10.15,11,SUN,MAR,S,834,15.18,75.14,11.41,15,SUN,MAR
1258,9,395,INY,34.674,903,A,22,S,677,12.25,75.14,9.2,12,SUN,JAN,S,819,15.62,71.28,11.14,13,SUN,FEB
1259,9,395,INY,55.827,972,B,22,S,785,15.45,68.8,10.63,12,SUN,JAN,S,764,15.56,66.49,10.35,14,SUN,MAR
1260,9,395,INY,55.827,305,A,22,S,807,14.6,68.45,9.99,12,SUN,JAN,S,795,15.81,62.26,9.84,13,SUN,JUL
1261,9,395,INY,58.814,660,A,22,S,779,16.2,64.12,10.39,12,SUN,JUL,S,753,14.68,68.39,10.04,15,SUN,JAN
1262,9,395,INY,73.5,644,A,22,S,790,14.65,69.06,10.11,11,SUN,AUG,S,745,15.89,60.03,9.54,13,SUN,JUL
1263,9,395,INY,96.4,846,B,22,S,745,14.67,66.16,9.71,12,SUN,JUN,S,767,15.2,65.72,9.99,13,SUN,JUL
1264,9,395,INY,96.5,905,A,22,S,787,15.57,67.61,10.52,12,SUN,AUG,S,716,14.01,68.32,9.57,13,SUN,MAR
1265,9,395,INY,112.66,692,B,22,S,870,11.81,77.96,9.21,10,SUN,FEB,S,758,13.9,57.73,8.02,13,MON,FEB
1266,9,395,INY,115.403,106,B,22,S,956,11.61,59.9,6.95,11,SUN,JUL,S,853,9.81,63.23,6.2,14,SUN,JAN
1267,9,395,INY,115.403,993,A,22,S,902,7.72,77.03,5.94,11,MON,MAY,S,907,10.68,55.99,5.98,14,SUN,NOV
1268,9,395,INY,116.25,994,B,22,N,971,9.22,62.97,5.81,11,SAT,SEP,N,965,9.26,62.3,5.77,17,FRI,JAN
1269,9,395,INY,117.3,646,O,22,S,931,9.62,69.95,6.73,10,SUN,MAR,N,841,10.42,58.32,6.08,13,FRI,MAY
1270,9,395,INY,120.95,906,A,22,S,834,12.71,74.6,9.48,12,SUN,JAN,S,679,12.72,60.68,7.72,15,SUN,JAN
1271,9,395,MNO,13.931,310,B,22,S,806,13.34,76.69,10.23,11,SUN,JAN,S,619,11.81,66.56,7.86,16,SUN,JAN
1272,9,395,MNO,25.75,907,A,22,S,450,15.38,55.69,8.56,12,FRI,AUG,S,405,13.59,56.72,7.71,14,FRI,AUG
1273,9,395,MNO,25.75,308,B,22,S,888,13.06,66.92,8.74,12,SUN,NOV,N,712,11.16,62.79,7.01,15,SAT,JUL
1274,9,395,MNO,40.336,987,A,22,N,390,14.82,57.95,8.59,10,FRI,JUL,S,367,13.74,58.81,8.08,14,SAT,SEP
1275,9,395,MNO,50.744,988,B,22,N,417,14.8,59.57,8.81,11,SUN,JUL,S,390,15.43,53.43,8.24,13,FRI,JUL
1276,9,395,MNO,58.24,989,A,22,S,338,15.67,56.43,8.84,11,SAT,NOV,S,324,15.8,53.64,8.48,14,SUN,JUN
1277,9,395,MNO,107.105,529,O,20,S,475,18.46,64.63,11.93,11,SUN,AUG,S,455,20.27,56.38,11.43,14,SUN,AUG
1278,9,395,MNO,116.965,530,B,22,S,324,13.06,57.14,7.46,11,SUN,JUL,N,330,14.35,52.97,7.6,14,SUN,JUN
1279,9,395,MNO,120.49,991,B,22,S,313,13.52,54.82,7.41,12,FRI,JUL,N,314,10.49,70.88,7.44,15,SUN,JUL
1280,12,405,ORA,0.949,939,B,22,N,6004,8.33,56.6,4.71,7,TUE,JUN,S,6647,9.28,56.22,5.22,15,FRI,DEC
1281,12,405,ORA,6.178,915,A,22,N,9317,8.89,52.29,4.65,7,WED,SEP,S,8751,8.42,51.87,4.37,16,FRI,SEP
1282,12,405,ORA,15.9,208,B,22,S,7898,8.51,50.22,4.27,11,SAT,JUL,N,8189,7.7,57.56,4.43,15,TUE,JUN
1283,12,405,ORA,21.2,434,A,22,S,10680,7.37,53.68,3.95,12,SAT,APR,S,11126,7.15,57.62,4.12,16,SAT,NOV
1284,7,405,LA,6.81,211,B,22,N,11172,6.93,55.33,3.83,6,WED,NOV,N,10566,6.94,52.27,3.63,15,SAT,APR
1285,7,405,LA,18.629,551,O,22,N,9342,5.68,64.64,3.67,6,WED,MAR,N,9042,7.01,50.62,3.55,13,SUN,OCT
1286,7,405,LA,42.9,902,A,22,S,7607,5.39,64.75,3.49,6,THU,JAN,N,7944,6.81,53.55,3.65,15,SAT,NOV
1287,4,505,SOL,3.058,903,B,22,S,1693,9.5,58.68,5.58,12,SAT,JUN,S,2044,10.4,64.7,6.73,15,SUN,FEB
1288,3,505,YOL,0.396,955,B,22,S,1152,8.79,61.47,5.4,12,SUN,MAY,S,1511,11.59,61.13,7.08,16,SAT,NOV
1289,3,505,YOL,10.623,964,A,20,N,699,10.83,56.74,6.15,11,FRI,NOV,S,813,8.54,83.73,7.15,17,MON,MAY
1290,3,505,YOL,10.623,342,B,20,N,839,9.65,56.77,5.48,11,THU,DEC,S,991,7.79,83.07,6.47,16,MON,MAY
1291,3,505,YOL,22.356,965,B,22,S,589,10.33,63.54,6.56,12,SUN,MAY,N,753,13.57,61.82,8.39,15,FRI,SEP
1292,10,580,SJ,0,335,A,20,W,1475,6.83,84.82,5.8,5,WED,NOV,E,1658,10.32,63.11,6.51,17,FRI,SEP
1293,10,580,SJ,4.344,199,A,20,W,3089,7.5,92.02,6.9,4,WED,FEB,E,3435,9.95,77.12,7.67,16,FRI,MAR
1294,10,580,SJ,15.34,9,B,20,W,3137,8.06,92.89,7.49,4,MON,NOV,E,2288,7.69,70.99,5.46,15,THU,JUL
1295,4,580,ALA,13.219,533,A,20,W,8970,6.72,63.66,4.28,8,THU,NOV,E,9776,7.21,64.68,4.66,14,THU,NOV
1296,4,580,ALA,28.413,534,A,20,W,7653,8.4,55.55,4.67,8,WED,FEB,W,7309,7.61,58.52,4.46,17,WED,NOV
1297,12,605,ORA,1.1,219,A,22,S,7658,6.8,67.51,4.59,7,FRI,JUL,S,7723,8.28,55.93,4.63,17,TUE,FEB
1298,7,605,LA,22.92,547,O,21,S,6787,7.34,55.08,4.04,7,TUE,SEP,S,6868,7.22,56.7,4.09,17,THU,SEP
1299,4,680,SCL,9.935,423,B,21,S,4781,8.47,51.45,4.36,11,SAT,MAY,S,5137,8.12,57.63,4.68,16,FRI,AUG
1300,4,680,ALA,1.961,39,A,21,S,5380,9.06,50.88,4.61,12,SAT,MAY,N,5223,8.37,53.48,4.48,14,FRI,AUG
1301,4,680,CC,0.02,900,O,22,S,5350,7.01,55.6,3.9,12,SUN,OCT,S,5905,7.95,54.05,4.3,17,SAT,DEC
1302,4,680,SOL,7.324,355,A,21,S,3276,6.87,65.65,4.51,7,TUE,MAY,S,3485,7.95,60.35,4.79,15,SUN,AUG
1303,4,680,SOL,12.795,338,B,22,S,3561,6.3,69.8,4.39,6,TUE,JUN,S,3511,7.52,57.64,4.33,14,SUN,SEP
1304,7,710,LA,10.31,38,A,21,S,3679,5.78,62.52,3.62,6,TUE,DEC,N,3592,6.81,51.83,3.53,15,TUE,JAN
1305,7,710,LA,11.5,421,A,21,S,6949,6.88,55.75,3.84,6,TUE,AUG,N,6939,6.93,55.28,3.83,17,TUE,APR
1306,4,780,SOL,1.221,362,A,22,E,2963,8.23,70.2,5.78,7,TUE,SEP,W,2685,8.58,61,5.23,16,WED,MAR
1307,11,805,SD,1.805,681,A,22,N,10278,8.75,79.06,6.92,11,FRI,DEC,N,10688,11.58,62.11,7.19,13,THU,DEC
1308,11,805,SD,5.542,684,O,22,S,6342,14.17,95.48,13.53,12,FRI,JUL,S,8278,18.1,97.57,17.66,16,WED,FEB
1309,11,805,SD,6.059,923,B,22,N,7173,7.01,56.14,3.93,7,THU,MAR,S,7944,7.73,56.38,4.36,15,FRI,MAR
1310,11,805,SD,11.096,925,B,22,N,8943,5.35,70.81,3.79,6,WED,JUL,S,10302,7.4,58.96,4.36,15,TUE,JUN
1311,11,805,SD,14.461,966,B,22,N,9588,5.52,72.59,4,6,THU,AUG,S,9811,7.05,58.16,4.1,14,THU,MAR
1312,11,805,SD,23.651,929,B,22,N,7418,7.18,61.75,4.44,7,TUE,JAN,S,8333,8.08,61.69,4.98,14,MON,DEC
1313,11,805,SD,24.44,683,X,22,N,9165,6.7,67.79,4.54,6,TUE,JUN,S,8761,7.22,60.19,4.34,14,TUE,SEP
1314,11,805,SD,28.502,930,B,22,S,6821,7.27,57.75,4.2,8,TUE,MAY,S,6722,7.5,55.18,4.14,16,THU,APR
1315,11,805,SD,28.874,947,B,22,N,5552,6.84,58.14,3.97,11,FRI,JUN,N,6447,7.48,61.66,4.61,15,THU,MAY
1316,4,880,ALA,14.537,909,X,22,N,6639,7.01,50.19,3.52,10,SAT,APR,S,6630,6.72,52.25,3.51,13,SAT,MAY
1317,11,905,SD,3.207,932,A,22,W,2212,7.63,52.72,4.02,7,WED,FEB,E,2562,8.72,53.46,4.66,15,FRI,FEB
1318,11,905,SD,9.778,128,B,22,E,5144,8.77,67.92,5.96,7,THU,MAR,E,5376,8.88,70.16,6.23,13,MON,SEP
