,DI,RTE,CO,PM,CS,LEG,YR,AM_DIR,AM_WAY_PHV,AM_K_FACTOR_AMT,AM_D_FACTOR_AMT,AM_KD_FACTOR,AM_HOUR,AM_DAY,AM_MONTH,PM_DIR,PM_WAY_PHV,PM_K_FACTOR_AMT,PM_D_FACTOR_AMT,PM_KD_FACTOR,PM_HOUR,PM_DAY,PM_MONTH
1006,10,165,MER,26.872,323,B,22,N,328,7.2,60.41,4.35,11,SAT,DEC,N,370,9.54,51.46,4.91,14,FRI,JUL
1007,10,165,MER,26.872,67,A,22,N,368,7.04,59.74,4.21,11,SAT,DEC,N,418,9.27,51.54,4.78,16,FRI,OCT
1008,5,166,SB,0,130,A,22,W,552,9.29,66.75,6.2,6,WED,SEP,E,591,9.97,66.63,6.64,15,THU,JAN
1009,5,166,SB,7.87,132,B,21,W,1352,10.47,65.38,6.84,12,SUN,OCT,W,1724,12.56,69.49,8.73,16,MON,OCT
1010,5,166,SLO,8.927,227,A,22,E,616,23.88,76.9,18.37,1,WED,JAN,E,537,18.72,85.51,16.01,0,WED,NOV
1011,6,166,KER,0.01,109,A,21,E,203,9.44,70,6.61,6,MON,APR,W,192,10.12,61.74,6.25,14,FRI,JUL
1012,6,166,KER,22.765,613,B,21,W,312,14.17,85.25,12.08,5,WED,JUL,E,314,14.09,86.26,12.16,15,MON,APR
1013,6,166,KER,24.62,187,B,21,W,410,20.33,84.36,17.15,5,WED,JUL,E,420,18.49,95.02,17.57,21,SAT,OCT
1014,9,167,MNO,0,949,A,20,W,20,14.29,83.33,11.9,11,SUN,MAY,E,18,16.67,64.29,10.71,14,TUE,AUG
1015,9,167,MNO,21.331,602,B,22,W,14,19.42,70,13.59,10,THU,JUL,W,13,21.36,59.09,12.62,15,SUN,AUG
1016,6,168,FRE,0.993,693,B,22,E,4747,9.42,51.73,4.88,7,TUE,NOV,E,5369,9.68,56.95,5.51,16,WED,MAR
1017,6,168,FRE,3.035,568,B,22,W,5588,9.91,53.81,5.33,7,WED,MAR,E,5717,9.66,56.45,5.45,16,WED,DEC
1018,6,168,FRE,4.258,696,B,22,W,4427,9.95,51.27,5.1,7,MON,AUG,E,4776,9.36,58.79,5.5,16,TUE,SEP
1019,6,168,FRE,4.258,697,A,22,W,4398,10.5,60.26,6.33,7,WED,APR,E,4110,10.41,56.8,5.91,17,THU,NOV
1020,6,168,FRE,6.866,569,B,22,W,3813,10.44,67.08,7,7,TUE,SEP,E,2886,9.61,55.17,5.3,17,WED,SEP
1021,6,168,FRE,9.15,570,A,22,W,1222,9.57,78.33,7.5,7,MON,SEP,E,1034,9.57,66.28,6.34,17,WED,SEP
1022,6,168,FRE,14.75,208,B,22,W,574,9.06,73.68,6.68,7,TUE,MAR,E,551,9.34,68.62,6.41,17,THU,JUN
1023,6,168,FRE,14.75,196,A,22,W,448,9.43,65.98,6.22,7,WED,SEP,E,444,9.17,67.27,6.17,16,FRI,SEP
1024,6,168,FRE,15.47,51,A,22,W,402,8.48,69.19,5.86,7,TUE,MAR,E,438,9.83,64.99,6.39,16,FRI,SEP
1025,6,168,FRE,23.716,168,A,22,W,253,8.22,68.75,5.65,11,SUN,SEP,W,289,9.22,69.98,6.45,15,SUN,MAR
1026,6,168,FRE,27.368,197,O,22,W,380,15.77,75.55,11.91,11,SUN,SEP,W,396,14.36,86.46,12.41,15,SUN,MAR
1027,6,168,FRE,28.86,207,A,22,E,265,9.12,69.74,6.36,7,THU,SEP,W,275,11.55,57.17,6.6,15,FRI,JUN
1028,6,168,FRE,31.238,169,B,22,W,638,13.3,53.84,7.16,12,SUN,JUL,E,622,10.48,66.6,6.98,13,SAT,JUL
1029,6,168,FRE,49.66,113,B,22,E,263,21.8,95.99,20.92,8,TUE,DEC,W,311,27.05,91.47,24.74,15,SAT,FEB
1030,9,168,INY,3.278,975,A,22,E,106,20.33,77.37,15.73,10,MON,SEP,E,119,28.93,61.03,17.66,13,SUN,OCT
1031,9,168,INY,18.31,941,B,22,E,436,10.15,57.9,5.88,11,FRI,JUL,E,429,10.19,56.75,5.78,15,THU,OCT
1032,9,168,INY,18.32,942,A,22,E,53,15.18,66.25,10.06,11,SAT,AUG,W,59,16.51,67.82,11.2,15,FRI,SEP
1033,9,168,MNO,1.45,943,B,22,E,31,24.46,54.39,13.3,12,THU,AUG,W,36,23.18,66.67,15.45,15,FRI,SEP
1034,1,169,DN,1.86,169,B,22,W,54,10.02,64.29,6.44,10,MON,SEP,E,63,11.81,63.64,7.52,17,THU,JUN
1035,8,173,SBD,17.206,715,A,22,E,195,16.3,55.24,9,10,WED,AUG,W,187,14.59,59.18,8.63,16,TUE,JAN
1036,1,175,MEN,0,760,A,20,W,179,9.06,88.18,7.99,11,SUN,JUL,E,171,11.88,64.29,7.63,16,THU,JAN
1037,8,177,RIV,0,919,A,22,N,339,11.98,83.5,10,5,MON,NOV,S,334,11.8,83.5,9.86,16,MON,DEC
1038,8,177,RIV,0.26,910,A,22,S,336,15.77,84,13.25,12,SUN,AUG,N,313,14.39,85.75,12.34,17,FRI,MAY
1039,8,177,RIV,27.024,916,B,20,S,273,19.34,88.64,17.14,11,SUN,AUG,S,239,17.33,86.59,15,16,SUN,AUG
1040,6,178,KER,5.641,308,A,21,W,2126,7.79,68.05,5.3,7,TUE,AUG,E,2248,8.95,62.65,5.61,17,WED,AUG
1041,6,178,KER,7.687,178,A,21,W,1073,8.94,62.46,5.59,7,FRI,MAY,E,1054,9.09,60.33,5.49,17,MON,MAY
1042,6,178,KER,7.687,309,B,22,W,1922,10.09,65.35,6.59,7,MON,APR,E,1716,9.73,60.51,5.89,17,WED,NOV
1043,6,178,KER,9.614,312,A,22,W,873,8.51,67.62,5.75,7,THU,MAR,E,814,9.01,59.55,5.37,17,FRI,OCT
1044,6,178,KER,9.614,311,B,22,W,899,9.11,67.29,6.13,7,THU,APR,W,796,9.62,56.41,5.43,15,SAT,MAY
1045,6,178,KER,10.191,320,A,22,W,293,9.83,65.99,6.49,12,MON,SEP,E,325,11.34,63.48,7.2,16,FRI,MAY
1046,6,178,KER,10.962,615,A,21,W,292,10.46,68.87,7.2,11,SUN,AUG,W,273,10.66,63.19,6.73,13,SUN,AUG
1047,6,178,KER,28.511,173,B,21,W,268,9.3,70.34,6.54,10,SUN,AUG,W,270,10.1,65.22,6.59,15,SAT,FEB
1048,6,178,KER,42.941,117,A,21,W,180,8.32,60.81,5.06,9,FRI,MAY,E,182,8.63,59.28,5.11,16,THU,NOV
1049,9,178,KER,57.076,964,A,21,E,206,11.99,65.82,7.89,10,SUN,AUG,E,183,10.84,64.66,7.01,13,SUN,AUG
1050,9,178,KER,88.26,911,B,22,E,166,15.92,72.81,11.59,11,SUN,JUL,E,138,12.29,78.41,9.64,17,SUN,JUL
1051,9,178,KER,88.453,933,A,20,E,147,11.02,58.1,6.41,8,SAT,JUN,W,154,10.94,61.36,6.71,16,THU,DEC
1052,9,178,KER,93.237,920,A,20,E,288,8.77,60.89,5.34,7,MON,DEC,W,353,10.6,61.71,6.54,16,TUE,DEC
1053,9,178,KER,101.18,636,O,22,W,710,8.81,63.39,5.58,7,MON,MAY,E,924,11.01,66,7.27,16,THU,FEB
1054,9,178,KER,102.616,137,A,20,W,480,8.68,63.66,5.53,7,TUE,DEC,W,530,10.97,55.61,6.1,16,WED,DEC
1055,9,178,KER,102.616,180,B,22,E,1210,8.2,76.44,6.27,7,THU,MAR,E,1131,8.83,66.33,5.86,17,FRI,OCT
1056,9,178,KER,104.622,511,O,21,E,221,11.34,92.08,10.44,4,WED,MAR,W,239,14.36,78.62,11.29,15,TUE,MAR
1057,8,178,SBD,0,511,O,21,E,221,11.34,92.08,10.44,4,WED,MAR,W,239,14.36,78.62,11.29,15,TUE,MAR
1058,9,178,INY,42.93,937,A,22,W,81,12.01,71.68,8.61,10,THU,OCT,E,85,15.52,58.22,9.03,14,THU,JUL
1059,9,178,INY,62.186,637,B,22,W,78,15.33,53.79,8.25,10,FRI,JUL,E,85,14.17,63.43,8.99,14,SAT,NOV
1060,6,180,FRE,23.5,54,A,22,E,445,6.97,54.67,3.81,12,SUN,SEP,W,639,10.56,51.78,5.47,16,FRI,MAR
1061,6,180,FRE,34.59,118,B,22,W,378,7.78,63.11,4.91,7,WED,DEC,E,443,9.43,61.02,5.76,15,FRI,SEP
1062,6,180,FRE,40.11,667,A,22,E,397,6.84,64.87,4.43,11,SUN,NOV,E,490,8.91,61.4,5.47,16,WED,FEB
1063,6,180,FRE,46.39,649,A,22,W,511,8.08,54.25,4.38,7,WED,DEC,W,540,8.06,57.51,4.63,17,MON,MAR
1064,6,180,FRE,56.52,678,B,22,E,2121,9.51,58.58,5.57,7,MON,AUG,W,2279,9.73,61.56,5.99,17,THU,SEP
1065,6,180,FRE,62.893,706,B,22,W,5298,9.64,65.66,6.33,7,TUE,MAR,E,4551,9.42,57.74,5.44,16,THU,OCT
1066,6,180,FRE,66.023,707,A,21,W,1771,8.28,61.49,5.09,7,WED,JUN,E,1926,8.58,64.54,5.54,17,TUE,JUL
1067,6,180,FRE,71.334,870,B,22,W,1156,8.6,59.8,5.14,7,TUE,SEP,E,1142,8.42,60.36,5.08,17,WED,JUN
1068,6,180,FRE,71.334,871,A,22,W,935,9.37,57.15,5.36,7,MON,SEP,E,956,9.21,59.49,5.48,17,THU,APR
1069,6,180,FRE,74.529,708,B,22,W,950,9.99,54.79,5.47,7,MON,SEP,E,948,8.87,61.6,5.46,17,MON,SEP
1070,6,180,FRE,76.329,872,B,22,W,916,8.83,61.77,5.45,7,WED,DEC,E,990,9.67,61,5.9,17,WED,NOV
1071,6,180,FRE,77.12,873,B,22,W,796,9.85,55.32,5.45,7,WED,SEP,E,861,9.98,59.01,5.89,17,FRI,OCT
1072,6,180,FRE,77.12,874,A,22,W,567,9.42,65.93,6.21,7,MON,SEP,E,545,9.45,63.23,5.97,17,WED,MAR
1073,6,180,FRE,87.706,553,A,22,W,260,6.98,82.28,5.74,7,WED,MAR,E,307,10.55,64.23,6.78,17,FRI,SEP
1074,6,180,FRE,87.706,552,B,22,W,217,8.96,66.77,5.98,7,WED,SEP,E,228,9.95,63.16,6.29,16,FRI,JUN
1075,6,180,FRE,94.78,979,A,22,E,172,17.63,62.32,10.98,11,SAT,JUN,W,225,20.5,70.09,14.37,15,SUN,JUN
1076,6,180,FRE,108.128,122,A,22,E,199,20.49,69.83,14.31,11,SAT,JUN,W,242,20.2,86.12,17.4,17,SUN,JUN
1077,9,182,MNO,0,950,A,22,S,84,14.74,55.26,8.15,11,SAT,APR,N,87,15.23,55.41,8.44,15,SUN,JUL
1078,9,182,MNO,5.22,514,A,22,S,42,13.64,77.78,10.61,12,TUE,SEP,N,41,13.38,77.36,10.35,13,SUN,MAY
1079,5,183,MON,9.98,284,B,20,N,667,7.26,75.71,5.5,6,MON,NOV,S,629,7.38,70.28,5.18,16,WED,NOV
1080,6,184,KER,12.031,849,B,22,N,299,15.35,58.97,9.05,7,THU,MAY,N,217,10.68,61.47,6.57,14,THU,NOV
1081,11,186,IMP,2.07,943,B,22,S,534,10.39,68.2,7.09,8,THU,FEB,N,442,10.19,57.55,5.87,13,TUE,MAR
1082,11,188,SD,1.85,950,B,22,N,610,9.74,89.97,8.76,6,THU,SEP,S,636,11.99,76.17,9.13,17,FRI,JUL
1083,6,190,TUL,0,28,A,22,W,310,8.54,66.38,5.67,7,FRI,FEB,E,323,10.15,58.2,5.91,14,FRI,MAR
1084,6,190,TUL,9.474,13,A,20,W,363,11.06,64.25,7.1,6,MON,OCT,E,362,11.47,61.78,7.08,16,THU,JAN
1085,6,190,TUL,9.474,3,B,20,E,224,9.97,64,6.38,6,THU,OCT,E,214,10.4,58.63,6.1,16,FRI,JAN
1086,6,190,TUL,15.212,14,B,20,W,542,8.96,67.58,6.06,6,WED,OCT,E,580,11.36,57.09,6.48,15,TUE,OCT
1087,6,190,TUL,15.95,200,B,20,E,1223,9.33,53.34,4.97,7,THU,OCT,W,1305,10.49,50.62,5.31,15,TUE,OCT
1088,6,190,TUL,16.452,126,B,20,E,1372,10.87,61.42,6.67,7,TUE,OCT,E,1200,10.25,56.95,5.84,17,TUE,OCT
1089,6,190,TUL,16.967,17,A,20,E,537,8.55,63.63,5.44,12,TUE,JUL,E,561,7.77,73.14,5.68,18,FRI,OCT
1090,6,190,TUL,22.55,628,A,20,W,409,9.84,73.3,7.21,7,TUE,JAN,E,349,8.96,68.7,6.15,16,MON,JAN
1091,6,190,TUL,32.704,127,A,20,E,113,18.7,62.43,11.67,11,SAT,JUL,W,150,19.32,80.21,15.5,17,SUN,JUL
1092,9,190,INY,9.85,904,A,20,W,19,14.72,79.17,11.66,11,SAT,DEC,W,17,14.11,73.91,10.43,16,THU,DEC
1093,9,190,INY,24.55,515,B,22,W,31,24.89,54.39,13.54,12,SUN,SEP,E,41,24.02,74.55,17.9,17,TUE,SEP
1094,9,190,INY,24.55,918,A,22,E,47,16.15,69.12,11.16,11,SUN,DEC,W,49,14.01,83.05,11.64,17,SUN,JAN
1095,9,190,INY,99.77,901,A,22,E,125,19.31,62.5,12.07,12,FRI,DEC,W,173,32.24,51.8,16.7,15,SUN,DEC
1096,9,190,INY,140.692,926,B,22,W,147,18.69,70.34,13.15,11,FRI,NOV,E,159,16.82,84.57,14.22,17,MON,NOV
1097,3,191,BUT,0,881,A,22,N,263,11.66,57.93,6.75,7,WED,FEB,S,249,10.2,62.72,6.39,15,TUE,OCT
1098,5,192,SB,0.019,102,A,22,E,809,13.42,52.33,7.02,7,WED,MAR,W,754,12.55,52.18,6.55,15,WED,MAR
1099,5,192,SB,4.15,104,B,22,E,137,10.49,54.37,5.7,8,WED,MAR,E,214,15.57,57.22,8.91,16,FRI,DEC
1100,5,192,SB,8.28,106,A,22,E,495,11.96,61.34,7.34,12,FRI,DEC,E,687,13.99,72.78,10.18,15,FRI,DEC
1101,5,192,SB,17.44,110,A,22,E,390,15.58,78,12.15,7,TUE,FEB,W,272,15.11,56.08,8.47,16,THU,MAR
1102,3,193,PLA,3,896,A,21,W,348,7.21,83.25,6.01,10,THU,JUN,W,473,9.03,90.44,8.16,14,WED,JUN
1103,1,197,DN,0,741,A,22,S,315,16.42,62.5,10.26,8,MON,OCT,N,342,19.09,58.36,11.14,16,FRI,OCT
1104,6,198,FRE,0,404,A,20,W,51,11.71,52.04,6.09,12,SAT,SEP,E,59,11.11,63.44,7.05,17,FRI,SEP
1105,6,198,FRE,21.19,128,B,20,W,56,8.16,78.87,6.44,5,MON,SEP,E,62,11.26,63.27,7.13,13,SAT,SEP
1106,6,198,FRE,22.66,43,A,20,W,105,8.17,68.18,5.57,8,WED,DEC,E,111,10.4,56.63,5.89,15,THU,MAR
1107,6,198,KIN,3.011,130,B,20,W,295,8.23,71.26,5.87,6,TUE,JAN,E,378,12.53,60,7.52,16,FRI,OCT
1108,6,198,KIN,3.011,131,A,22,W,1304,10.2,90.37,9.22,5,THU,SEP,E,1127,10.85,73.42,7.97,15,MON,MAR
1109,6,198,KIN,8.897,36,B,20,W,1613,10.95,74.33,8.14,7,WED,OCT,E,1838,11.89,78.01,9.27,16,MON,OCT
1110,6,198,KIN,8.897,441,A,22,W,1421,9.12,66.81,6.09,7,WED,AUG,E,1647,10.16,69.52,7.06,16,THU,APR
1111,6,198,KIN,10.561,629,B,22,W,1455,7.02,77.27,5.42,6,MON,NOV,E,1666,9.72,63.93,6.21,15,THU,OCT
1112,6,198,KIN,15.745,232,B,22,W,1639,7.35,53.72,3.95,7,WED,SEP,E,2190,9,58.62,5.27,15,TUE,FEB
1113,6,198,KIN,16.91,198,B,22,W,1515,7,53.2,3.72,7,WED,MAR,E,2019,9.21,53.88,4.96,15,FRI,MAY
1114,6,198,KIN,20.975,427,A,22,W,1768,8.66,59.93,5.19,7,THU,MAY,E,1792,9.29,56.6,5.26,16,THU,APR
1115,6,198,KIN,20.98,39,B,20,W,1551,9.47,61.3,5.8,7,THU,OCT,E,1524,10.52,54.22,5.7,17,THU,OCT
1116,6,198,TUL,3.711,199,A,22,W,2945,9.49,50.28,4.77,7,THU,APR,E,3222,9.23,56.6,5.22,16,THU,OCT
1117,6,198,TUL,3.711,29,B,22,W,1613,9.26,54.53,5.05,7,TUE,FEB,E,1796,9.67,58.14,5.62,15,FRI,MAR
1118,6,198,TUL,4.796,610,A,22,W,3293,8.91,56.46,5.03,7,TUE,MAR,E,3554,9.33,58.25,5.43,16,THU,DEC
1119,6,198,TUL,8.753,133,B,22,W,3608,8.94,55.6,4.97,7,MON,FEB,E,3731,9.55,53.82,5.14,15,FRI,NOV
1120,6,198,TUL,16.764,965,B,22,W,1328,9.15,54.07,4.95,7,WED,AUG,E,1437,9.74,54.93,5.35,16,WED,MAR
1121,6,198,TUL,18.761,134,B,22,W,1148,9.1,54,4.91,7,THU,SEP,E,1160,9.18,54.1,4.96,17,FRI,FEB
1122,6,198,TUL,19.762,18,A,20,E,512,11.49,63.37,7.28,12,SAT,JUL,E,532,12.64,59.84,7.56,13,SUN,JUL
1123,6,198,TUL,27.96,408,B,20,E,467,15.86,61.29,9.72,11,SUN,JUL,W,538,15.48,72.31,11.2,16,SUN,JUL
1124,6,198,TUL,27.96,630,A,22,E,476,16.11,61.66,9.94,10,MON,MAY,W,500,15.61,66.85,10.44,15,SUN,FEB
1125,6,198,TUL,42.35,135,A,20,E,327,18.29,89.34,16.34,10,SAT,JUL,W,324,17.59,92.05,16.19,17,SAT,JAN
1126,1,199,DN,4.16,730,B,22,N,301,14.8,54.93,8.13,12,MON,SEP,N,335,10.67,84.81,9.05,13,WED,JUN
1127,1,199,DN,4.404,731,A,22,N,424,11.32,65.64,7.43,10,MON,MAY,S,431,13.12,57.54,7.55,15,FRI,SEP
1128,6,201,FRE,0,136,A,20,W,521,8.11,52,4.22,12,FRI,NOV,E,603,7.24,67.37,4.88,17,SUN,MAY
1129,6,201,TUL,1.4,654,A,20,E,243,7.42,56.78,4.21,12,SUN,NOV,E,340,10.98,53.63,5.89,15,FRI,NOV
1130,6,201,TUL,13.97,27,B,20,E,115,18.13,56.1,10.17,5,WED,JUN,E,88,12.56,61.97,7.78,16,TUE,DEC
1131,6,201,TUL,13.98,26,A,20,W,287,8.74,60.81,5.32,7,FRI,MAR,E,330,11.1,55.09,6.11,16,THU,DEC
1132,6,201,TUL,23.957,137,B,20,E,85,8.54,68.55,5.85,11,SUN,JUL,W,95,9.78,66.9,6.54,13,SAT,OCT
1133,9,202,KER,2.16,922,A,20,W,464,6.92,74.6,5.16,5,MON,JUN,E,629,12.46,56.16,7,15,WED,DEC
1134,9,202,KER,5.5,968,A,20,E,1172,13.96,85.36,11.91,5,MON,DEC,E,918,10.57,88.27,9.33,21,SUN,DEC
1135,9,202,KER,12.008,932,B,20,E,727,7.17,74.49,5.34,6,WED,DEC,W,898,10.5,62.84,6.6,16,WED,DEC
1136,9,203,MNO,4.47,959,B,22,E,642,14.64,93.18,13.65,7,SUN,NOV,W,728,17.71,87.4,15.47,16,FRI,MAR
1137,9,203,MNO,4.782,107,A,22,E,696,10.8,62.09,6.71,11,SUN,JAN,E,801,12.92,59.73,7.72,16,FRI,JAN
1138,9,203,MNO,5.75,103,B,22,E,815,10.9,55.37,6.03,9,SUN,JUL,E,852,11.02,57.22,6.31,14,MON,DEC
1139,9,203,MNO,6.866,108,B,22,E,650,10.92,78.6,8.58,10,SUN,MAR,E,521,11.61,59.27,6.88,15,SUN,JAN
1140,9,203,MNO,8.56,921,B,22,E,830,11.57,79.27,9.17,9,SUN,JAN,W,658,12.26,59.33,7.27,16,FRI,FEB
1141,6,204,KER,6.258,204,B,22,S,2020,9.14,61.38,5.61,7,MON,SEP,S,1872,9.84,52.87,5.2,15,THU,OCT
1142,4,205,ALA,0.214,251,A,20,E,5119,7.78,53.92,4.2,12,SAT,NOV,E,5812,6.94,68.68,4.76,14,TUE,NOV
1143,10,205,SJ,1,8,B,20,W,4966,4.7,87.91,4.13,4,WED,JUN,E,5282,5.89,74.64,4.39,19,THU,FEB
1144,10,205,SJ,8.127,121,A,20,E,4994,7.26,52.99,3.85,12,SAT,JAN,E,4998,6.44,59.77,3.85,14,TUE,SEP
1145,7,210,LA,7.194,781,O,20,W,5894,7.68,62.62,4.81,6,TUE,DEC,E,6234,9.97,51.01,5.09,16,THU,FEB
1146,7,210,LA,23.547,759,O,22,W,4891,8.32,52.07,4.33,8,WED,FEB,W,4408,7.49,52.15,3.91,17,FRI,APR
1147,7,210,LA,26.5,445,A,22,E,14423,6.88,62.32,4.29,11,SAT,APR,E,14115,6.81,61.57,4.19,14,SAT,JAN
1148,7,210,LA,27.409,156,O,21,E,9991,7.35,54.33,3.99,12,SUN,JUN,E,9828,7.23,54.37,3.93,13,SAT,FEB
1149,7,210,LA,31.46,810,O,22,E,8236,6.98,51.26,3.58,12,SAT,SEP,E,8280,6.62,54.33,3.6,14,WED,JUN
1150,7,210,LA,41.594,905,A,20,W,8357,7.02,53.52,3.76,11,SUN,OCT,W,8446,6.93,54.78,3.8,16,SUN,OCT
1151,7,210,LA,46.207,128,O,20,W,7083,7.16,61.09,4.37,8,MON,NOV,W,6706,7.81,53.01,4.14,15,SAT,OCT
1152,8,210,SBD,1.497,201,A,22,E,6527,6.84,51.78,3.54,12,SAT,AUG,E,6456,6.21,56.44,3.5,15,TUE,JAN
1153,8,210,SBD,11.498,202,B,22,E,6549,6.59,53.14,3.5,12,FRI,JUN,E,6712,6.9,52,3.59,13,SAT,OCT
1154,8,210,SBD,23.588,210,B,22,W,6376,7.25,57.71,4.19,7,THU,MAY,E,5863,7.38,52.17,3.85,15,FRI,APR
1155,8,210,SBD,26.729,211,B,20,W,4347,8.24,53.84,4.44,7,TUE,JAN,W,4460,8.06,56.48,4.55,16,FRI,JAN
1156,8,210,SBD,33.18,864,B,20,E,3309,7.99,55.35,4.42,7,TUE,JAN,W,3160,7.6,55.57,4.22,15,SAT,AUG
1157,1,211,HUM,77.05,148,A,22,S,299,9.85,54.36,5.35,12,MON,DEC,S,582,13.23,78.76,10.42,16,SUN,DEC
1158,8,215,RIV,9.507,902,A,22,S,4451,6.6,56.85,3.75,11,SUN,APR,N,4689,6.87,57.48,3.95,16,MON,MAY
1159,8,215,RIV,26.308,827,A,22,N,4383,7.05,59.84,4.22,6,WED,OCT,S,3936,6.92,54.71,3.79,16,THU,MAR
1160,8,215,RIV,30.933,214,A,22,N,4896,6.27,57.47,3.6,5,WED,MAR,S,4998,6.45,57.06,3.68,18,TUE,NOV
1161,8,215,RIV,42.163,230,A,22,N,8060,5.95,58.05,3.45,6,FRI,MAR,N,7924,5.95,57.09,3.4,14,SAT,MAY
1162,8,215,RIV,43.9,232,B,21,N,9312,6.61,74.27,4.91,7,THU,APR,N,9316,6.49,75.7,4.91,16,TUE,MAY
1163,8,215,SBD,4.052,828,A,22,N,7490,6.89,50.11,3.45,7,TUE,APR,N,8617,7.11,55.86,3.97,15,FRI,JUL
1164,8,215,SBD,4.052,868,B,21,S,6979,6.52,53.45,3.49,7,WED,MAR,S,7171,6.71,53.38,3.58,15,WED,JAN
1165,8,215,SBD,14.104,606,A,22,S,2908,6.54,60.15,3.94,6,WED,MAY,N,2969,7.28,55.22,4.02,16,WED,OCT
1166,6,216,TUL,0.488,142,A,20,W,708,10.02,55.57,5.57,7,TUE,OCT,E,815,10.66,60.1,6.41,17,TUE,OCT
1167,6,216,TUL,2.46,171,A,21,W,254,11.93,55.95,6.67,11,SUN,FEB,E,216,9.75,58.22,5.67,16,FRI,MAR
1168,6,216,TUL,11.732,831,B,20,W,248,9.45,58.91,5.57,7,THU,OCT,E,256,9.86,58.31,5.75,17,MON,JAN
1169,6,216,TUL,14.006,143,B,20,W,264,6.66,68.93,4.59,6,MON,OCT,E,329,10.24,55.86,5.72,15,THU,OCT
1170,6,216,TUL,14.006,144,A,20,W,244,8.66,57.68,4.99,7,MON,OCT,E,274,10.07,55.69,5.61,17,THU,OCT
1171,6,216,TUL,19.245,145,B,20,E,90,11.48,64.29,7.38,12,SUN,JUL,W,97,12.13,65.54,7.95,17,SUN,JUL
1172,5,217,SB,0.464,126,A,20,W,1032,14.12,80.56,11.38,9,WED,NOV,E,1055,16.83,69.14,11.63,17,MON,FEB
1173,4,220,SOL,0,351,A,22,W,30,23.79,61.22,14.56,8,FRI,JUN,W,27,19.9,65.85,13.11,16,MON,JUN
1174,3,220,SAC,3.114,922,B,20,W,66,12.26,78.57,9.64,5,FRI,JUL,E,70,15.77,64.82,10.22,15,FRI,APR
1175,1,222,MEN,0.96,733,A,21,W,320,8.76,54.33,4.76,12,SAT,SEP,W,354,10.52,50.07,5.27,15,MON,DEC
1176,6,223,KER,1.85,161,A,21,W,112,9.21,76.71,7.06,5,THU,SEP,E,138,11.79,73.8,8.7,15,FRI,JUN
1177,6,223,KER,10.509,401,B,21,W,344,8.98,76.28,6.85,6,TUE,DEC,E,391,10.89,71.48,7.79,14,MON,JUN
1178,6,223,KER,10.536,223,A,21,W,375,6.37,70.89,4.52,5,TUE,SEP,E,422,9.12,55.75,5.08,14,THU,JUN
1179,6,223,KER,10.94,146,A,21,W,315,7.84,52.5,4.11,7,MON,SEP,W,376,8.75,56.12,4.91,16,TUE,SEP
1180,6,223,KER,16.014,225,A,21,W,396,6.48,63.77,4.13,11,SUN,SEP,E,458,7.33,65.15,4.78,17,WED,DEC
1181,6,223,KER,16.014,224,B,21,W,343,6.41,66.22,4.24,11,SUN,SEP,W,400,9,55.02,4.95,16,MON,SEP
1182,6,223,KER,20.911,147,B,21,E,439,7.94,56.94,4.52,12,SAT,SEP,E,480,8.68,56.94,4.94,16,FRI,MAR
1183,6,223,KER,31.92,148,B,21,E,127,11.15,63.5,7.08,11,MON,JUN,E,123,11.6,59.14,6.86,14,FRI,SEP
1184,5,227,SLO,7.12,148,A,21,N,896,9.62,73.2,7.04,7,FRI,SEP,S,1208,12.88,73.7,9.5,16,TUE,JUL
1185,6,233,MAD,0.005,149,A,22,S,207,8.94,60.35,5.39,7,TUE,OCT,N,247,9.82,65.52,6.43,16,TUE,JAN
1186,6,233,MAD,3.586,150,B,22,N,640,7.83,60.04,4.7,7,THU,OCT,N,690,9.92,51.07,5.07,15,WED,OCT
1187,4,237,SCL,4.599,491,A,22,E,6483,7.29,72.15,5.26,12,FRI,OCT,E,7185,7.81,74.63,5.83,13,FRI,OCT
1188,4,237,SCL,8.02,482,A,22,W,4689,7.46,60.99,4.55,11,SUN,OCT,W,4313,7.5,55.83,4.19,18,SAT,OCT
1189,4,237,SCL,9.335,216,B,22,W,4602,6.24,73.48,4.58,7,MON,APR,E,4693,7.87,59.38,4.67,16,WED,APR
1190,12,241,ORA,14.601,934,A,21,S,531,9.33,71.18,6.64,8,FRI,AUG,S,819,12.31,83.15,10.24,17,WED,AUG
1191,12,241,ORA,20.077,921,A,22,N,2223,12.84,65.13,8.36,8,THU,SEP,S,1905,10.81,66.31,7.16,17,TUE,AUG
1192,12,241,ORA,27.378,922,B,22,N,1536,13.7,66.07,9.05,7,THU,JUN,N,1647,12.75,76.14,9.71,15,WED,OCT
1193,12,241,ORA,32.541,924,A,22,S,4216,12.42,71.46,8.87,8,THU,SEP,N,3581,10.36,72.73,7.54,15,WED,OCT
1194,6,245,TUL,0,87,A,20,S,160,8.5,55.56,4.72,7,TUE,JAN,N,210,9.71,63.83,6.19,17,THU,OCT
1195,6,245,TUL,7.066,88,A,20,N,288,7.93,58.54,4.64,7,FRI,OCT,N,379,11.37,53.68,6.1,15,FRI,JAN
1196,6,245,TUL,7.066,406,B,20,N,243,7.94,60.15,4.78,7,THU,OCT,N,310,11.32,53.82,6.09,15,WED,OCT
