DI,RTE,CO,PM,CS,LEG,YR,AM_DIR,AM_WAY_PHV,AM_K_FACTOR_AMT,AM_D_FACTOR_AMT,AM_KD_FACTOR,AM_HOUR,AM_DAY,AM_MONTH,PM_DIR,PM_WAY_PHV,PM_K_FACTOR_AMT,PM_D_FACTOR_AMT,PM_KD_FACTOR,PM_HOUR,PM_DAY,PM_MONTH,YEAR,,
11,8,SD,20.041,888,B,22,W,3849,6.9,67.21,4.64,7,MON,FEB,W,3626,8.65,50.47,4.37,15,FRI,SEP,2022,,
11,8,SD,23.64,979,O,22,E,2202,7.25,60.54,4.39,11,FRI,DEC,E,2519,7.61,66.03,5.02,15,FRI,SEP,2022,,
11,8,SD,37.831,811,A,22,W,1392,9.71,57.78,5.61,12,FRI,SEP,W,1614,11.91,54.64,6.51,13,MON,MAY,2022,,
11,8,SD,65.904,981,A,22,W,1074,11.55,56.41,6.52,11,FRI,NOV,E,1180,12.89,55.53,7.16,13,SUN,DEC,2022,,
11,8,IMP,10.291,993,B,22,W,1159,12.74,53.09,6.77,11,SAT,NOV,W,1296,13.65,55.43,7.57,13,SUN,DEC,2022,,
11,8,IMP,23.48,624,A,21,W,915,11.45,56.45,6.46,12,SUN,OCT,W,1084,11.74,65.22,7.66,13,SAT,NOV,2022,,
11,8,IMP,40.944,638,B,22,W,1464,7.82,55.96,4.37,10,FRI,SEP,E,1778,9.84,54.01,5.31,17,FRI,SEP,2022,,
11,8,IMP,43.321,641,A,22,W,1292,10.42,51.62,5.38,12,FRI,MAY,E,1401,10.42,56,5.83,15,FRI,FEB,2022,,
11,8,IMP,47.783,404,A,22,E,1102,11.71,57.19,6.7,10,WED,NOV,E,1168,12.65,56.1,7.1,13,SUN,MAR,2022,,
11,8,IMP,53.497,692,B,21,E,1025,13.23,51.28,6.78,12,SAT,JUL,W,1104,12.56,58.14,7.3,14,FRI,SEP,2022,,
11,8,IMP,65.752,691,A,22,E,7073,30.97,92.83,28.75,9,THU,OCT,E,6769,29.17,94.34,27.52,19,THU,OCT,2022,,
11,8,IMP,65.752,690,B,22,E,7006,34.97,93.81,32.81,9,THU,OCT,E,6716,33.05,95.15,31.45,19,THU,OCT,2022,,
5,9,SCR,0.046,48,A,20,S,415,3.12,52.47,1.64,12,SUN,JUN,N,546,4.16,51.85,2.16,16,SUN,JUN,2022,,
4,9,SCL,0,50,A,22,S,215,13.63,62.5,8.52,12,SAT,APR,N,228,14.5,62.3,9.03,16,SUN,JAN,2022,,
4,9,SCL,7.09,170,A,22,N,534,18.09,52.46,9.49,11,SAT,APR,N,694,19.26,64.02,12.33,13,SAT,APR,2022,,
7,10,LA,5.454,44,B,21,W,4419,6.78,63.1,4.28,8,FRI,MAY,E,4252,7.77,53.01,4.12,17,SAT,JUN,2022,,
7,10,LA,47.11,54,B,21,W,9463,6.66,57.59,3.83,7,THU,JUN,W,9353,6.74,56.21,3.79,14,SUN,FEB,2022,,
8,10,SBD,9.176,102,B,20,E,8498,6.64,56.16,3.73,7,THU,NOV,E,8352,6.48,56.61,3.67,14,WED,SEP,2022,,
8,10,SBD,11.132,712,A,22,E,6633,6.88,50.45,3.47,7,WED,NOV,E,6577,6.75,51.03,3.44,14,SAT,FEB,2022,,
8,10,SBD,13.169,824,B,21,W,6948,5.03,70.74,3.56,6,MON,NOV,E,6726,4.7,73.28,3.45,22,SAT,FEB,2022,,
8,10,SBD,24.24,858,B,21,W,6066,6.84,51.98,3.55,7,WED,SEP,W,6352,7.37,50.54,3.72,15,THU,MAR,2022,,
8,10,SBD,31.405,150,B,20,W,7505,7.64,64.47,4.93,8,FRI,FEB,E,6886,8.34,54.23,4.52,16,THU,JAN,2022,,
8,10,RIV,3.048,862,A,22,W,4301,6.63,57.07,3.78,10,MON,FEB,E,4285,6.99,53.9,3.77,13,SAT,FEB,2022,,
8,10,RIV,19.4,808,A,20,W,5600,9.32,60.4,5.63,12,SUN,SEP,W,5265,9.09,58.28,5.29,14,SUN,MAR,2022,,
8,10,RIV,27.229,110,B,20,E,4143,9.59,52.67,5.05,12,SAT,DEC,E,4268,9.34,55.67,5.2,16,SAT,DEC,2022,,
8,10,RIV,43.358,109,A,22,E,4905,6.74,61.44,4.14,7,FRI,APR,E,4977,8.13,51.67,4.2,15,FRI,APR,2022,,
8,10,RIV,52.342,871,B,22,W,4409,7.06,61.17,4.32,7,THU,DEC,E,4478,7.56,58.01,4.38,17,FRI,FEB,2022,,
8,10,RIV,149.15,908,A,22,W,1767,7.69,70.29,5.4,7,SUN,NOV,W,1890,10.62,54.42,5.78,14,WED,NOV,2022,,
8,10,RIV,156.492,909,O,22,W,1872,9.74,56.15,5.47,11,THU,DEC,W,1944,10.99,51.69,5.68,13,THU,DEC,2022,,
11,11,SD,0.745,140,A,22,W,1517,16,83.26,13.32,11,WED,APR,W,1102,11.28,85.76,9.68,16,WED,DEC,2022,,
11,11,SD,0.745,141,O,22,W,1456,14.8,76.35,11.3,6,TUE,APR,W,1251,11.67,83.23,9.71,14,FRI,FEB,2022,,
4,12,NAP,2.3,906,B,22,W,2416,8.14,72.88,5.93,6,TUE,JUN,E,1810,7.54,58.96,4.44,14,THU,JUN,2022,,
3,12,SAC,0.571,97,B,20,W,907,7.9,65.63,5.18,6,WED,SEP,E,1137,10.68,60.87,6.5,16,FRI,SEP,2022,,
3,12,SAC,3.635,366,B,21,W,973,6.87,72.78,5,6,MON,APR,E,1048,8.31,64.73,5.38,16,THU,OCT,2022,,
10,12,SJ,5.39,372,B,21,W,990,6.58,74.83,4.92,6,MON,OCT,E,1089,8.58,63.17,5.42,14,FRI,OCT,2022,,
10,12,SJ,5.39,11,A,21,W,996,6.29,76.26,4.8,5,TUE,JUN,E,1096,8.32,63.43,5.28,16,WED,MAR,2022,,
10,12,SJ,8.83,88,B,20,W,1020,7,76.01,5.32,6,TUE,NOV,E,1118,9,64.85,5.83,16,THU,SEP,2022,,
10,12,SJ,10.167,114,A,21,E,1058,7.89,61.51,4.85,12,SAT,SEP,E,1166,8.57,62.42,5.35,15,FRI,SEP,2022,,
10,12,SJ,11.66,375,B,21,E,519,8.07,55.04,4.44,12,SAT,AUG,E,642,9.61,57.12,5.49,16,FRI,MAY,2022,,
10,12,CAL,6.3,261,A,20,E,353,8.91,59.03,5.26,10,SAT,JUL,E,356,9.89,53.61,5.3,15,FRI,NOV,2022,,
10,12,CAL,6.3,260,B,20,E,303,10.3,53.35,5.5,12,FRI,SEP,E,322,10.09,57.91,5.84,16,FRI,JUL,2022,,
7,14,LA,26,779,A,21,S,7350,6.4,69.75,4.46,6,WED,JUN,N,6652,6.85,58.98,4.04,15,THU,OCT,2022,,
7,14,LA,32.24,403,B,21,S,5667,5.81,80.78,4.7,5,TUE,MAY,N,5391,7.03,63.51,4.47,17,MON,JUN,2022,,
7,14,LA,59.803,338,A,21,N,3637,6.27,70.66,4.43,7,MON,SEP,N,4195,7.33,69.78,5.11,16,FRI,AUG,2022,,
9,14,KER,0,927,A,22,N,1491,7.5,53.44,4.01,12,FRI,FEB,N,1937,9.23,56.41,5.21,16,FRI,FEB,2022,,
9,14,KER,3.018,601,A,20,N,873,6.29,63.58,4,6,WED,MAR,S,1162,8.37,63.6,5.33,15,SUN,MAR,2022,,
9,14,KER,12.147,961,A,20,N,835,6.49,61.44,3.99,6,MON,DEC,S,1192,9.27,61.44,5.69,16,WED,MAR,2022,,
9,14,KER,16.866,912,O,22,S,1096,8.36,64.62,5.4,11,FRI,SEP,N,1227,9.16,66,6.05,13,SUN,MAR,2022,,
9,14,KER,16.07,929,A,20,S,633,8.8,67.41,5.93,12,SUN,MAR,S,779,10.23,71.4,7.3,15,SUN,MAR,2022,,
9,14,KER,22.15,298,A,22,N,582,11.26,66.9,7.53,12,SUN,FEB,N,790,13.76,74.32,10.23,16,MON,FEB,2022,,
9,14,KER,57.767,302,A,22,N,523,11.94,72.64,8.67,11,SUN,DEC,S,677,14.71,76.33,11.23,14,SUN,FEB,2022,,
9,14,KER,57.767,301,B,22,S,507,13.53,56.46,7.64,11,SUN,JAN,S,679,13.17,77.69,10.23,13,SUN,JAN,2022,,
9,14,KER,64.559,971,B,22,N,444,15.03,73.51,11.05,11,MON,JAN,N,590,18.11,81.04,14.68,13,SUN,JAN,2022,,
11,15,SD,11.89,302,A,22,N,1129,10.84,53.03,5.75,7,TUE,JUN,N,1292,10.71,61.41,6.58,15,THU,OCT,2022,,
11,15,SD,15,998,X,22,S,2408,8.58,71.29,6.11,7,FRI,MAY,N,3142,11.78,67.72,7.98,14,FRI,SEP,2022,,
11,15,SD,27.261,301,X,22,S,3400,10.23,89.29,9.14,7,THU,NOV,N,3160,12.05,70.49,8.49,15,FRI,FEB,2022,,
11,15,SD,30.856,300,O,22,S,2765,10.69,87.45,9.35,7,MON,DEC,N,2379,11.03,72.91,8.04,15,WED,DEC,2022,,
11,15,SD,0.405,909,A,22,S,4766,7.92,55.14,4.36,7,WED,MAY,N,5069,8.46,54.87,4.64,14,TUE,MAY,2022,,
11,15,SD,6.132,813,B,22,S,5353,6.57,91.44,6.01,12,SAT,NOV,S,7454,9.37,89.25,8.37,16,TUE,OCT,2022,,
11,15,SD,6.132,911,A,22,S,17858,6.1,77.93,4.75,9,SAT,DEC,S,18330,6.17,79.01,4.88,18,TUE,DEC,2022,,
11,15,SD,15,999,X,22,S,9905,7.28,55.92,4.07,7,MON,MAY,N,9758,7.28,55.08,4.01,16,TUE,OCT,2022,,
11,15,SD,20.574,980,B,21,S,13596,7.86,71.74,5.64,6,TUE,NOV,S,13033,8.99,60.08,5.4,16,FRI,NOV,2022,,
11,15,SD,26.026,934,B,22,S,8523,7.45,60.03,4.47,7,WED,NOV,N,8639,7.67,59.06,4.53,16,MON,DEC,2022,,
11,15,SD,28.765,914,B,22,S,6865,6.07,61.61,3.74,6,THU,MAR,N,8069,7.63,57.63,4.4,15,THU,APR,2022,,
11,15,SD,30.627,918,B,22,S,7217,6.31,60.45,3.82,7,TUE,JUL,N,7864,7.18,57.88,4.16,15,TUE,JUN,2022,,
11,15,SD,31.517,915,A,22,S,6893,6.16,74.35,4.58,6,WED,MAR,N,6851,7.35,61.98,4.55,15,THU,MAY,2022,,
11,15,SD,36.636,916,A,22,S,7806,6.48,84.16,5.46,5,THU,SEP,N,6608,7.99,57.77,4.62,14,FRI,MAY,2022,,
11,15,SD,46.491,967,B,22,S,7939,6.95,79.97,5.56,6,THU,MAR,S,7020,7.76,63.3,4.91,14,SAT,JUL,2022,,
11,15,SD,46.491,969,A,22,S,5944,6.24,80.55,5.02,6,MON,JAN,S,5142,8.23,52.8,4.35,15,SAT,OCT,2022,,
8,15,RIV,4.98,720,B,22,S,6634,7.27,54.07,3.93,11,SAT,JUL,S,6689,7.29,54.38,3.96,14,SAT,AUG,2022,,
8,15,RIV,8.737,807,A,22,S,4807,11.83,53.63,6.34,12,SUN,MAR,N,4894,10.86,59.47,6.46,17,MON,MAR,2022,,
8,15,RIV,8.737,901,B,22,S,7832,6.24,63.52,3.96,9,THU,MAY,S,7378,7.07,52.79,3.73,15,FRI,OCT,2022,,
8,15,SBD,15.65,627,A,22,S,5093,5.39,67.96,3.66,5,WED,OCT,N,5112,6.71,54.79,3.68,15,THU,AUG,2022,,
8,15,SBD,20.011,809,B,22,S,6619,4.97,71.7,3.57,5,THU,JAN,N,6155,6.18,53.69,3.32,15,WED,FEB,2022,,
8,15,SBD,32.323,900,A,21,S,4566,6.64,55.1,3.66,11,SUN,MAY,N,4512,6.94,52.08,3.61,14,FRI,APR,2022,,
8,15,SBD,40.509,315,B,22,N,4482,7.45,54.46,4.06,12,FRI,MAR,S,4469,6.99,57.89,4.05,15,MON,MAY,2022,,
8,15,SBD,44.402,821,A,21,N,3426,7.91,66.24,5.24,8,SAT,JUL,S,3518,9.33,57.68,5.38,13,SUN,JUN,2022,,
8,15,SBD,70.104,515,B,22,N,3544,9.33,54.35,5.07,11,MON,DEC,S,3575,9.01,56.78,5.12,13,SUN,JUL,2022,,
8,15,SBD,81.834,604,B,21,N,2899,10.86,55.66,6.04,11,FRI,JUL,S,2866,9.83,60.8,5.98,15,SUN,OCT,2022,,
8,15,SBD,87.263,811,A,22,S,2698,10.7,54.63,5.85,12,FRI,APR,N,2705,9.38,62.53,5.86,17,SUN,JUL,2022,,
8,15,SBD,138.456,907,A,22,S,2650,8.69,67.69,5.88,10,SUN,SEP,N,2714,9.63,62.56,6.02,13,FRI,APR,2022,,
3,16,COL,0,100,A,20,W,47,15.63,55.29,8.64,11,SAT,JUL,E,56,15.63,65.88,10.29,15,SUN,JUL,2022,,
3,16,YOL,31.867,103,B,22,E,385,6.16,58.96,3.63,7,THU,AUG,E,487,7.65,60.05,4.59,15,FRI,SEP,2022,,
3,16,YOL,32.226,102,A,22,E,393,6.73,66.5,4.48,11,SAT,JUN,E,555,10.37,60.99,6.32,15,FRI,SEP,2022,,
3,16,YOL,40.57,105,A,22,W,361,8.09,55.37,4.48,8,FRI,OCT,E,475,10.17,57.93,5.89,15,FRI,OCT,2022,,
3,16,SAC,11.474,118,A,22,W,638,7.99,61.76,4.94,7,WED,APR,E,712,8.96,61.49,5.51,16,FRI,OCT,2022,,
3,16,SAC,11.474,117,B,22,W,488,8.34,63.13,5.26,7,TUE,MAY,E,489,9.19,57.39,5.27,16,FRI,OCT,2022,,
3,16,SAC,16.805,334,A,20,W,957,11.96,69.8,8.35,7,TUE,OCT,E,844,11.28,65.28,7.37,16,FRI,JAN,2022,,
3,16,SAC,22.848,910,A,20,W,409,11.14,64.41,7.18,6,MON,OCT,E,504,13.34,66.32,8.84,17,FRI,OCT,2022,,
5,17,SCR,5.453,550,B,20,S,2950,8.76,63.63,5.57,10,SUN,SEP,S,2902,9.32,58.8,5.48,13,SAT,SEP,2022,,
4,17,SCL,0.069,552,A,22,S,2790,8.38,57.82,4.84,12,THU,NOV,N,2807,8.57,56.83,4.87,15,MON,FEB,2022,,
4,17,SCL,7.073,432,A,22,N,3540,7.57,56.13,4.25,7,MON,SEP,N,3493,8.03,52.22,4.19,13,SUN,MAR,2022,,
8,18,SBD,24.712,718,A,21,N,407,13.84,53.84,7.45,11,SAT,MAY,S,409,14.58,51.38,7.49,13,MON,MAY,2022,,
8,18,SBD,31.903,882,A,21,S,1223,13.59,73.76,10.03,12,MON,MAY,S,1206,15.25,64.84,9.89,16,SUN,NOV,2022,,
8,18,SBD,44.319,815,B,22,S,835,19.26,74.62,14.37,11,SUN,NOV,N,673,14.87,77.89,11.58,14,FRI,JAN,2022,,
8,18,SBD,58.44,913,A,21,S,474,16.86,80.07,13.5,11,SAT,JAN,N,707,27.17,74.11,20.14,15,SUN,JAN,2022,,
8,18,SBD,84.325,914,B,22,S,553,8.17,57.25,4.68,11,SAT,JAN,S,622,8.95,58.79,5.26,17,FRI,OCT,2022,,
1,20,MEN,2.23,761,A,22,E,243,10.02,70.64,7.08,10,MON,FEB,W,245,10.55,67.68,7.14,14,FRI,SEP,2022,,
1,20,MEN,33.32,721,A,22,W,708,5.57,91.95,5.13,7,MON,DEC,W,623,5.77,78.17,4.51,13,FRI,DEC,2022,,
1,20,MEN,38.054,160,B,22,E,519,10.49,50.1,5.26,12,SUN,JUL,E,614,10.18,61.1,6.22,15,FRI,FEB,2022,,
1,20,LAK,0.99,170,A,22,W,527,6.92,75.83,5.24,7,MON,AUG,E,605,9.49,63.42,6.02,17,FRI,APR,2022,,
1,20,LAK,8.293,172,B,22,W,3491,53.27,58.97,31.41,8,WED,DEC,E,3809,61.43,55.79,34.28,15,MON,DEC,2022,,
1,20,LAK,8.319,173,A,22,W,468,7.43,92.13,6.84,4,TUE,FEB,E,524,11.52,66.5,7.66,15,MON,SEP,2022,,
3,20,COL,3.451,125,A,20,E,341,12.85,51.67,6.64,11,SUN,JUL,E,412,12.63,63.48,8.02,14,SUN,SEP,2022,,
3,20,COL,3.451,124,B,20,W,358,12.47,52.11,6.5,12,THU,DEC,E,438,13.58,58.56,7.95,14,SUN,JUL,2022,,
3,20,COL,22.12,128,A,22,W,332,7.73,54.79,4.23,12,SUN,APR,E,371,8.65,54.72,4.73,15,FRI,APR,2022,,
3,20,COL,22.12,127,B,22,W,336,8.44,50.76,4.28,12,SUN,OCT,E,366,8.62,54.14,4.67,15,SUN,OCT,2022,,
3,20,COL,32.29,352,A,22,W,519,7.14,59.79,4.27,7,THU,MAR,E,700,9.95,57.85,5.76,16,FRI,MAY,2022,,
3,20,SUT,5.009,317,O,22,W,384,7.47,61.44,4.59,7,TUE,OCT,E,502,10.06,59.69,6,16,FRI,FEB,2022,,
3,20,SUT,9.176,130,A,20,W,384,8.52,54.09,4.61,7,WED,MAR,E,503,9.94,60.75,6.04,16,TUE,FEB,2022,,
3,20,SUT,13.6,133,A,22,E,711,7.36,56.3,4.15,8,FRI,SEP,E,801,9.13,51.15,4.67,16,THU,MAR,2022,,
3,20,SUT,13.6,132,B,22,E,467,7.51,56.27,4.22,12,THU,DEC,E,549,9.34,53.2,4.97,16,FRI,NOV,2022,,
3,20,SUT,17.057,304,O,22,W,1800,7.26,56.87,4.13,12,SUN,MAR,W,1989,8.37,54.49,4.56,15,FRI,MAY,2022,,
3,20,YUB,0,304,O,22,W,1800,7.26,56.87,4.13,12,SUN,MAR,W,1989,8.37,54.49,4.56,15,FRI,MAY,2022,,
3,20,YUB,0.84,309,A,22,W,1394,7.29,53.99,3.93,12,SUN,OCT,E,1493,7.86,53.61,4.21,17,FRI,OCT,2022,,
3,20,YUB,1.472,137,A,22,E,821,7.71,60.1,4.63,7,THU,AUG,W,846,7.88,60.56,4.77,16,FRI,MAY,2022,,
3,20,YUB,1.472,136,B,22,W,1103,7.45,55.51,4.14,7,THU,AUG,E,1197,7.91,56.73,4.49,17,FRI,AUG,2022,,
3,20,YUB,7.018,140,A,22,W,638,8.79,68.75,6.04,7,WED,NOV,E,627,9.44,62.89,5.94,17,FRI,MAY,2022,,
3,20,NEV,6.6,142,A,22,E,911,7.96,65.26,5.19,8,TUE,MAR,W,1013,10.19,56.66,5.77,15,FRI,MAR,2022,,
3,20,NEV,13.614,145,A,22,E,2112,8.8,60.78,5.35,8,TUE,MAY,W,2203,10.11,55.21,5.58,15,THU,MAR,2022,,
3,20,NEV,14.266,147,A,22,E,1680,9.47,50.71,4.8,12,FRI,OCT,W,1857,9.66,54.93,5.31,16,TUE,MAY,2022,,
3,20,NEV,29.6,319,B,22,W,273,14.54,54.6,7.94,12,SUN,JUL,W,334,15.17,63.99,9.71,15,SUN,JUL,2022,,
12,22,ORA,1.8,420,A,22,W,5457,7.79,54.59,4.25,7,MON,APR,W,5372,6.84,61.21,4.19,15,FRI,AUG,2022,,
12,22,ORA,7.31,71,B,22,W,6803,7.4,50.65,3.75,7,TUE,NOV,W,7040,7.13,54.41,3.88,17,TUE,NOV,2022,,
4,24,CC,4.397,417,B,21,W,7232,7.4,61.39,4.54,7,THU,SEP,E,6988,7.22,60.8,4.39,15,TUE,MAR,2022,,
5,25,SBT,52.194,167,A,22,N,1802,13.86,69.95,9.7,8,THU,APR,S,1776,13.79,69.32,9.56,18,FRI,APR,2022,,
5,25,SBT,54.048,175,B,21,S,124,6.31,58.77,3.71,12,MON,MAR,S,443,20.94,63.29,13.25,17,WED,JUN,2022,,
4,25,SCL,2.528,63,B,22,S,1368,5.8,86.64,5.02,5,WED,MAY,S,1438,7.99,66.09,5.28,15,FRI,NOV,2022,,
10,26,SJ,1.11,343,A,21,E,1239,9.69,57.15,5.54,7,TUE,AUG,E,1172,10.07,52.04,5.24,14,WED,SEP,2022,,
10,26,SJ,6.85,239,B,20,W,408,9.92,63.06,6.26,7,THU,DEC,E,370,10.24,55.39,5.67,16,WED,MAY,2022,,
10,26,SJ,20.3,107,A,21,W,390,8.14,86.86,7.07,6,TUE,AUG,E,419,9.86,77.02,7.59,17,THU,APR,2022,,
10,26,SJ,20.3,286,B,21,W,407,8.85,79.8,7.06,7,MON,SEP,E,434,9.92,75.87,7.53,17,TUE,MAR,2022,,
10,26,CAL,1.193,259,A,20,W,413,9.96,82.11,8.18,6,WED,OCT,E,430,10.81,78.76,8.51,17,TUE,NOV,2022,,
10,26,CAL,1.193,258,B,21,W,390,8.56,82.11,7.03,6,TUE,AUG,E,417,10.02,75,7.52,16,WED,SEP,2022,,
10,26,CAL,1.953,296,B,21,W,371,7.88,86.08,6.78,6,WED,SEP,E,408,9.89,75.42,7.45,17,WED,APR,2022,,
10,26,CAL,1.953,297,A,21,W,254,7.1,81.94,5.82,6,TUE,MAR,E,355,10.42,78.02,8.13,16,THU,SEP,2022,,
10,26,CAL,32.65,245,A,21,W,46,9.5,69.7,6.62,7,TUE,AUG,W,48,10.5,65.75,6.91,15,SAT,NOV,2022,,
10,26,AMA,4.644,316,B,21,E,248,13.55,71.68,9.71,12,SAT,MAY,E,539,24.51,86.1,21.1,18,THU,APR,2022,,
3,28,PLA,0.83,156,A,22,W,595,9.64,64.46,6.22,9,TUE,DEC,E,755,11.7,67.41,7.89,16,SAT,FEB,2022,,
3,28,PLA,9.34,164,B,22,W,741,10.67,61.04,6.51,12,SAT,JUL,W,741,11.25,57.89,6.51,13,FRI,JUL,2022,,
3,28,PLA,9.34,165,A,22,E,779,10.17,57.07,5.8,9,SAT,AUG,E,916,11.36,60.07,6.82,16,THU,JAN,2022,,
3,28,PLA,11,166,B,22,W,732,10.15,59.32,6.02,12,SUN,AUG,E,752,12.08,51.19,6.19,15,FRI,JUL,2022,,
3,28,PLA,11.028,167,O,20,E,650,10.37,51.02,5.29,12,SAT,DEC,W,803,12.39,52.73,6.53,16,SAT,DEC,2022,,
4,29,NAP,9.1,913,B,22,N,2125,7.42,58.51,4.34,11,SAT,OCT,N,2119,7.59,57.09,4.33,16,THU,FEB,2022,,
1,29,LAK,31.33,126,A,21,N,587,9,69.14,6.22,7,THU,SEP,S,558,9.11,64.96,5.92,17,TUE,DEC,2022,,
1,29,LAK,44.46,772,B,22,N,537,8.39,54.41,4.56,12,FRI,OCT,N,622,9.63,54.9,5.28,16,WED,OCT,2022,,
3,32,GLE,9.626,173,B,22,E,548,9.26,59.7,5.53,7,WED,SEP,W,587,9.47,62.51,5.92,17,TUE,OCT,2022,,
3,32,GLE,9.626,174,A,22,E,710,8.99,61.37,5.52,7,MON,FEB,W,685,9.13,58.35,5.32,17,TUE,NOV,2022,,
3,32,GLE,10.91,330,O,22,E,786,8.87,63.03,5.59,7,MON,MAY,W,969,11.74,58.69,6.89,16,FRI,MAY,2022,,
3,32,BUT,0,330,O,22,E,786,8.87,63.03,5.59,7,MON,MAY,W,969,11.74,58.69,6.89,16,FRI,MAY,2022,,
3,32,BUT,11.27,331,A,22,W,744,8.26,72.87,6.02,7,TUE,MAR,W,660,8.75,61,5.34,14,FRI,FEB,2022,,
3,32,BUT,11.704,182,A,22,E,636,11.67,65.77,7.68,11,SUN,JUL,E,839,12.54,80.75,10.13,18,FRI,JUL,2022,,
3,32,BUT,36.926,180,A,22,E,128,10.39,62.75,6.52,12,FRI,NOV,W,142,9.93,72.82,7.23,15,SAT,NOV,2022,,
7,33,VEN,17.35,433,B,20,N,145,19.93,63.32,12.62,11,SAT,JUN,S,165,25.41,56.51,14.36,14,SAT,MAY,2022,,
5,33,SLO,2.775,231,B,21,N,47,10.55,68.12,7.19,11,SUN,NOV,N,55,12.39,67.9,8.41,16,FRI,NOV,2022,,
5,33,SLO,2.802,233,A,21,N,182,8.71,62.33,5.43,10,SUN,NOV,N,231,10.39,66.38,6.89,16,WED,NOV,2022,,
6,33,KER,11.555,56,A,21,S,310,8.44,81.37,6.87,5,FRI,JUL,N,286,9.7,65.3,6.34,15,MON,APR,2022,,
6,33,KER,11.555,55,B,22,S,386,10.72,88.33,9.47,5,WED,JUL,N,348,11.48,74.36,8.54,14,WED,JUN,2022,,
6,33,KER,60.168,184,A,21,N,360,18.81,84.31,15.86,6,THU,JAN,S,369,16.48,98.66,16.26,23,SAT,JUL,2022,,
6,33,KER,60.168,418,B,21,S,124,10.08,62.31,6.28,12,MON,JUL,S,208,17.17,61.36,10.54,15,FRI,JUL,2022,,
6,33,KIN,7.8,37,B,20,S,284,19.02,89.03,16.93,6,WED,MAR,N,199,12.76,92.99,11.87,16,FRI,DEC,2022,,
6,33,FRE,14.75,59,B,20,N,394,7.98,56.21,4.49,7,TUE,MAR,S,575,10.46,62.57,6.55,16,TUE,DEC,2022,,
6,33,FRE,18.588,608,B,22,N,302,7.86,82.74,6.5,5,TUE,JUN,S,282,10.39,58.39,6.07,15,FRI,NOV,2022,,
6,33,FRE,24.316,41,B,20,N,249,8.45,71.14,6.01,6,THU,MAR,S,233,9.44,59.59,5.63,15,TUE,SEP,2022,,
6,33,FRE,24.316,42,A,20,N,158,8.85,75.6,6.69,5,FRI,SEP,S,153,9.82,65.95,6.47,16,TUE,DEC,2022,,
6,33,FRE,62.247,416,B,22,S,411,9.92,86.71,8.6,7,TUE,APR,S,331,10.63,65.16,6.93,15,TUE,APR,2022,,
6,33,FRE,79.905,62,A,21,N,361,17.94,88.48,15.88,9,TUE,FEB,N,312,14.95,91.77,13.72,22,SAT,MAR,2022,,
1,36,HUM,0,747,A,22,W,297,11.3,57.01,6.44,7,TUE,SEP,E,267,10.2,56.81,5.79,15,THU,JUN,2022,,
2,36,TRI,28.65,192,A,21,W,47,12.33,65.28,8.05,6,WED,FEB,E,54,12.67,72.97,9.25,17,FRI,MAY,2022,,
2,36,TEH,23.2,110,B,21,E,59,14.58,64.84,9.45,9,MON,AUG,E,59,13.94,67.82,9.45,17,SUN,AUG,2022,,
2,36,TEH,28.216,274,A,21,W,35,9.74,67.31,6.55,11,WED,MAY,W,50,15.54,60.24,9.36,16,TUE,MAY,2022,,
2,36,TEH,39.72,216,B,21,E,241,8.87,73.03,6.48,7,WED,SEP,W,223,9.09,65.98,5.99,17,THU,JUN,2022,,
2,36,TEH,41.207,276,A,22,E,461,8.8,67.99,5.98,7,WED,SEP,W,420,10.06,54.19,5.45,15,FRI,FEB,2022,,
2,36,TEH,41.207,275,B,22,W,237,8.78,65.65,5.76,7,FRI,AUG,E,235,9.29,61.52,5.71,16,FRI,NOV,2022,,
2,36,TEH,41.15,277,B,21,E,443,10.19,51.93,5.29,11,FRI,MAY,E,440,9.51,55.28,5.26,15,TUE,MAY,2022,,
2,36,TEH,41.15,278,A,21,E,579,9.69,54.42,5.27,11,FRI,MAY,E,577,10.21,51.47,5.25,14,FRI,MAY,2022,,
2,36,TEH,41.847,414,A,22,W,1353,8.66,58.12,5.03,7,WED,SEP,E,1479,10.78,51.04,5.5,15,FRI,MAR,2022,,
2,36,TEH,42.79,280,A,21,E,808,8.95,51.86,4.64,12,WED,FEB,W,863,9.7,51.13,4.96,13,FRI,MAY,2022,,
2,36,TEH,42.79,279,B,21,W,953,8.72,53.06,4.62,12,THU,MAY,W,1063,9.41,54.79,5.16,13,FRI,MAY,2022,,
2,36,TEH,44.004,112,A,21,W,179,12.31,67.29,8.28,12,SUN,JUN,W,193,12.68,70.44,8.93,15,SUN,JUL,2022,,
2,36,TEH,44.004,281,B,21,W,601,7.43,64.69,4.81,7,WED,MAY,W,618,8.91,55.48,4.94,15,FRI,AUG,2022,,
2,36,TEH,55.26,286,A,22,E,96,7.8,78.05,6.09,7,MON,NOV,W,117,9.58,77.48,7.42,17,THU,NOV,2022,,
2,36,PLU,6.287,251,A,22,W,320,15.85,58.5,9.27,11,SUN,JUN,W,293,14.69,57.79,8.49,13,SUN,JUL,2022,,
2,36,LAS,24.46,299,B,22,E,304,11.26,52.96,5.96,12,SUN,JUL,W,328,11.3,56.94,6.43,14,FRI,AUG,2022,,
8,38,SBD,9.72,834,B,22,E,628,16.4,74.32,12.19,10,SUN,DEC,W,883,19.91,86.06,17.14,16,SUN,JAN,2022,,
